claim_id,claim_date,customer_id,customer_name,sku_id,claim_type,quantity,claim_amount,approved_amount,status,reason_text,document_status
PIDCLM0000687,2025-09-22,PIDOUT003957,Modern Kavya Tyres,PID0028,Leakage,3,20181.94,4745.23,Approved,leakage,photo missing
PIDCLM0000688,2024-05-01,PIDOUT000077,Star Venkatesh Distributors,PID0023,Expiry,59,12520.60,12064.45,Rejected,leakage,photo missing
PIDCLM0000689,2025-11-03,PIDOUT000479,Vijaya Revathi Corporation,PID0020,Damage return,20,49457.68,44876.99,Approved,rate difference,invoice missing
PIDCLM0000690,2025-10-12,PIDOUT003424,Kaveri Meena Agencies,PID0005,Expiry,42,24065.81,18675.19,Pending photo,expired stock,manual approval
PIDCLM0000691,2024-12-30,PIDOUT006640,Balaji Geetha Paints,PID0031,Leakage,47,15806.84,7446.15,Open,rate difference,manual approval
PIDCLM0000692,08/04/2024,PIDDLR000518,Lucky Bala Distributors,PID0023,Short supply,37,78266.04,43511.60,Settled,leakage,invoice missing
PIDCLM0000693,2024-09-30,PIDOUT002146,Mahalakshmi Jagan Stores,PID0021,Scheme claim,5,57947.08,21652.45,Rejected,expired stock,photo missing
PIDCLM0000694,2024-04-11,PIDOUT003491,Modern Chandra Services,PID0011,Expiry,7,75866.21,6251.74,Pending photo,rate difference,duplicate suspected
PIDCLM0000695,2025-01-29,PIDOUT000786,Modern Manoj Hardware,PID0032,Leakage,55,63669.70,599.48,Settled,rate difference,complete
PIDCLM0000696,2025-05-06,PIDOUT005479,New Manoj Hardware,PID0013,Short supply,49,54986.08,12558.64,Approved,damaged in transit,complete
PIDCLM0000697,2024-04-22,PIDOUT007602,National Jagan Hardware,PID0026,Damage return,47,46407.98,432.74,Rejected,batch issue,invoice missing
PIDCLM0000698,22/07/2024,PIDOUT008188,Murugan Naveen Hardware,PID0010,Expiry,21,74468.86,69825.82,Open,leakage,invoice missing
PIDCLM0000699,2025-11-21,PIDOUT002878,Sri Anand Services,PID0031,Damage return,6,72705.11,8187.68,Rejected,damaged in transit,manual approval
PIDCLM0000700,2024-09-03,PIDOUT006625,National Anand Hardware,PID0010,Short supply,48,84414.05,52963.69,Approved,warranty defect,manual approval
PIDCLM0000701,2025-03-31,PIDOUT007471,Royal Meena Stores,PID0006,Expiry,51,9738.14,4603.79,Credit note raised,batch issue,complete
PIDCLM0000702,14/08/2024,PIDOUT007447,Royal Kavya Tyres,PID0025,Leakage,20,84882.71,5904.07,Pending photo,rate difference,invoice missing
PIDCLM0000703,2024-07-14,PIDOUT008913,United Manoj Enterprises,PID0010,Leakage,40,80301.87,25352.88,Pending photo,dealer says slow moving,invoice missing
PIDCLM0000704,2024-04-10,PIDOUT004833,United Jagan Hardware,PID0018,Scheme claim,9,38894.32,25587.98,Rejected,damaged in transit,manual approval
PIDCLM0000705,2024-09-29,PIDOUT003290,Lucky Yusuf Tyres,PID0032,Scheme claim,28,76346.74,57981.87,Credit note raised,damaged in transit,complete
PIDCLM0000706,2024-07-15,PIDOUT008126,City Sanjay Tyres,PID0017,Short supply,50,11245.24,917.82,Pending photo,wrong SKU billed,manual approval
PIDCLM0000707,2025-03-31,PIDOUT006652,Royal Priya Hardware,PID0006,Rate difference,56,23129.21,4521.43,Pending photo,wrong SKU billed,photo missing
PIDCLM0000708,2025-11-27,PIDOUT002874,Lucky Naveen Hardware,PID0018,Expiry,9,32686.57,9255.71,Open,expired stock,photo missing
PIDCLM0000709,29-Sep-24,PIDOUT003836,METRO YUSUF FERTILISERS,PID0026,Damage return,60,55652.66,49201.09,Approved,dealer says slow moving,invoice missing
PIDCLM0000710,15-Apr-25,PIDOUT003068,SREE VENKATESH SERVICES,PID0016,Expiry,10,72640.34,21028.76,Open,warranty defect,invoice missing
PIDCLM0000711,2025-08-14,PIDOUT002863,STAR PRAKASH HARDWARE,PID0032,Leakage,46,5899.50,2305.96,Rejected,leakage,complete
PIDCLM0000712,2024-05-21,PIDOUT001446,Royal Senthil Depot,PID0031,Short supply,21,74398.74,58938.12,Rejected,dealer says slow moving,duplicate suspected
PIDCLM0000713,2026-01-25,PIDOUT006314,Sri Yusuf Hardware,PID0003,Expiry,36,35130.35,7381.83,Approved,damaged in transit,complete
PIDCLM0000714,2025-01-24,PIDOUT008276,Prime Manoj Agencies,PID0019,Leakage,18,52781.31,48876.70,Rejected,leakage,complete
PIDCLM0000715,2025-12-20,PIDOUT003582,National Geetha Tyres,PID0010,Expiry,32,27389.70,4379.21,Rejected,dealer says slow moving,duplicate suspected
PIDCLM0000716,2025-05-30,PIDOUT004752,Shree Farida Hardware,PID0008,Leakage,59,64399.96,17149.94,Credit note raised,damaged in transit,duplicate suspected
PIDCLM0000717,2026-03-23,PIDOUT005499,Mahalakshmi Senthil Stores,PID0009,Short supply,1,28043.78,23876.48,Credit note raised,expired stock,complete
PIDCLM0000718,2026-01-19,PIDOUT008329,Royal Yusuf Associates,PID0033,Expiry,39,76248.94,38944.25,Pending photo,leakage,complete
PIDCLM0000719,2026-01-09,PIDOUT007942,Mahalakshmi Priya Tyres,PID0009,Damage return,16,43021.21,38314.33,Settled,expired stock,photo missing
PIDCLM0000720,2025-02-04,PIDOUT005962,Balaji Farida Stores,PID0017,Expiry,48,74615.84,23925.55,Rejected,damaged in transit,complete
PIDCLM0000721,2024-10-14,PIDOUT008291,Shree Geetha Hardware,PID0010,Expiry,37,79921.35,42865.61,Pending photo,damaged in transit,invoice missing
PIDCLM0000722,2024-09-18,PIDOUT008491,Murugan Rafiq Distributors,PID0001,Expiry,42,57776.71,56209.77,Credit note raised,dealer says slow moving,invoice missing
PIDCLM0000723,01/01/2026,PIDOUT004164,MURUGAN ARUN HARDWARE,PID0033,Rate difference,28,9770.12,2946.65,Settled,batch issue,complete
PIDCLM0000724,2026-01-19,PIDOUT000645,Vijaya Jagan Hardware,PID0021,Scheme claim,16,22381.00,20454.41,Rejected,damaged in transit,manual approval
PIDCLM0000725,2025-04-02,PIDOUT004264,Ganesh Kavya Hardware,PID0005,Rate difference,40,7693.20,3255.19,Credit note raised,warranty defect,duplicate suspected
PIDCLM0000726,10/08/2024,PIDDLR000171,Prime Suresh Distributors,PID0017,Scheme claim,46,41145.84,25902.23,Pending photo,dealer says slow moving,photo missing
PIDCLM0000727,2025-11-29,PIDOUT005469,United Ganesh Agencies,PID0013,Short supply,48,14632.47,11454.90,Approved,damaged in transit,invoice missing
PIDCLM0000728,2024-09-27,PIDOUT002988,Ganesh Sanjay Agencies,PID0028,Rate difference,51,47549.75,29486.61,Rejected,warranty defect,photo missing
PIDCLM0000729,2024-12-29,PIDOUT001338,United Geetha Hardware,PID0027,Leakage,21,84279.63,18425.61,Settled,wrong SKU billed,manual approval
PIDCLM0000730,2024-05-09,PIDOUT008661,Murugan Manoj Traders,PID0022,Scheme claim,49,42993.48,673.12,Credit note raised,batch issue,photo missing
PIDCLM0000731,2024-10-17,PIDOUT004538,Metro Manoj Hardware,PID0025,Short supply,10,32453.35,28485.71,Settled,dealer says slow moving,invoice missing
PIDCLM0000732,19/06/2025,PIDOUT001263,Royal Arun Hardware,PID0032,Short supply,57,61238.02,14868.14,Settled,damaged in transit,manual approval
PIDCLM0000733,2024-04-11,PIDOUT001490,LUCKY MANOJ HARDWARE,PID0029,Short supply,28,41155.99,28494.88,Open,dealer says slow moving,manual approval
PIDCLM0000734,2025-04-14,PIDOUT004796,City Jagan Paints,PID0020,Scheme claim,20,48697.07,15688.08,Approved,expired stock,photo missing
PIDCLM0000735,2025-09-27,PIDOUT002083,United Lokesh Agro,PID0009,Damage return,57,46657.32,34387.56,Approved,leakage,complete
PIDCLM0000736,2025-04-14,PIDOUT003974,Star Meena Traders,PID0027,Expiry,55,3611.12,2134.84,Pending photo,wrong SKU billed,invoice missing
PIDCLM0000737,2024-09-08,PIDOUT005583,Vijaya Manoj Depot,PID0025,Rate difference,28,65093.38,12618.10,Credit note raised,wrong SKU billed,invoice missing
PIDCLM0000738,2025-06-22,PIDOUT002381,National Geetha Hardware,PID0027,Expiry,58,77716.77,28121.84,Credit note raised,leakage,duplicate suspected
PIDCLM0000739,2025-03-17,PIDOUT005945,Royal Deepak Distributors,PID0009,Damage return,21,7680.11,4783.49,Pending photo,warranty defect,manual approval
PIDCLM0000740,2024-07-14,PIDDLR000852,City Chandra Hardware,PID0011,Scheme claim,37,19422.34,6815.81,Settled,warranty defect,photo missing
PIDCLM0000741,2025-03-15,PIDOUT007856,Prime Rafiq Hardware,PID0009,Expiry,26,60911.63,38065.02,Settled,batch issue,invoice missing
PIDCLM0000742,2025-03-11,PIDOUT008184,Star Kavya Tyres,PID0033,Short supply,30,10758.46,773.89,Approved,wrong SKU billed,invoice missing
PIDCLM0000743,2024-11-11,PIDOUT002015,New Rafiq Associates,PID0004,Scheme claim,57,1572.36,6.17,Credit note raised,damaged in transit,manual approval
PIDCLM0000744,2025-07-24,PIDDLR000244,Royal Farida Distributors,PID0009,Leakage,14,55801.66,12805.10,Rejected,batch issue,duplicate suspected
PIDCLM0000745,2024-07-26,PIDOUT000986,Ganesh Jagan Chemicals,PID0007,Expiry,43,9509.91,3801.14,Rejected,dealer says slow moving,complete
PIDCLM0000746,2025-07-01,PIDOUT007330,Prime Kavya Corporation,PID0018,Leakage,7,65006.93,29552.59,Settled,dealer says slow moving,duplicate suspected
PIDCLM0000747,2025-06-27,PIDOUT000818,Star Revathi Hardware,PID0032,Expiry,4,60427.78,45804.90,Open,expired stock,duplicate suspected
PIDCLM0000748,2025-01-25,PIDOUT008880,Mahalakshmi Kavya Hardware,PID0021,Scheme claim,11,57703.23,35311.84,Open,rate difference,invoice missing
PIDCLM0000749,2024-04-19,PIDOUT004877,Lucky Ganesh Hardware,PID0014,Rate difference,59,56492.16,1346.39,Approved,expired stock,duplicate suspected
PIDCLM0000750,02/14/2025,PIDOUT002039,United Karthik Tyres,PID0020,Damage return,19,30578.55,9842.89,Open,damaged in transit,manual approval
PIDCLM0000751,2025-07-19,PIDOUT006326,Vijaya Senthil Hardware,PID0029,Damage return,48,4072.16,3037.46,Approved,dealer says slow moving,invoice missing
PIDCLM0000752,05-Mar-26,PIDOUT001704,Modern Sanjay Enterprises,PID0023,Short supply,17,15338.66,12323.49,Settled,leakage,manual approval
PIDCLM0000753,08-Oct-25,PIDOUT002160,BALAJI ARUN AGRO,PID0024,Damage return,30,80520.56,74201.59,Settled,warranty defect,duplicate suspected
PIDCLM0000754,10/26/2025,PIDOUT003008,PRIME KARTHIK SALES,PID0005,Short supply,37,3573.76,1439.63,Approved,leakage,manual approval
PIDCLM0000755,2025-01-09,PIDOUT000289,Shree Lakshmi Corporation,PID0033,Scheme claim,7,37570.08,24024.59,Settled,expired stock,invoice missing
PIDCLM0000756,2026-02-16,PIDOUT001991,Vijaya Jagan Hardware,PID0020,Rate difference,35,69493.33,48630.16,Approved,leakage,photo missing
PIDCLM0000757,09/08/2024,PIDOUT008084,Sree Hari Hardware,PID0014,Leakage,14,76510.16,68309.06,Credit note raised,batch issue,invoice missing
PIDCLM0000758,2025-05-03,PIDOUT003142,Modern Venkatesh Hardware,PID0005,Expiry,24,54688.99,53776.89,Rejected,expired stock,complete
PIDCLM0000759,2025-08-09,PIDOUT003765,Lucky Irfan Hardware,PID0004,Rate difference,15,4347.99,3294.37,Settled,rate difference,photo missing
PIDCLM0000760,2025-06-09,PIDOUT006586,Metro Suresh Depot,PID0010,Damage return,34,62943.35,29118.02,Open,damaged in transit,manual approval
PIDCLM0000761,2025-10-19,PIDOUT008389,Lucky Prakash Hardware,PID0027,Expiry,8,62566.61,46100.31,Approved,rate difference,invoice missing
PIDCLM0000762,2026-03-17,PIDOUT005685,Star Anand Agro,PID0016,Rate difference,34,44196.13,11326.83,Rejected,rate difference,duplicate suspected
PIDCLM0000763,10/03/2025,PIDOUT003127,Prime Chandra Hardware,PID0010,Expiry,17,62588.50,7175.14,Credit note raised,batch issue,duplicate suspected
PIDCLM0000764,04/07/2025,PIDOUT004613,National Sanjay Traders,PID0022,Rate difference,10,57647.85,29092.85,Credit note raised,warranty defect,duplicate suspected
PIDCLM0000765,04-Oct-24,PIDOUT000565,Sri Jagan Enterprises,PID0020,Short supply,24,7741.70,121.97,Open,rate difference,photo missing
PIDCLM0000766,2025-03-14,PIDOUT006451,Star Senthil Hardware,PID0017,Damage return,11,57382.37,55466.51,Rejected,rate difference,complete
PIDCLM0000767,2025-02-13,PIDOUT000484,Sri Naveen Hardware,PID0029,Expiry,36,59101.37,24444.50,Credit note raised,wrong SKU billed,complete
PIDCLM0000768,2025-11-10,PIDOUT005800,Sri Geetha Hardware Main,PID0002,Short supply,43,75782.66,37588.99,Rejected,warranty defect,complete
PIDCLM0000769,2026-03-05,PIDOUT008565,Sri Sanjay Hardware,PID0023,Short supply,45,4724.67,4609.67,Rejected,rate difference,duplicate suspected
PIDCLM0000770,2025-06-27,PIDOUT005322,Vijaya Sanjay Stores,PID0025,Scheme claim,4,23089.30,10768.60,Approved,leakage,duplicate suspected
PIDCLM0000771,2026-02-06,PIDOUT008657,Royal Farida Mart,PID0002,Leakage,32,17644.32,12771.52,Rejected,rate difference,photo missing
PIDCLM0000772,2025-09-27,PIDOUT004192,Royal Irfan Services,PID0011,Rate difference,58,36904.40,19064.11,Settled,warranty defect,manual approval
PIDCLM0000773,2024-09-01,PIDOUT001140,Metro Bala Fertilisers,PID0014,Expiry,9,57196.91,49051.07,Credit note raised,warranty defect,manual approval
PIDCLM0000774,2025-01-22,PIDOUT001410,Vijaya Farida Tyres Main,PID0004,Scheme claim,45,28370.53,13530.20,Settled,rate difference,photo missing
PIDCLM0000775,2025-01-20,PIDDLR000254,City Lakshmi Distributors,PID0023,Rate difference,12,70387.31,9231.14,Settled,damaged in transit,photo missing
PIDCLM0000776,28/10/2024,PIDOUT007677,Shree Prakash Services,PID0009,Damage return,50,52332.99,8504.11,Pending photo,dealer says slow moving,photo missing
PIDCLM0000777,15-Feb-25,PIDOUT001374,Mahalakshmi Lakshmi Associates,PID0023,Expiry,1,20017.03,19290.64,Credit note raised,batch issue,photo missing
PIDCLM0000778,2025-12-25,PIDOUT000145,City Prakash Stores,PID0005,Expiry,17,26006.06,13561.18,Pending photo,leakage,manual approval
PIDCLM0000779,10-Jul-25,PIDOUT000247,Ganesh Chandra Hardware,PID0010,Rate difference,21,631.91,30.29,Credit note raised,rate difference,duplicate suspected
PIDCLM0000780,2025-08-30,PIDOUT006704,Modern Bala Hardware,PID0021,Rate difference,38,33951.25,2295.43,Settled,wrong SKU billed,invoice missing
PIDCLM0000781,19/08/2024,PIDOUT006597,Vijaya Rafiq Hardware,PID0004,Scheme claim,3,46457.85,44972.29,Credit note raised,batch issue,duplicate suspected
PIDCLM0000782,2024-08-26,PIDOUT001045,Balaji Revathi Hardware,PID0033,Scheme claim,40,73136.86,61226.20,Approved,leakage,manual approval
PIDCLM0000783,2024-10-03,PIDOUT000268,Prime Sowmya Sales,PID0015,Expiry,31,83925.13,17395.21,Open,dealer says slow moving,invoice missing
PIDCLM0000784,2024-04-10,PIDOUT008863,United Manoj Traders,PID0015,Leakage,41,23355.93,15428.59,Pending photo,damaged in transit,manual approval
PIDCLM0000785,2025-02-13,PIDDLR000326,Ganesh Sowmya Distributors,PID0017,Short supply,36,21238.23,13851.28,Open,leakage,complete
PIDCLM0000786,2025-08-11,PIDOUT000452,Lucky Revathi Tyres,PID0030,Expiry,3,19367.48,11397.98,Settled,damaged in transit,manual approval
PIDCLM0000787,12/16/2025,PIDOUT008329,Royal Yusuf Associates,PID0022,Scheme claim,53,59990.53,35400.36,Credit note raised,dealer says slow moving,invoice missing
PIDCLM0000788,2025-01-16,PIDOUT007436,MODERN KAVYA ASSOCIATES,PID0022,Damage return,13,46137.86,171.42,Approved,leakage,complete
PIDCLM0000789,2025-11-25,PIDOUT006743,City Farida Stores,PID0011,Short supply,7,62552.59,11979.20,Credit note raised,expired stock,duplicate suspected
PIDCLM0000790,2024-07-25,PIDOUT004191,Murugan Geetha Hardware,PID0008,Expiry,57,24479.50,5751.16,Approved,dealer says slow moving,invoice missing
PIDCLM0000791,2024-12-10,PIDOUT004211,United Karthik Fertilisers,PID0023,Leakage,36,15925.45,1090.12,Pending photo,batch issue,manual approval
PIDCLM0000792,2026-01-25,PIDOUT006710,Metro Venkatesh Agencies,PID0011,Damage return,3,6364.27,4850.01,Rejected,warranty defect,manual approval
PIDCLM0000793,2025-01-17,PIDOUT000628,Ganesh Geetha Distributors,PID0005,Scheme claim,19,66810.96,60520.10,Open,expired stock,photo missing
PIDCLM0000794,2024-12-24,PIDOUT006385,New Ganesh Hardware,PID0031,Damage return,12,59067.29,22750.40,Credit note raised,rate difference,invoice missing
PIDCLM0000795,04/29/2025,PIDOUT002037,Vijaya Senthil Hardware,PID0020,Scheme claim,29,32042.30,22090.97,Pending photo,damaged in transit,duplicate suspected
PIDCLM0000796,2024-09-26,PIDOUT003207,Vijaya Manoj Agencies,PID0019,Short supply,37,68177.93,21585.03,Approved,leakage,photo missing
PIDCLM0000797,2025-02-26,PIDOUT000620,New Suresh Associates,PID0005,Expiry,55,54310.95,38668.22,Open,leakage,photo missing
PIDCLM0000798,06/03/2024,PIDOUT000146,United Senthil Agro,PID0016,Expiry,54,50266.44,17020.69,Pending photo,expired stock,manual approval
PIDCLM0000799,2025-07-24,PIDOUT008106,Kaveri Sanjay Depot,PID0025,Short supply,39,79435.31,55869.86,Pending photo,wrong SKU billed,photo missing
PIDCLM0000800,2025-08-29,PIDOUT003977,Murugan Irfan Mart,PID0002,Rate difference,12,45043.96,498.12,Open,expired stock,manual approval
PIDCLM0000801,2024-07-27,PIDOUT008214,Mahalakshmi Sowmya Mart,PID0005,Expiry,38,47672.98,1592.79,Rejected,warranty defect,duplicate suspected
PIDCLM0000802,2025-04-08,PIDOUT008291,Shree Geetha Hardware,PID0005,Expiry,2,62324.11,34600.02,Settled,batch issue,photo missing
PIDCLM0000803,2025-04-26,PIDDLR000899,Sri Yusuf Services,PID0005,Damage return,45,81253.79,60051.93,Pending photo,damaged in transit,photo missing
PIDCLM0000804,2025-02-23,PIDOUT007276,Sri Arun Hardware,PID0019,Short supply,24,59277.64,42348.29,Open,leakage,manual approval
PIDCLM0000805,2025-04-25,PIDOUT003417,Metro Lokesh Hardware,PID0014,Expiry,11,11807.88,5154.15,Open,batch issue,complete
PIDCLM0000806,2024-12-20,PIDOUT005161,Sree Priya Services,PID0022,Rate difference,59,50423.77,48187.29,Open,warranty defect,invoice missing
PIDCLM0000807,2024-08-09,PIDOUT004281,Murugan Sowmya Agencies,PID0031,Scheme claim,55,61547.75,37935.56,Approved,rate difference,invoice missing
PIDCLM0000808,2024-05-21,PIDOUT002508,City Bala Hardware,PID0033,Rate difference,34,40791.42,19628.64,Credit note raised,dealer says slow moving,complete
PIDCLM0000809,2024-07-10,PIDOUT008629,Kaveri Farida Hardware,PID0030,Short supply,10,39220.76,4060.15,Open,damaged in transit,photo missing
PIDCLM0000810,05-Dec-24,PIDDLR000983,Metro Ganesh Distributors,PID0008,Expiry,7,67617.23,51070.31,Rejected,wrong SKU billed,invoice missing
PIDCLM0000811,2025-08-28,PIDOUT006043,Sri Karthik Traders,PID0006,Short supply,25,3073.73,2361.04,Open,batch issue,invoice missing
PIDCLM0000812,2025-11-20,PIDOUT000600,Kaveri Lakshmi Hardware,PID0032,Expiry,9,26560.75,538.78,Rejected,expired stock,duplicate suspected
PIDCLM0000813,2024-04-03,PIDOUT003758,National Yusuf Hardware,PID0018,Short supply,7,32998.02,27991.66,Rejected,batch issue,manual approval
PIDCLM0000814,2025-06-25,PIDOUT004932,Metro Farida Associates,PID0006,Short supply,56,80245.53,12772.87,Settled,leakage,photo missing
PIDCLM0000815,2026-03-10,PIDOUT005559,Sri Hari Hardware,PID0014,Expiry,13,3911.98,3103.53,Approved,expired stock,manual approval
PIDCLM0000816,2024-11-06,PIDOUT007959,Murugan Sanjay Associates,PID0021,Rate difference,6,49447.94,23906.35,Credit note raised,damaged in transit,invoice missing
PIDCLM0000817,2026-02-28,PIDOUT001265,Sree Rafiq Hardware,PID0028,Leakage,25,36738.58,22088.60,Settled,expired stock,duplicate suspected
PIDCLM0000818,2024-04-19,PIDOUT005348,Murugan Naveen Chemicals,PID0025,Damage return,11,64620.26,36783.26,Approved,leakage,invoice missing
PIDCLM0000819,2025-08-28,PIDOUT004325,United Suresh Depot,PID0026,Short supply,16,38822.71,24907.35,Pending photo,damaged in transit,complete
PIDCLM0000820,2026-02-24,PIDOUT004517,Balaji Yusuf Distributors,PID0007,Short supply,6,66380.67,57243.84,Approved,expired stock,photo missing
PIDCLM0000821,26/07/2024,PIDOUT002538,Sree Venkatesh Enterprises,PID0024,Short supply,39,26969.20,11014.07,Open,damaged in transit,invoice missing
PIDCLM0000822,2025-11-24,PIDOUT007941,LUCKY KAVYA TYRES,PID0014,Expiry,52,39385.17,20687.37,Settled,warranty defect,duplicate suspected
PIDCLM0000823,2024-04-04,PIDOUT007059,New Bala Hardware,PID0009,Expiry,57,78444.48,36445.02,Approved,warranty defect,manual approval
PIDCLM0000824,2026-03-12,PIDDLR000363,Modern Jagan Hardware,PID0028,Rate difference,34,30753.70,20550.09,Open,dealer says slow moving,photo missing
PIDCLM0000825,2026-03-14,PIDOUT005353,Lucky Senthil Mart,PID0004,Rate difference,11,57413.37,25400.14,Rejected,rate difference,photo missing
PIDCLM0000826,2024-11-08,PIDOUT006873,Sree Karthik Stores,PID0030,Short supply,22,63298.65,25876.10,Settled,dealer says slow moving,manual approval
PIDCLM0000827,2025-02-13,PIDOUT000664,Balaji Chandra Chemicals,PID0006,Scheme claim,38,33033.33,14317.18,Pending photo,leakage,photo missing
PIDCLM0000828,2024-07-08,PIDDLR000635,Shri Karthik Associates,PID0031,Scheme claim,15,49667.27,35365.69,Credit note raised,damaged in transit,complete
PIDCLM0000829,2025-08-10,PIDOUT005404,Star Lokesh Corporation,PID0021,Scheme claim,45,56336.43,48084.09,Open,warranty defect,manual approval
PIDCLM0000830,2026-01-02,PIDOUT008799,KAVERI PRAKASH HARDWARE,PID0011,Leakage,8,62334.77,15138.88,Rejected,warranty defect,photo missing
PIDCLM0000831,2024-10-18,PIDOUT000716,MURUGAN VENKATESH HARDWARE,PID0017,Expiry,37,35188.93,22823.01,Rejected,rate difference,complete
PIDCLM0000832,2024-05-15,PIDOUT007735,Ganesh Jagan Agencies Pvt,PID0002,Leakage,53,56750.57,52712.81,Credit note raised,dealer says slow moving,complete
PIDCLM0000833,2025-02-17,PIDOUT005153,Modern Lakshmi Distributors,PID0004,Scheme claim,5,23442.78,12713.04,Approved,warranty defect,manual approval
PIDCLM0000834,16/03/2025,PIDOUT007328,United Anand Hardware,PID0006,Rate difference,18,49483.26,28782.42,Open,dealer says slow moving,photo missing
PIDCLM0000835,2024-08-27,PIDOUT006262,Star Jagan Hardware,PID0014,Damage return,36,15180.31,2180.23,Rejected,rate difference,photo missing
PIDCLM0000836,2025-02-07,PIDOUT000764,Balaji Rafiq Enterprises,PID0011,Short supply,23,8407.68,1247.00,Open,damaged in transit,invoice missing
PIDCLM0000837,2026-01-14,PIDOUT005741,Sree Prakash Mart,PID0016,Scheme claim,29,35068.50,21277.08,Open,rate difference,duplicate suspected
PIDCLM0000838,25/11/2025,PIDOUT005583,Vijaya Manoj Depot,PID0028,Short supply,20,17080.46,4754.38,Open,warranty defect,invoice missing
PIDCLM0000839,2024-10-13,PIDDLR000264,Prime Ganesh Stores,PID0015,Scheme claim,44,74067.51,52503.44,Pending photo,damaged in transit,manual approval
PIDCLM0000840,2025-08-19,PIDOUT005579,Kaveri Ganesh Enterprises,PID0033,Expiry,30,35872.69,23734.01,Open,leakage,invoice missing
PIDCLM0000841,2025-06-06,PIDOUT003135,Lucky Hari Sales,PID0029,Scheme claim,46,30864.72,748.58,Credit note raised,rate difference,photo missing
PIDCLM0000842,2024-10-06,PIDOUT008120,Murugan Ganesh Depot,PID0008,Expiry,22,54935.19,28101.69,Credit note raised,leakage,complete
PIDCLM0000843,11/23/2024,PIDOUT003764,New Lokesh Hardware & Co,PID0004,Damage return,9,44841.26,3133.82,Rejected,dealer says slow moving,invoice missing
PIDCLM0000844,2025-09-18,PIDOUT000894,United Priya Tyres,PID0003,Scheme claim,57,55832.26,2081.31,Rejected,damaged in transit,photo missing
PIDCLM0000845,2024-04-14,PIDOUT000188,MURUGAN LOKESH ASSOCIATES,PID0005,Scheme claim,28,65098.39,40190.55,Settled,dealer says slow moving,invoice missing
PIDCLM0000846,2026-02-07,PIDOUT008865,Metro Lakshmi Fertilisers,PID0003,Damage return,44,65800.43,43689.79,Open,rate difference,duplicate suspected
PIDCLM0000847,2025-01-02,PIDOUT002648,Murugan Sowmya Hardware,PID0004,Rate difference,32,25233.03,15991.21,Settled,dealer says slow moving,complete
PIDCLM0000848,2025-02-23,PIDDLR000062,Mahalakshmi Irfan Associates,PID0008,Leakage,58,65429.21,46450.56,Open,warranty defect,manual approval
PIDCLM0000849,2024-07-16,PIDOUT006786,Ganesh Arun Agencies,PID0025,Short supply,47,74104.54,23251.26,Settled,dealer says slow moving,complete
PIDCLM0000850,2024-12-18,PIDOUT000418,Kaveri Geetha Hardware,PID0003,Leakage,52,69693.24,52506.71,Pending photo,leakage,invoice missing
PIDCLM0000851,2025-01-11,PIDOUT006212,Kaveri Naveen Mart,PID0002,Short supply,21,6269.07,3856.73,Approved,wrong SKU billed,manual approval
PIDCLM0000852,2025-04-03,PIDOUT004812,Shree Ganesh Traders,PID0025,Damage return,21,81319.44,70278.19,Rejected,leakage,invoice missing
PIDCLM0000853,2025-06-02,PIDOUT002431,Metro Arun Corporation,PID0014,Short supply,18,2613.37,1877.31,Pending photo,leakage,invoice missing
PIDCLM0000854,04/16/2025,PIDOUT003093,United Lakshmi Tyres,PID0013,Scheme claim,60,79942.92,37458.91,Rejected,batch issue,manual approval
PIDCLM0000855,2024-12-22,PIDOUT004878,Shree Rafiq Distributors,PID0028,Expiry,34,77095.15,2360.72,Rejected,warranty defect,invoice missing
PIDCLM0000856,2025-05-05,PIDDLR000385,Mahalakshmi Meena Services,PID0033,Rate difference,18,10986.81,8183.64,Open,warranty defect,manual approval
PIDCLM0000857,13/09/2024,PIDOUT002842,Star Sanjay Chemicals,PID0020,Scheme claim,7,45289.66,31701.75,Settled,warranty defect,manual approval
PIDCLM0000858,2024-04-03,PIDOUT005347,Sree Sanjay Agro,PID0025,Damage return,52,74498.18,33568.54,Approved,rate difference,complete
PIDCLM0000859,2024-04-18,PIDOUT004236,Sree Jagan Hardware,PID0007,Short supply,9,60224.50,8918.28,Rejected,warranty defect,duplicate suspected
PIDCLM0000860,2025-10-22,PIDOUT000296,New Jagan Depot,PID0008,Expiry,23,7832.52,6810.85,Credit note raised,batch issue,duplicate suspected
PIDCLM0000861,2026-02-07,PIDOUT003395,Murugan Bala Agencies,PID0013,Damage return,57,8415.50,4242.80,Approved,expired stock,complete
PIDCLM0000862,2025-07-10,PIDOUT008784,New Yusuf Mart,PID0005,Leakage,12,66880.98,31978.28,Rejected,batch issue,duplicate suspected
PIDCLM0000863,2024-07-17,PIDOUT004733,Sree Revathi Sales,PID0013,Short supply,18,10928.33,9092.66,Rejected,expired stock,invoice missing
PIDCLM0000864,2024-04-05,PIDOUT006706,Mahalakshmi Hari Agro,PID0021,Short supply,11,36411.47,8547.59,Credit note raised,rate difference,photo missing
PIDCLM0000865,2025-09-19,PIDOUT001371,Kaveri Ganesh Hardware,PID0013,Damage return,55,61745.33,2856.48,Pending photo,damaged in transit,duplicate suspected
PIDCLM0000866,2025-05-02,PIDOUT000792,Sree Jagan Hardware,PID0024,Short supply,2,5199.00,3863.86,Open,wrong SKU billed,photo missing
