purchase_id,purchase_date,influencer_id,mapped_outlet_id,sku_id,points_earned,purchase_value,bill_photo_status,approval_status,note
PIDINFBUY00001136,2025-02-19,PIDINF001072,PIDOUT003127,PID0005,225,11253.19,ok,pending,cash bill
PIDINFBUY00001137,2025-09-02,PIDINF001175,PIDOUT007709,PID0022,395,15426.56,manual,approved,dealer name mismatch
PIDINFBUY00001138,2025-03-22,PIDINF001624,PIDOUT002939,PID0003,759,15222.67,missing,rework,
PIDINFBUY00001139,2024-05-27,PIDINF000984,PIDOUT006585,PID0020,322,13712.85,manual,rejected,cash bill
PIDINFBUY00001140,2025-07-15,PIDINF001676,PIDOUT008201,PID0033,371,15533.20,ok,rework,
PIDINFBUY00001141,2025-01-03,PIDINF000119,PIDOUT000996,PID0020,274,9137.44,manual,approved,dealer name mismatch
PIDINFBUY00001142,2025-12-01,PIDINF000121,PIDOUT004976,PID0022,347,16505.25,blurred,approved,old SKU code
PIDINFBUY00001143,2025-04-21,PIDINF000655,PIDOUT004512,PID0004,281,16536.00,manual,pending,
PIDINFBUY00001144,22/04/2025,PIDINF000212,PIDOUT003529,PID0022,112,4645.68,manual,rejected,dealer name mismatch
PIDINFBUY00001145,2024-04-20,PIDINF000576,PIDOUT002479,PID0012,288,17061.39,duplicate,rejected,cash bill
PIDINFBUY00001146,2024-10-22,PIDINF000003,PIDOUT000234,PID0013,163,7369.05,missing,pending,same bill twice
PIDINFBUY00001147,2024-09-30,PIDINF001893,PIDOUT004212,PID0002,345,6920.11,manual,pending,dealer name mismatch
PIDINFBUY00001148,2025-03-04,PIDINF000115,PIDOUT003806,PID0002,174,11444.40,missing,pending,same bill twice
PIDINFBUY00001149,2024-10-04,PIDINF001223,PIDOUT005477,PID0033,341,14813.43,duplicate,approved,old SKU code
PIDINFBUY00001150,2024-06-06,PIDINF000030,PIDOUT004851,PID0005,96,4041.79,blurred,rejected,
PIDINFBUY00001151,2024-08-04,PIDINF000802,PIDOUT000975,PID0013,97,3000.48,duplicate,rework,cash bill
PIDINFBUY00001152,05/26/2024,PIDINF001542,PIDOUT005416,PID0014,412,16905.26,ok,approved,dealer name mismatch
PIDINFBUY00001153,2025-05-11,PIDINF002492,PIDOUT000128,PID0028,495,12074.24,duplicate,approved,old SKU code
PIDINFBUY00001154,2025-09-19,PIDINF003085,PIDOUT001790,PID0008,184,9489.73,duplicate,rework,cash bill
PIDINFBUY00001155,2025-09-07,PIDINF002456,PIDOUT006575,PID0007,169,11757.62,ok,rejected,
PIDINFBUY00001156,2025-11-27,PIDINF002001,PIDOUT002896,PID0009,432,15535.70,missing,rejected,same bill twice
PIDINFBUY00001157,2024-09-27,PIDINF001596,PIDOUT007643,PID0029,280,15880.47,blurred,approved,cash bill
PIDINFBUY00001158,2025-01-29,PIDINF000340,PIDOUT004374,PID0007,584,13763.76,manual,approved,
PIDINFBUY00001159,2025-02-21,PIDINF000968,PIDOUT002089,PID0021,284,16556.68,manual,pending,dealer name mismatch
PIDINFBUY00001160,2026-02-23,PIDINF003253,PIDOUT005312,PID0012,177,3864.89,missing,rework,same bill twice
PIDINFBUY00001161,2024-11-25,PIDINF001037,PIDOUT003669,PID0006,473,13438.74,manual,rejected,old SKU code
PIDINFBUY00001162,2025-04-08,PIDINF001896,PIDOUT006287,PID0020,176,12793.41,missing,pending,
PIDINFBUY00001163,2025-04-02,PIDINF003349,PIDOUT002841,PID0014,6,409.95,missing,rework,cash bill
PIDINFBUY00001164,10/11/2024,PIDINF003244,PIDOUT003886,PID0019,99,6256.83,duplicate,rework,dealer name mismatch
PIDINFBUY00001165,2024-09-14,PIDINF002977,PIDOUT006769,PID0007,162,9693.52,manual,approved,cash bill
PIDINFBUY00001166,2024-10-26,PIDINF003149,PIDOUT001130,PID0009,507,13356.70,ok,rework,same bill twice
PIDINFBUY00001167,18/09/2024,PIDINF003396,PIDOUT007592,PID0009,27,1477.36,missing,rework,old SKU code
PIDINFBUY00001168,2024-11-16,PIDINF002351,PIDOUT005577,PID0011,635,15916.61,duplicate,rejected,
PIDINFBUY00001169,2024-05-09,PIDINF001111,PIDOUT004019,PID0027,449,17293.05,manual,pending,cash bill
PIDINFBUY00001170,2025-12-15,PIDINF002689,PIDOUT000645,PID0015,220,12612.43,missing,rejected,dealer name mismatch
PIDINFBUY00001171,2026-03-21,PIDINF001965,PIDOUT005296,PID0017,248,17627.24,duplicate,rework,old SKU code
PIDINFBUY00001172,2025-12-25,PIDINF001704,PIDOUT002895,PID0031,67,4866.03,blurred,rejected,dealer name mismatch
PIDINFBUY00001173,2024-09-04,PIDINF001679,PIDOUT002931,PID0006,223,6942.36,ok,approved,cash bill
PIDINFBUY00001174,17/07/2025,PIDINF002240,PIDOUT001861,PID0019,259,14184.82,ok,rework,old SKU code
PIDINFBUY00001175,03/24/2026,PIDINF001019,PIDOUT002540,PID0027,244,16531.97,duplicate,rejected,cash bill
PIDINFBUY00001176,2026-03-07,PIDINF000968,PIDOUT002089,PID0001,42,2975.18,blurred,pending,old SKU code
PIDINFBUY00001177,04-Jan-26,PIDINF002387,PIDOUT003617,PID0023,198,11724.28,manual,approved,old SKU code
PIDINFBUY00001178,2025-07-21,PIDINF000128,PIDOUT008242,PID0005,63,2284.45,missing,pending,dealer name mismatch
PIDINFBUY00001179,2025-02-25,PIDINF002902,PIDOUT006700,PID0002,325,16945.15,ok,pending,dealer name mismatch
PIDINFBUY00001180,2026-01-26,PIDINF000239,PIDOUT008868,PID0016,78,4477.45,manual,pending,cash bill
PIDINFBUY00001181,2025-12-12,PIDINF001346,PIDOUT000081,PID0005,104,5996.59,ok,rework,old SKU code
PIDINFBUY00001182,2024-04-15,PIDINF002469,PIDOUT007743,PID0012,344,13758.25,ok,approved,old SKU code
PIDINFBUY00001183,01/08/2025,PIDINF003445,PIDOUT005320,PID0001,72,2412.46,blurred,rework,
PIDINFBUY00001184,2025-11-15,PIDINF002611,PIDOUT005896,PID0020,9,308.08,manual,rework,old SKU code
PIDINFBUY00001185,2026-01-05,PIDINF000463,PIDOUT001791,PID0005,589,14568.31,duplicate,rejected,dealer name mismatch
PIDINFBUY00001186,2024-06-01,PIDINF003199,PIDOUT005535,PID0033,258,8094.16,duplicate,rejected,
PIDINFBUY00001187,2025-02-07,PIDINF000601,PIDOUT001045,PID0022,709,17294.19,ok,pending,cash bill
PIDINFBUY00001188,2024-11-28,PIDINF000890,PIDOUT006281,PID0028,133,6907.98,manual,approved,cash bill
PIDINFBUY00001189,2024-09-02,PIDINF003366,PIDOUT002019,PID0011,83,5957.60,ok,rejected,dealer name mismatch
PIDINFBUY00001190,2024-07-01,PIDINF002448,PIDOUT007326,PID0027,132,5216.15,ok,pending,cash bill
PIDINFBUY00001191,2025-12-18,PIDINF000392,PIDOUT000419,PID0011,88,4222.12,missing,approved,dealer name mismatch
PIDINFBUY00001192,2024-11-01,PIDINF001591,PIDOUT007300,PID0026,58,3135.62,blurred,rejected,old SKU code
PIDINFBUY00001193,2026-02-15,PIDINF001976,PIDOUT002648,PID0032,318,15847.65,blurred,approved,cash bill
PIDINFBUY00001194,2025-11-05,PIDINF003258,PIDOUT002904,PID0008,630,17105.69,ok,rejected,
PIDINFBUY00001195,2024-12-17,PIDINF002294,PIDOUT002916,PID0008,178,6866.85,ok,approved,
PIDINFBUY00001196,2024-11-19,PIDINF001696,PIDOUT005410,PID0017,12,329.29,ok,rework,cash bill
PIDINFBUY00001197,08/22/2025,PIDINF000796,PIDOUT002981,PID0003,169,5022.65,ok,rejected,old SKU code
PIDINFBUY00001198,2025-06-22,PIDINF003104,PIDOUT000685,PID0020,303,16571.40,ok,rework,dealer name mismatch
PIDINFBUY00001199,07/26/2024,PIDINF002102,PIDOUT002978,PID0033,196,4615.82,missing,pending,cash bill
PIDINFBUY00001200,2024-10-15,PIDINF002906,PIDOUT003991,PID0029,365,11346.02,ok,rework,cash bill
PIDINFBUY00001201,10/18/2024,PIDINF000572,PIDOUT001816,PID0010,266,13673.50,manual,approved,
PIDINFBUY00001202,2024-04-15,PIDINF001677,PIDOUT004317,PID0016,57,2165.13,blurred,rejected,dealer name mismatch
PIDINFBUY00001203,02/02/2026,PIDINF002489,PIDOUT005562,PID0016,223,16530.85,missing,approved,dealer name mismatch
PIDINFBUY00001204,2024-04-24,PIDINF003161,PIDOUT001996,PID0003,689,14535.38,manual,approved,cash bill
PIDINFBUY00001205,2025-05-26,PIDINF001474,PIDOUT006566,PID0010,395,10265.31,missing,pending,old SKU code
PIDINFBUY00001206,2025-03-24,PIDINF001519,PIDOUT004250,PID0015,122,5127.54,manual,rejected,cash bill
PIDINFBUY00001207,02/11/2025,PIDINF000641,PIDOUT006252,PID0027,280,10538.11,duplicate,rework,cash bill
PIDINFBUY00001208,02/08/2025,PIDINF002843,PIDOUT004266,PID0015,278,8040.54,blurred,pending,
PIDINFBUY00001209,2025-05-27,PIDINF002173,PIDOUT004274,PID0026,122,4367.81,duplicate,pending,cash bill
PIDINFBUY00001210,2026-01-12,PIDINF003408,PIDOUT003335,PID0008,249,16519.12,manual,rejected,cash bill
PIDINFBUY00001211,2025-02-05,PIDINF002856,PIDOUT004473,PID0002,553,17266.09,ok,rework,old SKU code
PIDINFBUY00001212,2025-02-02,PIDINF000158,PIDOUT006442,PID0009,81,3480.45,blurred,approved,same bill twice
PIDINFBUY00001213,2024-05-15,PIDINF001135,PIDOUT002277,PID0019,30,994.85,blurred,rework,old SKU code
PIDINFBUY00001214,2025-06-21,PIDINF002890,PIDOUT003000,PID0005,392,13764.13,blurred,rejected,
PIDINFBUY00001215,2026-01-26,PIDINF000934,PIDOUT002265,PID0028,344,16110.96,duplicate,approved,cash bill
PIDINFBUY00001216,2025-03-06,PIDINF003500,PIDOUT001597,PID0027,48,3016.29,manual,approved,
PIDINFBUY00001217,2025-12-05,PIDINF000980,PIDOUT000097,PID0014,174,10313.46,duplicate,rework,cash bill
PIDINFBUY00001218,2024-04-27,PIDINF001428,PIDOUT005879,PID0009,80,4501.20,duplicate,rejected,same bill twice
PIDINFBUY00001219,2025-06-10,PIDINF001664,PIDOUT007114,PID0026,153,6151.70,blurred,pending,cash bill
PIDINFBUY00001220,2025-12-29,PIDINF002586,PIDOUT003402,PID0004,152,7129.93,manual,pending,same bill twice
PIDINFBUY00001221,30/09/2024,PIDINF002436,PIDOUT004832,PID0001,69,2954.91,duplicate,pending,same bill twice
PIDINFBUY00001222,12/12/2025,PIDINF002768,PIDOUT005114,PID0013,106,2837.81,blurred,rework,
PIDINFBUY00001223,2026-03-24,PIDINF000178,PIDOUT007797,PID0018,225,15527.49,missing,rejected,dealer name mismatch
PIDINFBUY00001224,2025-05-12,PIDINF001568,PIDOUT000514,PID0003,225,14422.64,blurred,rejected,old SKU code
PIDINFBUY00001225,2024-09-25,PIDINF001947,PIDOUT003630,PID0020,90,6109.60,manual,rework,cash bill
PIDINFBUY00001226,2025-02-26,PIDINF002431,PIDOUT008844,PID0018,110,6787.12,ok,approved,cash bill
PIDINFBUY00001227,2024-07-12,PIDINF002598,PIDOUT001385,PID0031,236,14877.69,duplicate,pending,dealer name mismatch
PIDINFBUY00001228,2025-06-20,PIDINF002548,PIDOUT006540,PID0006,241,15492.62,blurred,pending,cash bill
PIDINFBUY00001229,2025-05-08,PIDINF001505,PIDOUT000175,PID0005,218,14737.18,manual,rework,
PIDINFBUY00001230,2024-11-21,PIDINF000023,PIDOUT000649,PID0012,13,530.94,manual,approved,cash bill
PIDINFBUY00001231,2024-11-23,PIDINF002369,PIDOUT000918,PID0022,349,14859.86,duplicate,pending,dealer name mismatch
PIDINFBUY00001232,2025-10-14,PIDINF003190,PIDOUT007100,PID0032,212,11687.81,missing,rework,cash bill
PIDINFBUY00001233,18/03/2026,PIDINF002217,PIDOUT006186,PID0032,88,4496.72,missing,pending,same bill twice
PIDINFBUY00001234,17/01/2026,PIDINF002166,PIDOUT007343,PID0025,112,4488.98,blurred,approved,same bill twice
PIDINFBUY00001235,2025-03-27,PIDINF001800,PIDOUT002610,PID0012,97,5066.69,duplicate,approved,dealer name mismatch
PIDINFBUY00001236,09/01/2026,PIDINF002098,PIDOUT000786,PID0009,219,10178.68,missing,approved,dealer name mismatch
PIDINFBUY00001237,2026-01-08,PIDINF001085,PIDOUT003374,PID0004,213,11558.36,duplicate,rejected,
PIDINFBUY00001238,2024-08-02,PIDINF000822,PIDOUT002166,PID0023,19,821.57,duplicate,pending,same bill twice
PIDINFBUY00001239,2025-05-30,PIDINF002404,PIDOUT004554,PID0025,216,11892.35,blurred,pending,old SKU code
PIDINFBUY00001240,2024-11-06,PIDINF000704,PIDOUT008149,PID0017,167,12102.90,duplicate,rework,dealer name mismatch
PIDINFBUY00001241,2025-08-02,PIDINF001947,PIDOUT003630,PID0001,598,15721.59,manual,rejected,old SKU code
PIDINFBUY00001242,2024-04-29,PIDINF000052,PIDOUT001323,PID0013,197,12454.50,duplicate,approved,dealer name mismatch
PIDINFBUY00001243,2025-10-13,PIDINF002828,PIDOUT003054,PID0006,656,13461.36,missing,pending,
PIDINFBUY00001244,2025-06-22,PIDINF002695,PIDOUT002462,PID0018,228,15948.04,blurred,rejected,old SKU code
PIDINFBUY00001245,2026-01-17,PIDINF001869,PIDOUT003475,PID0012,232,9413.91,duplicate,rework,old SKU code
PIDINFBUY00001246,2024-08-25,PIDINF003174,PIDOUT000207,PID0027,181,4291.95,ok,rework,old SKU code
PIDINFBUY00001247,2024-11-11,PIDINF001579,PIDOUT005616,PID0025,127,8387.96,manual,rejected,
PIDINFBUY00001248,2026-02-13,PIDINF000838,PIDOUT002826,PID0008,94,6058.96,ok,approved,cash bill
PIDINFBUY00001249,2024-10-17,PIDINF001041,PIDOUT004076,PID0025,237,8822.16,ok,rework,cash bill
PIDINFBUY00001250,2025-01-30,PIDINF000531,PIDOUT001367,PID0028,514,15822.07,duplicate,pending,cash bill
PIDINFBUY00001251,2025-12-04,PIDINF001814,PIDOUT000837,PID0008,163,3338.63,ok,rejected,same bill twice
PIDINFBUY00001252,04/24/2025,PIDINF002669,PIDOUT006770,PID0027,34,2350.16,duplicate,pending,dealer name mismatch
PIDINFBUY00001253,2024-09-18,PIDINF001670,PIDOUT000655,PID0018,15,541.81,ok,approved,same bill twice
PIDINFBUY00001254,2024-09-02,PIDINF000480,PIDOUT008218,PID0027,254,15288.14,missing,rejected,cash bill
PIDINFBUY00001255,2024-08-10,PIDINF000857,PIDOUT001158,PID0019,510,17198.86,missing,pending,
PIDINFBUY00001256,19/08/2025,PIDINF003423,PIDOUT002752,PID0033,477,11165.18,blurred,pending,same bill twice
PIDINFBUY00001257,2026-03-04,PIDINF000452,PIDOUT005991,PID0016,13,947.02,ok,rework,same bill twice
PIDINFBUY00001258,2025-11-19,PIDINF002184,PIDOUT003433,PID0021,253,17645.01,ok,pending,cash bill
PIDINFBUY00001259,2025-02-11,PIDINF003402,PIDOUT006246,PID0010,294,12598.24,missing,rework,same bill twice
PIDINFBUY00001260,2025-03-25,PIDINF001068,PIDOUT006251,PID0028,44,2636.95,ok,approved,old SKU code
PIDINFBUY00001261,2024-04-06,PIDINF001547,PIDOUT005689,PID0010,366,10629.27,ok,pending,old SKU code
PIDINFBUY00001262,2024-04-11,PIDINF000759,PIDOUT000384,PID0016,113,8327.92,ok,rework,dealer name mismatch
PIDINFBUY00001263,2025-07-13,PIDINF002831,PIDOUT000918,PID0032,71,1455.43,manual,rejected,cash bill
PIDINFBUY00001264,2024-07-20,PIDINF001038,PIDOUT007493,PID0013,40,1223.86,duplicate,pending,
PIDINFBUY00001265,19/12/2025,PIDINF001828,PIDOUT002740,PID0004,217,9024.58,manual,approved,same bill twice
PIDINFBUY00001266,07/10/2025,PIDINF002208,PIDOUT004829,PID0026,77,3308.67,duplicate,pending,cash bill
PIDINFBUY00001267,2024-05-09,PIDINF001211,PIDOUT002713,PID0010,338,14390.17,ok,pending,old SKU code
PIDINFBUY00001268,24-Jan-26,PIDINF003325,PIDOUT001783,PID0018,292,5850.86,duplicate,rework,dealer name mismatch
PIDINFBUY00001269,2025-11-13,PIDINF001558,PIDOUT008461,PID0032,153,7273.94,blurred,approved,
PIDINFBUY00001270,2024-08-17,PIDINF000875,PIDOUT005907,PID0030,312,8814.68,duplicate,approved,old SKU code
PIDINFBUY00001271,2025-02-27,PIDINF000283,PIDOUT008644,PID0008,635,17755.91,ok,rework,same bill twice
PIDINFBUY00001272,2025-04-17,PIDINF001873,PIDOUT006000,PID0010,184,8104.36,missing,rejected,same bill twice
PIDINFBUY00001273,2026-01-25,PIDINF000756,PIDOUT008988,PID0029,228,10694.12,manual,rework,same bill twice
PIDINFBUY00001274,2025-02-25,PIDINF002475,PIDOUT000508,PID0014,325,16400.42,ok,rework,cash bill
PIDINFBUY00001275,2025-02-06,PIDINF003080,PIDOUT000681,PID0027,268,9656.84,duplicate,approved,dealer name mismatch
PIDINFBUY00001276,2024-08-30,PIDINF001144,PIDOUT007302,PID0015,156,10658.66,duplicate,pending,same bill twice
PIDINFBUY00001277,2025-12-17,PIDINF001627,PIDOUT000311,PID0004,346,17390.19,manual,pending,old SKU code
PIDINFBUY00001278,2025-02-20,PIDINF002498,PIDOUT004217,PID0006,151,9757.38,ok,rejected,
PIDINFBUY00001279,2024-06-22,PIDINF003149,PIDOUT001130,PID0032,112,5192.30,manual,approved,dealer name mismatch
PIDINFBUY00001280,2025-04-26,PIDINF003044,PIDOUT004645,PID0009,299,17332.58,blurred,rework,old SKU code
PIDINFBUY00001281,09/02/2026,PIDINF001256,PIDOUT005307,PID0008,235,5740.14,manual,pending,old SKU code
PIDINFBUY00001282,2024-04-02,PIDINF000280,PIDOUT006275,PID0017,154,10840.61,blurred,approved,cash bill
PIDINFBUY00001283,05/20/2025,PIDINF003135,PIDOUT003490,PID0022,270,7039.99,manual,pending,old SKU code
PIDINFBUY00001284,2024-12-15,PIDINF002346,PIDOUT007060,PID0030,526,16028.54,blurred,rework,same bill twice
PIDINFBUY00001285,2024-08-30,PIDINF002467,PIDOUT008732,PID0025,127,9215.32,missing,approved,old SKU code
PIDINFBUY00001286,2025-05-20,PIDINF002851,PIDOUT002446,PID0009,127,4179.55,blurred,pending,dealer name mismatch
PIDINFBUY00001287,28/10/2024,PIDINF002150,PIDOUT000957,PID0004,89,5972.09,blurred,rework,old SKU code
PIDINFBUY00001288,2024-09-06,PIDINF002790,PIDOUT000020,PID0005,84,4910.01,blurred,rejected,
PIDINFBUY00001289,2025-03-23,PIDINF001486,PIDOUT004950,PID0025,127,7745.78,missing,rejected,dealer name mismatch
PIDINFBUY00001290,10/02/2026,PIDINF000563,PIDOUT005878,PID0001,351,10268.15,blurred,rejected,same bill twice
PIDINFBUY00001291,2024-09-01,PIDINF000397,PIDOUT001451,PID0006,29,1303.69,ok,pending,old SKU code
PIDINFBUY00001292,2025-06-20,PIDINF001786,PIDOUT006353,PID0003,161,5841.15,blurred,rejected,same bill twice
PIDINFBUY00001293,2024-07-17,PIDINF002490,PIDOUT003018,PID0026,313,17733.36,missing,pending,old SKU code
PIDINFBUY00001294,2024-10-16,PIDINF003173,PIDOUT007034,PID0022,407,13692.58,missing,pending,cash bill
PIDINFBUY00001295,2025-03-29,PIDINF000486,PIDOUT005439,PID0008,135,7875.10,duplicate,rejected,
PIDINFBUY00001296,2025-04-20,PIDINF003400,PIDOUT008249,PID0021,383,12500.70,duplicate,approved,cash bill
PIDINFBUY00001297,2025-10-15,PIDINF000026,PIDOUT001061,PID0006,505,14873.33,manual,pending,same bill twice
PIDINFBUY00001298,2025-03-31,PIDINF002071,PIDOUT004504,PID0007,249,17916.87,manual,pending,cash bill
PIDINFBUY00001299,11/10/2024,PIDINF002537,PIDOUT001100,PID0019,198,6769.97,duplicate,pending,dealer name mismatch
PIDINFBUY00001300,2024-06-14,PIDINF000880,PIDOUT003427,PID0018,61,2600.60,ok,rework,old SKU code
PIDINFBUY00001301,2025-10-26,PIDINF002028,PIDOUT007989,PID0024,195,11109.01,missing,pending,cash bill
PIDINFBUY00001302,13/04/2024,PIDINF001671,PIDOUT003442,PID0003,243,9189.81,blurred,rework,old SKU code
PIDINFBUY00001303,2026-03-21,PIDINF003116,PIDOUT004260,PID0012,428,16499.71,missing,approved,old SKU code
PIDINFBUY00001304,2024-04-05,PIDINF002180,PIDOUT004053,PID0003,49,3495.37,ok,rejected,dealer name mismatch
PIDINFBUY00001305,2024-12-08,PIDINF001593,PIDOUT004898,PID0001,170,5873.25,manual,approved,same bill twice
PIDINFBUY00001306,2024-05-06,PIDINF000772,PIDOUT005526,PID0031,131,4952.42,blurred,pending,
PIDINFBUY00001307,2026-01-02,PIDINF001283,PIDOUT000593,PID0007,57,2527.07,manual,rejected,
PIDINFBUY00001308,2025-09-21,PIDINF003375,PIDOUT003855,PID0009,188,6162.40,missing,rework,dealer name mismatch
PIDINFBUY00001309,2025-11-16,PIDINF000983,PIDOUT000055,PID0022,293,12773.01,duplicate,approved,old SKU code
PIDINFBUY00001310,2024-08-08,PIDINF002915,PIDOUT002586,PID0018,808,17332.51,duplicate,approved,
PIDINFBUY00001311,2025-03-18,PIDINF000136,PIDOUT006866,PID0030,102,6759.17,blurred,rework,
PIDINFBUY00001312,2025-02-12,PIDINF002646,PIDOUT003447,PID0028,71,3642.75,blurred,pending,same bill twice
PIDINFBUY00001313,2024-11-29,PIDINF002189,PIDOUT000086,PID0015,22,1358.76,duplicate,rejected,dealer name mismatch
PIDINFBUY00001314,06/30/2024,PIDINF003299,PIDOUT002438,PID0030,49,3634.03,duplicate,approved,old SKU code
PIDINFBUY00001315,2025-10-01,PIDINF001547,PIDOUT005689,PID0006,129,7865.41,blurred,rework,
PIDINFBUY00001316,2025-06-14,PIDINF002441,PIDOUT000678,PID0008,229,11513.00,manual,approved,old SKU code
PIDINFBUY00001317,2025-10-10,PIDINF002216,PIDOUT007564,PID0011,249,14905.79,ok,rejected,cash bill
PIDINFBUY00001318,2024-12-22,PIDINF002598,PIDOUT001385,PID0031,26,1972.62,duplicate,pending,
PIDINFBUY00001319,2025-11-22,PIDINF002360,PIDOUT002152,PID0010,480,12764.61,manual,pending,cash bill
PIDINFBUY00001320,2025-03-04,PIDINF001965,PIDOUT005296,PID0008,87,4367.84,blurred,approved,dealer name mismatch
PIDINFBUY00001321,2025-08-14,PIDINF002727,PIDOUT002052,PID0018,73,3700.74,ok,approved,cash bill
PIDINFBUY00001322,2024-05-06,PIDINF003217,PIDOUT006546,PID0010,340,16845.27,blurred,approved,old SKU code
PIDINFBUY00001323,2025-08-17,PIDINF003411,PIDOUT008795,PID0018,11,321.34,missing,rework,
PIDINFBUY00001324,2024-11-29,PIDINF001909,PIDOUT007837,PID0032,169,12575.00,blurred,approved,
PIDINFBUY00001325,2024-06-14,PIDINF002322,PIDOUT002848,PID0018,160,9570.78,ok,rejected,same bill twice
PIDINFBUY00001326,2025-01-28,PIDINF002889,PIDOUT008650,PID0018,259,9824.48,blurred,approved,old SKU code
PIDINFBUY00001327,2025-03-19,PIDINF003466,PIDOUT002800,PID0032,6,277.72,ok,approved,old SKU code
PIDINFBUY00001328,2025-02-15,PIDINF000746,PIDOUT005667,PID0001,370,12688.80,ok,rework,same bill twice
PIDINFBUY00001329,2025-09-03,PIDINF000504,PIDOUT005715,PID0033,703,16062.56,ok,rework,
PIDINFBUY00001330,09/13/2025,PIDINF001305,PIDOUT008849,PID0006,184,6663.22,ok,pending,old SKU code
PIDINFBUY00001331,2026-03-17,PIDINF002487,PIDOUT002230,PID0018,338,12180.39,missing,rework,dealer name mismatch
PIDINFBUY00001332,01/30/2026,PIDINF002551,PIDOUT002849,PID0030,34,1914.73,ok,rework,old SKU code
PIDINFBUY00001333,2025-03-05,PIDINF001885,PIDOUT002845,PID0020,274,16783.09,blurred,approved,cash bill
PIDINFBUY00001334,2026-03-26,PIDINF003373,PIDOUT008751,PID0029,216,9318.19,missing,approved,cash bill
PIDINFBUY00001335,2026-02-26,PIDINF003357,PIDOUT007285,PID0007,417,15443.61,blurred,rework,dealer name mismatch
PIDINFBUY00001336,2024-06-17,PIDINF003080,PIDOUT000681,PID0028,4,337.85,ok,pending,same bill twice
PIDINFBUY00001337,2024-10-21,PIDINF001313,PIDOUT003540,PID0015,414,11375.75,manual,rejected,dealer name mismatch
PIDINFBUY00001338,09-Oct-25,PIDINF001704,PIDOUT002895,PID0025,660,16264.53,duplicate,rejected,
PIDINFBUY00001339,2024-04-14,PIDINF002931,PIDOUT007536,PID0030,26,1976.69,ok,approved,same bill twice
PIDINFBUY00001340,05/10/2025,PIDINF002044,PIDOUT008833,PID0019,156,9311.03,duplicate,rework,old SKU code
PIDINFBUY00001341,2025-05-21,PIDINF000907,PIDOUT008561,PID0020,300,16451.27,duplicate,rejected,dealer name mismatch
PIDINFBUY00001342,2025-05-15,PIDINF002059,PIDOUT007371,PID0021,116,4320.35,duplicate,approved,old SKU code
PIDINFBUY00001343,2024-09-10,PIDINF000152,PIDOUT002339,PID0031,190,12613.47,manual,approved,dealer name mismatch
PIDINFBUY00001344,05/08/2025,PIDINF002823,PIDOUT000758,PID0009,71,4635.98,missing,pending,dealer name mismatch
PIDINFBUY00001345,2024-11-03,PIDINF001641,PIDOUT006162,PID0004,328,16298.67,ok,rework,
PIDINFBUY00001346,2024-12-22,PIDINF000112,PIDOUT002273,PID0016,375,14095.28,missing,rework,old SKU code
PIDINFBUY00001347,2025-10-16,PIDINF001957,PIDOUT004884,PID0026,211,9737.60,missing,approved,dealer name mismatch
PIDINFBUY00001348,2025-05-13,PIDINF001401,PIDOUT000974,PID0023,62,3070.24,blurred,rejected,
PIDINFBUY00001349,2025-04-07,PIDINF002136,PIDOUT006464,PID0017,220,14520.86,duplicate,approved,same bill twice
PIDINFBUY00001350,2025-10-09,PIDINF002182,PIDOUT007730,PID0024,123,8239.91,blurred,approved,same bill twice
PIDINFBUY00001351,2025-08-30,PIDINF001876,PIDOUT002372,PID0028,159,3691.65,missing,rework,old SKU code
PIDINFBUY00001352,2025-08-01,PIDINF002969,PIDOUT006448,PID0020,446,16962.03,manual,approved,cash bill
PIDINFBUY00001353,2025-08-18,PIDINF003246,PIDOUT000491,PID0012,101,2847.03,manual,pending,dealer name mismatch
PIDINFBUY00001354,2024-11-21,PIDINF003199,PIDOUT005535,PID0012,252,15871.59,duplicate,pending,
PIDINFBUY00001355,2024-12-14,PIDINF002824,PIDOUT000488,PID0007,406,15307.86,manual,approved,old SKU code
PIDINFBUY00001356,2025-03-16,PIDINF000982,PIDOUT000943,PID0015,4,219.83,manual,pending,
PIDINFBUY00001357,2025-01-19,PIDINF002264,PIDOUT003608,PID0009,151,8583.79,ok,rework,dealer name mismatch
PIDINFBUY00001358,2025-05-19,PIDINF002515,PIDOUT008808,PID0012,53,3320.11,manual,pending,same bill twice
PIDINFBUY00001359,2024-11-01,PIDINF002635,PIDOUT000311,PID0018,169,9121.83,missing,pending,
PIDINFBUY00001360,2024-09-16,PIDINF002043,PIDOUT000467,PID0017,151,7033.99,blurred,pending,dealer name mismatch
PIDINFBUY00001361,2024-06-23,PIDINF000927,PIDOUT003101,PID0011,147,10821.49,blurred,approved,cash bill
PIDINFBUY00001362,2025-06-16,PIDINF000615,PIDOUT002761,PID0029,99,6876.43,ok,rejected,cash bill
PIDINFBUY00001363,2024-04-22,PIDINF002470,PIDOUT005743,PID0024,246,11328.53,missing,rework,dealer name mismatch
PIDINFBUY00001364,2024-09-25,PIDINF000717,PIDOUT007721,PID0003,396,15052.83,duplicate,approved,cash bill
PIDINFBUY00001365,15/10/2024,PIDINF001948,PIDOUT006118,PID0021,75,4149.04,manual,rejected,same bill twice
PIDINFBUY00001366,2024-04-29,PIDINF000387,PIDOUT006533,PID0009,53,2636.17,ok,pending,dealer name mismatch
