activity_id,activity_date,customer_id,customer_name,activity_type,sales_rep_id,territory,visit_outcome,next_action_date,minutes_spent,lat_long_quality,free_text_note
PIDACT00001767,2024-09-29,PIDOUT000275,New Manoj Chemicals,Beat visit,SR104,TN-East-4,Demo done,,10,manual,new counter opened nearby
PIDACT00001768,2024-10-14,PIDOUT008049,Shree Venkatesh Corporation,Complaint follow-up,SR124,TN-North-3,Order taken,,10,same gps as prior visit,
PIDACT00001769,2024-08-09,PIDOUT002909,Prime Prakash Tyres,Applicator demo,SR081,KA-South-9,Complaint raised,2024-08-25,20,same gps as prior visit,stockist dispute
PIDACT00001770,2024-11-23,PIDOUT008785,New Deepak Mart,PKD audit,SR106,AP-East-1,Complaint raised,2024-12-15,NA,OK,asked scheme support
PIDACT00001771,02/05/2025,PIDDLR000295,Metro Prakash Stores,Complaint follow-up,SR149,TN-South-8,Demo done,,60,OK,shifted to competitor
PIDACT00001772,2025-06-05,PIDOUT006984,Sree Anand Corporation,Beat visit,SR108,AP-South-2,No order,2025-07-19,5,OK,asked scheme support
PIDACT00001773,2025-02-28,PIDOUT006538,Star Anand Sales,Counter meet,SR001,TN-South-1,Owner absent,,20,manual,cash crunch
PIDACT00001774,24/12/2024,PIDOUT002854,City Naveen Hardware,Payment follow-up,SR145,AP-Central-9,Competitor push seen,,20,outside beat,shifted to competitor
PIDACT00001775,07/14/2025,PIDOUT005058,Modern Kavya Hardware,Complaint follow-up,SR037,TS-West-7,Competitor push seen,2025-08-13,15,outside beat,stockist dispute
PIDACT00001776,2025-01-27,PIDOUT006169,New Arun Hardware,Applicator demo,SR082,KA-North-1,Stock checked,,30,OK,cash crunch
PIDACT00001777,2024-09-04,PIDOUT004778,Vijaya Sanjay Hardware,Payment follow-up,SR005,KA-Central-5,Payment follow-up,14/10/2024,20,same gps as prior visit,
PIDACT00001778,16-Oct-24,PIDOUT007129,Mahalakshmi Suresh Hardware,PKD audit,SR052,TS-Central-3,Demo done,17/11/2024,45,OK,stockist dispute
PIDACT00001779,2025-11-13,PIDOUT001091,Prime Lokesh Hardware,Counter meet,SR103,TS-East-1,Competitor push seen,,5,outside beat,secondary sale low
PIDACT00001780,2024-10-23,PIDOUT003136,New Irfan Mart,PKD audit,SR103,AP-East-1,Stock checked,11/13/2024,30,missing,new counter opened nearby
PIDACT00001781,2025-10-17,PIDOUT003694,Shree Hari Corporation,Counter meet,SR094,KA-East-7,Demo done,2025-11-30,NA,outside beat,cash crunch
PIDACT00001782,2024-08-08,PIDOUT000376,City Suresh Hardware,Counter meet,SR147,TN-South-5,Complaint raised,2024-09-09,10,missing,shifted to competitor
PIDACT00001783,2024-10-30,PIDOUT003987,Metro Karthik Mart,PKD audit,SR044,AP-North-1,Owner absent,,30,same gps as prior visit,cash crunch
PIDACT00001784,2025-01-07,PIDDLR000288,United Deepak Distributors,PKD audit,SR150,KA-West-5,Competitor push seen,2025-02-06,15,outside beat,cash crunch
PIDACT00001785,2025-11-24,PIDOUT001648,Sri Bala Hardware,PKD audit,SR032,AP-North-7,No order,2026-01-03,60,same gps as prior visit,
PIDACT00001786,2026-02-24,PIDOUT004743,National Manoj Depot,Complaint follow-up,SR045,TN-East-7,Complaint raised,2026-03-11,5,manual,secondary sale low
PIDACT00001787,2024-06-10,PIDOUT004893,Ganesh Arun Agencies,Beat visit,SR088,KL-North-2,Competitor push seen,,30,outside beat,
PIDACT00001788,2025-03-02,PIDOUT003702,Lucky Lokesh Agro,Complaint follow-up,SR146,TS-South-7,Order taken,14/04/2025,60,outside beat,shifted to competitor
PIDACT00001789,16-May-25,PIDDLR000573,National Sowmya Depot,Payment follow-up,SR023,KA-South-9,Order taken,2025-06-07,5,same gps as prior visit,asked scheme support
PIDACT00001790,2024-11-08,PIDOUT007507,Prime Anand Paints,Complaint follow-up,SR067,TN-Central-8,Order taken,2024-11-19,20,outside beat,asked scheme support
PIDACT00001791,2025-01-09,PIDDLR000413,Royal Lokesh Distributors,Applicator demo,SR099,TN-Central-3,Owner absent,2025-02-02,30,missing,shifted to competitor
PIDACT00001792,2026-02-03,PIDDLR000678,Balaji Meena Associates,PKD audit,SR088,TS-North-2,Owner absent,2026-03-04,30,outside beat,secondary sale low
PIDACT00001793,2024-09-28,PIDOUT008627,Modern Kavya Agro,Beat visit,SR003,TN-West-7,Competitor push seen,2024-11-01,15,outside beat,asked scheme support
PIDACT00001794,2024-06-18,PIDOUT001396,Sree Arun Depot,Beat visit,SR141,KA-East-5,Complaint raised,2024-08-01,30,same gps as prior visit,asked scheme support
PIDACT00001795,2024-07-20,PIDOUT004957,United Hari Tyres,Applicator demo,SR128,KA-South-3,Owner absent,2024-07-27,60,missing,asked scheme support
PIDACT00001796,2024-12-30,PIDDLR000548,Sree Naveen Chemicals,Applicator demo,SR039,PY-Central-7,No order,,60,missing,new counter opened nearby
PIDACT00001797,2025-04-03,PIDOUT006683,United Deepak Hardware,Beat visit,SR031,AP-North-6,No order,2025-04-21,45,missing,new counter opened nearby
PIDACT00001798,2025-04-23,PIDOUT001582,Shree Meena Hardware,PKD audit,SR033,KA-South-1,Payment follow-up,2025-06-06,45,outside beat,
PIDACT00001799,2024-09-12,PIDOUT002533,Ganesh Naveen Stores,Payment follow-up,SR104,TN-South-1,Stock checked,2024-10-02,30,OK,shifted to competitor
PIDACT00001800,2025-01-21,PIDOUT003345,New Geetha Agencies,Complaint follow-up,SR091,AP-East-5,Order taken,2025-02-08,20,OK,
PIDACT00001801,2024-10-01,PIDOUT005888,New Senthil Associates,PKD audit,SR107,KA-West-2,Demo done,2024-10-06,60,OK,
PIDACT00001802,2025-09-05,PIDOUT008399,National Venkatesh Tyres,Counter meet,SR069,KA-East-6,No order,2025-10-09,10,same gps as prior visit,shifted to competitor
PIDACT00001803,2025-10-21,PIDOUT000342,New Chandra Hardware,Payment follow-up,SR080,KA-West-4,Payment follow-up,2025-11-02,15,outside beat,new counter opened nearby
PIDACT00001804,10/07/2025,PIDOUT005462,Sri Geetha Agencies,Payment follow-up,SR037,KL-East-8,Competitor push seen,2025-11-05,15,same gps as prior visit,new counter opened nearby
PIDACT00001805,2025-05-06,PIDOUT005389,Sri Lokesh Hardware,Counter meet,SR055,KA-Central-8,Complaint raised,2025-06-11,10,OK,shifted to competitor
PIDACT00001806,2024-04-08,PIDDLR000774,National Farida Distributors,Beat visit,SR113,AP-East-9,Owner absent,2024-05-03,30,same gps as prior visit,asked scheme support
PIDACT00001807,2025-04-28,PIDDLR000201,Modern Manoj Distributors,Counter meet,SR051,TN-North-1,Demo done,2025-05-15,20,manual,cash crunch
PIDACT00001808,2024-08-20,PIDOUT003978,Vijaya Venkatesh Hardware,Counter meet,SR053,TS-North-4,Stock checked,2024-09-20,10,outside beat,secondary sale low
PIDACT00001809,2025-07-28,PIDOUT006372,Sri Venkatesh Hardware,PKD audit,SR110,AP-North-1,No order,2025-08-23,30,missing,shifted to competitor
PIDACT00001810,2026-01-15,PIDOUT007455,BALAJI RAFIQ ASSOCIATES,PKD audit,SR081,KA-Central-8,Owner absent,,NA,outside beat,
PIDACT00001811,2025-02-21,PIDOUT000462,Murugan Geetha Hardware,PKD audit,SR044,AP-Central-5,No order,2025-03-28,60,missing,secondary sale low
PIDACT00001812,2025-03-27,PIDOUT005445,Lucky Jagan Fertilisers,Beat visit,SR079,TN-East-1,Demo done,,15,OK,cash crunch
PIDACT00001813,31/10/2025,PIDOUT001108,Sri Irfan Sales,Counter meet,SR030,KA-West-6,Order taken,2025-11-30,10,outside beat,stockist dispute
PIDACT00001814,05-Dec-25,PIDOUT007100,City Sanjay Mart,Applicator demo,SR115,AP-East-2,Owner absent,2026-01-01,10,OK,
PIDACT00001815,2024-05-07,PIDOUT001346,Lucky Yusuf Corporation,Counter meet,SR005,AP-South-4,No order,20-Jun-24,30,outside beat,stockist dispute
PIDACT00001816,2024-08-11,PIDOUT004152,KAVERI GANESH HARDWARE,Beat visit,SR042,TN-West-9,No order,2024-08-18,60,OK,stockist dispute
PIDACT00001817,10-Dec-25,PIDOUT000651,Modern Irfan Hardware,Applicator demo,SR051,TS-North-5,Complaint raised,2025-12-20,NA,missing,new counter opened nearby
PIDACT00001818,2024-09-24,PIDOUT002330,Star Sowmya Paints,Applicator demo,SR127,TS-North-7,Stock checked,,5,outside beat,cash crunch
PIDACT00001819,2025-01-02,PIDOUT000598,Murugan Farida Hardware,Complaint follow-up,SR149,TN-Central-8,Complaint raised,,15,same gps as prior visit,secondary sale low
PIDACT00001820,2025-09-23,PIDOUT004013,Sree Manoj Sales,Counter meet,SR148,TS-North-2,Demo done,,60,manual,cash crunch
PIDACT00001821,2025-02-28,PIDOUT008791,Modern Arun Hardware,Applicator demo,SR111,AP-South-4,Owner absent,,10,OK,asked scheme support
PIDACT00001822,29/01/2026,PIDOUT000495,Metro Sowmya Hardware,Applicator demo,SR015,KL-West-6,Complaint raised,2026-02-05,5,same gps as prior visit,secondary sale low
PIDACT00001823,2025-02-26,PIDDLR001080,KAVERI SENTHIL PAINTS,Beat visit,SR054,TN-North-4,Competitor push seen,15/03/2025,10,missing,new counter opened nearby
PIDACT00001824,2024-09-10,PIDOUT000108,Shree Revathi Corporation,Beat visit,SR040,KA-South-8,Complaint raised,,5,missing,secondary sale low
PIDACT00001825,2025-10-26,PIDOUT003300,Sri Deepak Services,PKD audit,SR032,KA-East-3,Owner absent,08-Dec-25,30,manual,
PIDACT00001826,05/17/2025,PIDOUT004704,United Lakshmi Hardware,PKD audit,SR008,TN-West-8,Order taken,2025-06-26,20,manual,cash crunch
PIDACT00001827,04/03/2025,PIDDLR000270,New Bala Associates,Beat visit,SR137,KL-Central-4,Owner absent,2025-04-04,20,OK,secondary sale low
PIDACT00001828,2024-08-08,PIDDLR000239,Modern Suresh Corporation,Applicator demo,SR063,KA-North-3,Complaint raised,2024-09-14,5,missing,new counter opened nearby
PIDACT00001829,2025-08-11,PIDOUT005172,Murugan Venkatesh Hardware,Payment follow-up,SR118,KL-South-3,Owner absent,08/22/2025,15,manual,new counter opened nearby
PIDACT00001830,2025-10-14,PIDOUT008974,National Priya Hardware,Counter meet,SR113,AP-North-9,Stock checked,10/22/2025,20,missing,stockist dispute
PIDACT00001831,2026-03-08,PIDOUT003303,Kaveri Priya Traders,Beat visit,SR016,TS-North-8,Complaint raised,,15,missing,asked scheme support
PIDACT00001832,2026-01-02,PIDOUT005588,Modern Lokesh Hardware,Beat visit,SR015,TN-North-4,Order taken,01/21/2026,5,missing,shifted to competitor
PIDACT00001833,2025-09-05,PIDOUT001729,Metro Senthil Hardware,Complaint follow-up,SR048,TN-North-8,Order taken,2025-10-11,NA,missing,stockist dispute
PIDACT00001834,2024-05-12,PIDOUT003354,National Lokesh Agencies,Complaint follow-up,SR037,TN-South-2,Payment follow-up,2024-06-20,15,same gps as prior visit,
PIDACT00001835,2026-03-06,PIDOUT007117,Prime Arun Services,Payment follow-up,SR015,KA-Central-8,Complaint raised,,15,OK,shifted to competitor
PIDACT00001836,2024-12-30,PIDOUT004140,Lucky Karthik Hardware,Beat visit,SR111,AP-West-8,Stock checked,2025-02-09,20,outside beat,shifted to competitor
PIDACT00001837,2024-05-13,PIDOUT002318,Vijaya Suresh Mart & Co,Applicator demo,SR137,KL-West-1,Payment follow-up,2024-05-18,20,missing,stockist dispute
PIDACT00001838,2024-07-17,PIDOUT008570,Sri Priya Hardware,Counter meet,SR049,AP-Central-8,Order taken,,20,missing,secondary sale low
PIDACT00001839,2026-01-18,PIDOUT007200,Mahalakshmi Ganesh Chemicals,Complaint follow-up,SR102,AP-West-8,No order,,15,outside beat,stockist dispute
PIDACT00001840,02/05/2026,PIDOUT002429,Sree Sowmya Fertilisers,Beat visit,SR065,KA-South-7,Demo done,2026-03-08,60,OK,new counter opened nearby
PIDACT00001841,2024-11-19,PIDOUT002699,Balaji Manoj Chemicals,Payment follow-up,SR052,TN-East-8,Order taken,2024-12-24,10,OK,shifted to competitor
PIDACT00001842,2026-03-28,PIDOUT003787,City Anand Stores,PKD audit,SR029,KL-Central-4,Payment follow-up,,45,outside beat,secondary sale low
PIDACT00001843,20/08/2024,PIDOUT002649,Sree Suresh Hardware,Counter meet,SR078,AP-East-1,Order taken,,10,OK,cash crunch
PIDACT00001844,29/03/2025,PIDDLR000030,Star Sanjay Stores,PKD audit,SR139,KL-South-6,Complaint raised,2025-04-19,15,OK,secondary sale low
PIDACT00001845,2024-06-06,PIDOUT001952,Prime Kavya Associates,Applicator demo,SR145,KA-South-2,Owner absent,2024-06-29,60,same gps as prior visit,
PIDACT00001846,22-Aug-25,PIDOUT003802,Prime Anand Agro,Payment follow-up,SR028,KA-East-1,Order taken,2025-10-03,10,manual,
PIDACT00001847,29-May-25,PIDOUT001965,Star Bala Hardware,Complaint follow-up,SR118,KA-North-7,No order,17-Jun-25,30,missing,cash crunch
PIDACT00001848,29/05/2025,PIDDLR000869,Metro Karthik Mart,Beat visit,SR029,KL-West-5,Demo done,,20,same gps as prior visit,asked scheme support
PIDACT00001849,2024-10-15,PIDOUT001843,Kaveri Venkatesh Depot,Counter meet,SR073,KL-South-2,Payment follow-up,23-Nov-24,15,outside beat,
PIDACT00001850,2024-05-04,PIDDLR000294,United Geetha Agro,PKD audit,SR102,KA-South-6,Order taken,2024-06-13,5,missing,cash crunch
PIDACT00001851,2024-05-20,PIDOUT001234,United Sanjay Hardware,Counter meet,SR072,TN-Central-6,Complaint raised,2024-06-19,5,manual,stockist dispute
PIDACT00001852,2026-01-14,PIDDLR000123,Mahalakshmi Geetha Distributors Pvt,Complaint follow-up,SR050,AP-West-6,Order taken,2026-01-18,45,missing,new counter opened nearby
PIDACT00001853,11/14/2024,PIDOUT005649,Sree Arun Fertilisers,Applicator demo,SR109,KA-Central-1,Payment follow-up,2024-12-16,30,missing,cash crunch
PIDACT00001854,2025-10-04,PIDOUT003483,United Bala Hardware,Payment follow-up,SR124,AP-South-6,No order,30/10/2025,NA,manual,new counter opened nearby
PIDACT00001855,31/01/2025,PIDOUT001249,Kaveri Meena Hardware & Co,Counter meet,SR099,TN-East-6,Payment follow-up,,10,OK,new counter opened nearby
PIDACT00001856,2024-11-08,PIDOUT001739,Lucky Farida Hardware,Beat visit,SR084,TN-North-5,Stock checked,,30,OK,cash crunch
PIDACT00001857,2025-04-17,PIDOUT004093,Sree Meena Stores,Applicator demo,SR122,AP-Central-1,Demo done,2025-05-31,60,same gps as prior visit,cash crunch
PIDACT00001858,2026-02-11,PIDOUT007472,Royal Farida Hardware,PKD audit,SR066,KL-North-1,Owner absent,,5,manual,stockist dispute
PIDACT00001859,2025-03-05,PIDOUT007335,Modern Lakshmi Hardware,PKD audit,SR010,TS-West-6,No order,2025-03-12,15,same gps as prior visit,cash crunch
PIDACT00001860,2024-07-24,PIDOUT002430,Royal Farida Paints,Payment follow-up,SR087,TS-North-8,Owner absent,2024-08-10,5,outside beat,cash crunch
PIDACT00001861,2026-03-28,PIDOUT006557,Ganesh Deepak Tyres,PKD audit,SR128,AP-North-7,Payment follow-up,2026-04-10,15,same gps as prior visit,asked scheme support
PIDACT00001862,12/09/2025,PIDOUT003477,Mahalakshmi Yusuf Services Ltd,Complaint follow-up,SR135,AP-Central-7,Stock checked,,30,same gps as prior visit,new counter opened nearby
PIDACT00001863,07/09/2024,PIDDLR000598,Ganesh Chandra Paints & Co,PKD audit,SR009,AP-East-4,Order taken,,30,outside beat,shifted to competitor
PIDACT00001864,10-Jan-26,PIDOUT007637,Sree Arun Mart,Complaint follow-up,SR113,KA-South-6,Demo done,,30,outside beat,shifted to competitor
PIDACT00001865,2024-10-20,PIDOUT003986,City Geetha Associates,Applicator demo,SR129,TN-East-2,Competitor push seen,,NA,OK,secondary sale low
PIDACT00001866,29-Jun-24,PIDOUT006954,Mahalakshmi Deepak Hardware,Counter meet,SR021,TN-South-9,Competitor push seen,2024-08-09,NA,outside beat,asked scheme support
PIDACT00001867,2025-02-09,PIDOUT004007,New Naveen Distributors,PKD audit,SR037,AP-West-9,Competitor push seen,06/03/2025,10,manual,
PIDACT00001868,2024-06-08,PIDOUT000687,Balaji Geetha Corporation,Complaint follow-up,SR077,TS-North-7,Demo done,2024-06-13,5,outside beat,asked scheme support
PIDACT00001869,2025-05-29,PIDOUT002846,Murugan Ganesh Corporation,Payment follow-up,SR123,TN-North-5,Complaint raised,06/05/2025,45,same gps as prior visit,shifted to competitor
PIDACT00001870,2024-06-18,PIDOUT005716,Balaji Lakshmi Agencies,PKD audit,SR079,TN-East-1,Stock checked,,NA,missing,
PIDACT00001871,2024-06-17,PIDOUT004632,United Rafiq Hardware,Beat visit,SR005,TS-West-7,Stock checked,2024-07-24,15,OK,shifted to competitor
PIDACT00001872,2025-02-17,PIDOUT002059,Murugan Yusuf Hardware,Beat visit,SR054,AP-North-5,Competitor push seen,2025-03-02,45,outside beat,secondary sale low
PIDACT00001873,2024-07-14,PIDOUT008438,Mahalakshmi Chandra Traders,Beat visit,SR007,TS-South-4,No order,2024-08-13,20,same gps as prior visit,stockist dispute
PIDACT00001874,2025-09-01,PIDOUT004386,Vijaya Jagan Stores,Counter meet,SR079,AP-Central-7,Order taken,2025-09-04,20,same gps as prior visit,asked scheme support
PIDACT00001875,2026-02-04,PIDOUT004341,Kaveri Farida Fertilisers,Counter meet,SR111,TN-East-4,Payment follow-up,2026-03-10,5,same gps as prior visit,
PIDACT00001876,2024-08-02,PIDOUT001101,Sri Bala Hardware,PKD audit,SR016,KL-East-6,Complaint raised,2024-09-12,30,same gps as prior visit,shifted to competitor
PIDACT00001877,2024-10-28,PIDOUT002536,Shree Venkatesh Mart,Complaint follow-up,SR088,KL-Central-3,Payment follow-up,,15,outside beat,
PIDACT00001878,2025-02-25,PIDOUT002436,Modern Lakshmi Hardware,PKD audit,SR009,TN-East-2,No order,,60,same gps as prior visit,cash crunch
PIDACT00001879,2026-02-20,PIDOUT006566,SHREE GEETHA HARDWARE,Counter meet,SR106,TN-North-3,Demo done,,15,missing,asked scheme support
PIDACT00001880,2024-11-04,PIDOUT001202,Murugan Hari Hardware,Beat visit,SR038,TN-West-7,Payment follow-up,,20,same gps as prior visit,stockist dispute
PIDACT00001881,2024-09-17,PIDDLR000655,Kaveri Sanjay Hardware,Counter meet,SR006,KA-West-5,Demo done,2024-10-17,30,same gps as prior visit,
PIDACT00001882,06/02/2025,PIDOUT004260,Star Deepak Enterprises,Counter meet,SR020,KA-Central-5,Complaint raised,,60,outside beat,asked scheme support
PIDACT00001883,06/11/2024,PIDOUT001487,BALAJI BALA ASSOCIATES,Payment follow-up,SR002,KA-North-7,Payment follow-up,,60,outside beat,secondary sale low
PIDACT00001884,2025-04-08,PIDOUT003251,SRI NAVEEN ASSOCIATES,Beat visit,SR065,KL-West-2,Payment follow-up,2025-04-20,15,missing,stockist dispute
PIDACT00001885,2024-06-02,PIDDLR000133,Lucky Irfan Hardware,PKD audit,SR049,TN-West-4,Payment follow-up,2024-07-04,10,manual,asked scheme support
PIDACT00001886,2025-08-05,PIDOUT000739,Royal Meena Hardware,Applicator demo,SR063,TN-East-5,Owner absent,,45,missing,new counter opened nearby
PIDACT00001887,2026-02-20,PIDOUT007544,Ganesh Kavya Hardware,Payment follow-up,SR060,AP-Central-7,Payment follow-up,2026-03-31,30,missing,
PIDACT00001888,11/22/2025,PIDOUT001752,Balaji Priya Hardware,Payment follow-up,SR045,AP-North-5,Demo done,2025-12-18,10,manual,shifted to competitor
PIDACT00001889,07/09/2024,PIDOUT004959,Balaji Hari Paints,Counter meet,SR081,KA-North-4,Stock checked,2024-08-09,60,OK,secondary sale low
PIDACT00001890,2025-06-08,PIDDLR000753,Ganesh Yusuf Hardware,PKD audit,SR082,AP-Central-9,Order taken,2025-07-04,20,missing,stockist dispute
PIDACT00001891,2024-07-24,PIDOUT008461,Sree Geetha Depot,Applicator demo,SR095,AP-South-9,No order,2024-08-02,5,OK,
PIDACT00001892,2025-10-19,PIDOUT007271,Prime Arun Hardware,Applicator demo,SR090,TS-West-8,Payment follow-up,2025-11-19,20,outside beat,stockist dispute
PIDACT00001893,02-Jul-25,PIDOUT008356,Mahalakshmi Ganesh Associates,Complaint follow-up,SR032,AP-South-1,Complaint raised,09/07/2025,5,missing,shifted to competitor
PIDACT00001894,2026-02-02,PIDOUT002605,United Priya Hardware,Counter meet,SR018,TS-East-1,Stock checked,2026-03-12,45,outside beat,shifted to competitor
PIDACT00001895,31/05/2025,PIDOUT003866,Murugan Lokesh Agencies,Counter meet,SR078,KL-South-7,No order,2025-07-01,5,missing,stockist dispute
PIDACT00001896,2024-07-14,PIDOUT001806,Mahalakshmi Sanjay Mart,Counter meet,SR088,AP-South-1,Payment follow-up,,20,manual,asked scheme support
PIDACT00001897,2024-06-25,PIDOUT008641,Balaji Naveen Hardware,Complaint follow-up,SR091,KA-West-4,Owner absent,2024-07-13,30,outside beat,asked scheme support
PIDACT00001898,2024-06-07,PIDOUT006747,Mahalakshmi Arun Hardware,Beat visit,SR109,TS-North-1,Demo done,2024-06-16,5,missing,asked scheme support
PIDACT00001899,15/07/2024,PIDOUT008613,Royal Kavya Hardware,Applicator demo,SR075,PY-West-6,Competitor push seen,,20,same gps as prior visit,stockist dispute
PIDACT00001900,2024-12-16,PIDOUT004850,Balaji Naveen Chemicals,Counter meet,SR121,KA-West-3,Stock checked,2025-01-25,5,missing,secondary sale low
PIDACT00001901,2025-11-13,PIDOUT003523,Vijaya Farida Hardware,Complaint follow-up,SR137,TN-North-7,Competitor push seen,2025-11-29,60,manual,cash crunch
PIDACT00001902,2025-07-30,PIDOUT007961,Sri Hari Hardware,Beat visit,SR053,KL-North-5,Competitor push seen,12-Aug-25,60,outside beat,shifted to competitor
PIDACT00001903,2026-01-22,PIDOUT008090,Ganesh Lokesh Agro,PKD audit,SR086,AP-North-6,Owner absent,08/03/2026,60,outside beat,cash crunch
PIDACT00001904,2024-06-18,PIDOUT005375,Prime Arun Fertilisers,Counter meet,SR103,KA-Central-5,No order,2024-07-13,45,outside beat,stockist dispute
PIDACT00001905,2024-11-19,PIDOUT001087,Modern Kavya Stores,Applicator demo,SR066,KL-South-2,Payment follow-up,2024-12-21,15,OK,asked scheme support
PIDACT00001906,05/22/2024,PIDOUT004732,BALAJI SENTHIL CORPORATION,Counter meet,SR063,AP-North-5,Stock checked,2024-06-15,45,outside beat,cash crunch
PIDACT00001907,2024-12-29,PIDDLR000477,Shri Kavya Paints,Payment follow-up,SR046,TN-South-5,Complaint raised,,30,OK,new counter opened nearby
PIDACT00001908,20/03/2025,PIDOUT000441,Sree Deepak Associates,Beat visit,SR059,KA-Central-9,Owner absent,2025-03-23,15,missing,stockist dispute
PIDACT00001909,2025-08-02,PIDOUT004325,United Suresh Depot,Counter meet,SR114,KA-Central-9,Demo done,,10,OK,secondary sale low
PIDACT00001910,2024-04-12,PIDOUT002096,National Kavya Paints,Applicator demo,SR081,TS-South-5,No order,2024-04-16,30,outside beat,
PIDACT00001911,2025-02-19,PIDOUT006818,Balaji Irfan Tyres,Beat visit,SR012,TS-South-9,Demo done,2025-03-28,NA,manual,new counter opened nearby
PIDACT00001912,2025-05-14,PIDOUT007748,New Farida Hardware Main,Complaint follow-up,SR067,KA-East-6,Demo done,2025-06-24,60,manual,new counter opened nearby
PIDACT00001913,2026-02-01,PIDOUT001977,Mahalakshmi Lokesh Hardware,Complaint follow-up,SR069,PY-South-7,Competitor push seen,02/06/2026,60,same gps as prior visit,secondary sale low
PIDACT00001914,2025-05-08,PIDDLR000981,Kaveri Senthil Distributors,Beat visit,SR100,AP-East-5,Demo done,15/05/2025,20,outside beat,shifted to competitor
PIDACT00001915,2025-01-31,PIDOUT004579,Metro Anand Associates,Applicator demo,SR067,TN-South-3,Owner absent,2025-02-26,45,OK,cash crunch
PIDACT00001916,2024-12-03,PIDOUT003534,Prime Senthil Corporation,Applicator demo,SR022,KA-North-5,Owner absent,2024-12-12,10,manual,asked scheme support
PIDACT00001917,2025-01-10,PIDOUT006050,City Bala Hardware,Complaint follow-up,SR066,KA-South-7,Stock checked,2025-01-18,20,same gps as prior visit,asked scheme support
PIDACT00001918,03/27/2026,PIDOUT006628,Balaji Venkatesh Mart,Complaint follow-up,SR067,KA-North-2,Competitor push seen,2026-04-20,45,manual,
PIDACT00001919,27-Jul-24,PIDOUT003372,Vijaya Lakshmi Paints,Payment follow-up,SR119,KA-West-9,Demo done,2024-07-30,5,same gps as prior visit,new counter opened nearby
PIDACT00001920,2026-02-08,PIDOUT006846,Vijaya Anand Hardware,Complaint follow-up,SR125,TN-East-1,Demo done,2026-02-21,10,same gps as prior visit,cash crunch
PIDACT00001921,2025-09-09,PIDOUT003682,Royal Meena Hardware,Beat visit,SR138,TN-North-2,Competitor push seen,2025-09-14,10,missing,cash crunch
PIDACT00001922,08/10/2024,PIDOUT007499,Ganesh Manoj Depot,PKD audit,SR018,TS-East-9,Stock checked,,60,manual,secondary sale low
PIDACT00001923,14/09/2025,PIDOUT004103,BALAJI REVATHI MART,Beat visit,SR005,TS-South-5,No order,02-Oct-25,15,OK,asked scheme support
PIDACT00001924,18/04/2025,PIDOUT002243,Sree Naveen Tyres,Applicator demo,SR081,KA-South-7,Payment follow-up,2025-05-05,15,missing,stockist dispute
PIDACT00001925,2025-05-05,PIDOUT006501,Mahalakshmi Kavya Agro,PKD audit,SR104,TN-East-7,Competitor push seen,2025-06-15,10,outside beat,
PIDACT00001926,01/09/2024,PIDOUT004276,Lucky Irfan Agro,Applicator demo,SR051,KL-Central-8,Competitor push seen,09/25/2024,45,missing,secondary sale low
PIDACT00001927,2025-05-17,PIDDLR000770,Murugan Lakshmi Distributors,Counter meet,SR118,AP-East-1,No order,2025-06-26,45,manual,shifted to competitor
PIDACT00001928,2025-11-14,PIDOUT008957,New Irfan Corporation,PKD audit,SR096,KA-South-3,Payment follow-up,,NA,OK,stockist dispute
PIDACT00001929,08/14/2025,PIDOUT004001,Metro Bala Tyres,Counter meet,SR044,TS-West-7,Competitor push seen,,15,OK,asked scheme support
PIDACT00001930,2024-10-18,PIDOUT008474,Prime Sowmya Hardware,Complaint follow-up,SR045,TS-East-3,Competitor push seen,,10,missing,shifted to competitor
PIDACT00001931,2026-02-15,PIDDLR000199,Mahalakshmi Irfan Chemicals,Complaint follow-up,SR132,KA-South-2,Demo done,11/03/2026,20,OK,cash crunch
PIDACT00001932,07/20/2024,PIDOUT000805,National Sanjay Stores,Applicator demo,SR032,TS-South-6,Competitor push seen,07/25/2024,20,same gps as prior visit,stockist dispute
PIDACT00001933,08-Aug-24,PIDOUT000084,Sri Prakash Hardware,PKD audit,SR025,PY-East-4,Complaint raised,2024-09-07,60,same gps as prior visit,shifted to competitor
PIDACT00001934,2024-05-28,PIDOUT008147,Murugan Lakshmi Agencies,Complaint follow-up,SR106,TN-South-7,Order taken,2024-06-15,5,manual,
PIDACT00001935,2026-02-15,PIDOUT001780,Metro Venkatesh Enterprises,Complaint follow-up,SR088,TS-East-6,Complaint raised,28/02/2026,20,missing,new counter opened nearby
PIDACT00001936,2025-02-08,PIDOUT000392,KAVERI SANJAY HARDWARE,Applicator demo,SR137,AP-South-6,Payment follow-up,2025-02-15,60,OK,stockist dispute
PIDACT00001937,2025-08-14,PIDOUT000835,Vijaya Revathi Depot,Applicator demo,SR049,KL-Central-8,Demo done,,5,outside beat,
PIDACT00001938,2025-09-19,PIDOUT007115,Prime Meena Hardware,Counter meet,SR034,KL-East-2,Demo done,2025-09-24,15,manual,shifted to competitor
PIDACT00001939,2025-02-17,PIDOUT002285,Balaji Anand Distributors,Beat visit,SR144,KA-Central-6,Order taken,2025-03-08,NA,missing,cash crunch
PIDACT00001940,2025-03-14,PIDDLR000793,Metro Lokesh Paints,Applicator demo,SR035,TN-East-7,Order taken,,30,manual,new counter opened nearby
