demo_id,demo_start_date,farmer_id,mapped_store_id,crop,product_focus,plot_area_acres,stage,result_note
CORDEMO000247,2024-08-13,CORFRM0013077,CORSTR00526,Chilli,COR0009,0.41,converted,farmer bought later
CORDEMO000248,2025-07-06,CORFRM0021686,CORSTR00991,Banana,COR0017,0.95,abandoned,competitor demo nearby
CORDEMO000249,2025-01-07,CORFRM0001491,CORSTR00212,Mango,COR0031,1.44,harvested,rain damage
CORDEMO000250,2025-07-21,CORFRM0011665,CORSTR00791,Paddy,COR0012,1.26,abandoned,rain damage
CORDEMO000251,2026-01-28,CORFRM0022047,CORSTR00720,Chilli,COR0025,2.91,harvested,farmer bought later
CORDEMO000252,2024-11-25,CORFRM0010242,CORSTR00187,Maize,COR0001,2.82,harvested,good crop stand
CORDEMO000253,2024-08-25,CORFRM0020423,CORSTR00419,Mango,COR0022,1.14,in progress,rain damage
CORDEMO000254,2024-12-06,CORFRM0024582,CORSTR00184,Paddy,COR0004,1.53,in progress,good crop stand
CORDEMO000255,23/07/2024,CORFRM0003697,CORSTR01145,Vegetables,COR0010,2.13,harvested,competitor demo nearby
CORDEMO000256,17-Dec-25,CORFRM0019714,CORSTR00801,Sugarcane,COR0023,0.84,harvested,farmer bought later
CORDEMO000257,2025-01-05,CORFRM0013735,CORSTR01008,Turmeric,COR0006,1.47,planned,farmer bought later
CORDEMO000258,27/07/2024,CORFRM0005820,CORSTR00263,Cotton,COR0001,0.47,in progress,
CORDEMO000259,2025-01-16,CORFRM0020806,CORSTR00407,Banana,COR0006,0.56,converted,rain damage
CORDEMO000260,2025-08-05,CORFRM0015146,CORSTR00028,Paddy,COR0022,0.44,harvested,rain damage
CORDEMO000261,2026-01-03,CORFRM0000806,CORSTR01001,Banana,COR0024,2.69,in progress,competitor demo nearby
CORDEMO000262,2024-07-22,CORFRM0002962,CORSTR00829,Sugarcane,COR0002,2.94,harvested,rain damage
CORDEMO000263,2024-04-01,CORFRM0009007,CORSTR00605,Sugarcane,COR0020,1.37,abandoned,good crop stand
CORDEMO000264,2025-09-01,CORFRM0015669,CORSTR00958,Chilli,COR0010,1.45,abandoned,
CORDEMO000265,2025-01-27,CORFRM0000862,CORSTR00299,Banana,COR0025,1.05,planned,photo missing
CORDEMO000266,08/10/2025,CORFRM0009218,CORSTR01143,Mango,COR0008,0.33,converted,
CORDEMO000267,2025-10-17,CORFRM0000381,CORSTR00504,Paddy,COR0012,1.61,in progress,good crop stand
CORDEMO000268,2025-12-24,CORFRM0004421,CORSTR00653,Turmeric,COR0027,2.28,in progress,
CORDEMO000269,2025-01-19,CORFRM0012863,CORSTR00261,Sugarcane,COR0028,2.2,planned,photo missing
CORDEMO000270,2025-10-24,CORFRM0012399,CORSTR00180,Turmeric,COR0021,2.45,abandoned,farmer bought later
CORDEMO000271,2024-12-31,CORFRM0011900,CORSTR00772,Sugarcane,COR0023,1.59,abandoned,farmer bought later
CORDEMO000272,2025-12-12,CORFRM0006161,CORSTR00306,Chilli,COR0006,0.71,planned,good crop stand
CORDEMO000273,06/23/2024,CORFRM0003691,CORSTR00360,Vegetables,COR0005,1.48,planned,good crop stand
CORDEMO000274,2025-04-05,CORFRM0020232,CORSTR00158,Groundnut,COR0019,0.89,abandoned,
CORDEMO000275,2024-05-04,CORFRM0000464,CORSTR00718,Groundnut,COR0012,1.01,harvested,
CORDEMO000276,2025-01-18,CORFRM0012078,CORSTR01008,Sugarcane,COR0027,2.65,abandoned,competitor demo nearby
CORDEMO000277,2024-05-06,CORFRM0021496,CORSTR00456,Paddy,COR0019,2.13,in progress,photo missing
CORDEMO000278,2025-04-18,CORFRM0001655,CORSTR00010,Coconut,COR0004,2.31,converted,photo missing
CORDEMO000279,2024-07-12,CORFRM0001774,CORSTR00233,Paddy,COR0013,1.44,abandoned,photo missing
CORDEMO000280,31/05/2025,CORFRM0011370,CORSTR00283,Turmeric,COR0002,0.47,planned,rain damage
CORDEMO000281,2024-05-10,CORFRM0022962,CORSTR00650,Cotton,COR0024,1.55,abandoned,competitor demo nearby
CORDEMO000282,15-Nov-25,CORFRM0002866,CORSTR00270,Groundnut,COR0021,2.46,in progress,rain damage
CORDEMO000283,2024-11-28,CORFRM0006346,CORSTR00721,Cotton,COR0033,1.71,abandoned,competitor demo nearby
CORDEMO000284,07/06/2025,CORFRM0019188,CORSTR00165,Vegetables,COR0018,2.62,converted,rain damage
CORDEMO000285,2025-03-31,CORFRM0008387,CORSTR00600,Paddy,COR0025,1.25,in progress,farmer bought later
CORDEMO000286,2026-01-14,CORFRM0021183,CORSTR00188,Coconut,COR0030,0.98,abandoned,rain damage
CORDEMO000287,2024-10-04,CORFRM0004310,CORSTR00575,Mango,COR0020,2.48,abandoned,good crop stand
CORDEMO000288,01-Mar-25,CORFRM0023151,CORSTR01140,Mango,COR0009,0.69,planned,rain damage
CORDEMO000289,2025-04-22,CORFRM0015251,CORSTR01090,Groundnut,COR0016,1.26,abandoned,competitor demo nearby
CORDEMO000290,06-Jul-25,CORFRM0004716,CORSTR00263,Mango,COR0008,0.42,harvested,photo missing
CORDEMO000291,2025-08-03,CORFRM0006993,CORSTR00684,Cotton,COR0024,2.32,planned,
CORDEMO000292,2025-05-16,CORFRM0023532,CORSTR01142,Maize,COR0017,0.98,abandoned,rain damage
CORDEMO000293,2024-05-20,CORFRM0002271,CORSTR01032,Chilli,COR0010,2.44,harvested,competitor demo nearby
CORDEMO000294,2025-10-25,CORFRM0022113,CORSTR00862,Turmeric,COR0025,0.79,harvested,competitor demo nearby
CORDEMO000295,2025-07-10,CORFRM0015753,CORSTR00224,Sugarcane,COR0004,1.56,in progress,good crop stand
CORDEMO000296,2025-07-11,CORFRM0012155,CORSTR00086,Groundnut,COR0024,2.6,converted,rain damage
CORDEMO000297,23-Aug-24,CORFRM0008897,CORSTR00437,Groundnut,COR0028,2.46,in progress,good crop stand
CORDEMO000298,10-Aug-24,CORFRM0022132,CORSTR00519,Paddy,COR0010,1.67,abandoned,rain damage
CORDEMO000299,2025-07-12,CORFRM0007467,CORSTR00945,Turmeric,COR0032,0.52,converted,rain damage
CORDEMO000300,2025-01-23,CORFRM0002172,CORSTR00957,Coconut,COR0032,2.76,harvested,photo missing
CORDEMO000301,2025-06-28,CORFRM0002827,CORSTR00429,Turmeric,COR0014,1.56,planned,
CORDEMO000302,2026-01-31,CORFRM0004389,CORSTR00062,Maize,COR0006,0.44,harvested,photo missing
CORDEMO000303,2025-04-28,CORFRM0011440,CORSTR00601,Banana,COR0019,1.79,in progress,competitor demo nearby
CORDEMO000304,2025-08-01,CORFRM0006658,CORSTR01063,Cotton,COR0011,1.35,harvested,
CORDEMO000305,10/21/2025,CORFRM0020212,CORSTR00180,Vegetables,COR0002,2.06,harvested,rain damage
CORDEMO000306,2025-02-27,CORFRM0013052,CORSTR00062,Sugarcane,COR0031,1.0,harvested,rain damage
CORDEMO000307,2024-05-11,CORFRM0006696,CORSTR00998,Sugarcane,COR0007,2.43,abandoned,farmer bought later
CORDEMO000308,04/10/2024,CORFRM0003723,CORSTR00467,Banana,COR0032,1.33,harvested,good crop stand
CORDEMO000309,20/08/2025,CORFRM0006394,CORSTR00541,Coconut,COR0026,0.67,abandoned,good crop stand
CORDEMO000310,2025-08-03,CORFRM0008656,CORSTR00222,Sugarcane,COR0018,0.69,planned,farmer bought later
CORDEMO000311,2025-05-07,CORFRM0020531,CORSTR00834,Coconut,COR0011,2.49,converted,rain damage
CORDEMO000312,2025-11-27,CORFRM0006467,CORSTR00546,Chilli,COR0031,0.83,abandoned,rain damage
CORDEMO000313,2024-11-02,CORFRM0022350,CORSTR00099,Maize,COR0001,1.36,harvested,good crop stand
CORDEMO000314,2025-06-12,CORFRM0005133,CORSTR00809,Banana,COR0019,1.53,harvested,photo missing
CORDEMO000315,06/03/2024,CORFRM0019014,CORSTR01027,Groundnut,COR0012,0.21,planned,competitor demo nearby
CORDEMO000316,2025-10-31,CORFRM0016130,CORSTR00643,Banana,COR0027,1.39,harvested,farmer bought later
CORDEMO000317,2024-08-15,CORFRM0016943,CORSTR00470,Turmeric,COR0033,1.87,in progress,farmer bought later
CORDEMO000318,2025-02-11,CORFRM0010457,CORSTR00335,Groundnut,COR0018,1.62,abandoned,photo missing
CORDEMO000319,22-Jun-24,CORFRM0001885,CORSTR00754,Cotton,COR0025,1.32,converted,photo missing
CORDEMO000320,2024-10-14,CORFRM0024287,CORSTR00538,Banana,COR0012,2.81,abandoned,
CORDEMO000321,2025-09-27,CORFRM0019610,CORSTR01055,Turmeric,COR0028,2.75,converted,photo missing
CORDEMO000322,2025-04-29,CORFRM0018415,CORSTR00789,Paddy,COR0019,2.95,harvested,photo missing
CORDEMO000323,2024-09-10,CORFRM0023291,CORSTR00997,Cotton,COR0018,0.93,abandoned,photo missing
CORDEMO000324,2024-08-24,CORFRM0010990,CORSTR00164,Chilli,COR0023,1.0,harvested,photo missing
CORDEMO000325,2025-06-15,CORFRM0001263,CORSTR00145,Banana,COR0025,0.75,harvested,farmer bought later
CORDEMO000326,22/10/2024,CORFRM0016543,CORSTR00383,Turmeric,COR0016,2.07,in progress,
CORDEMO000327,2025-06-11,CORFRM0004047,CORSTR00701,Cotton,COR0009,2.54,harvested,
CORDEMO000328,11/04/2024,CORFRM0001371,CORSTR00101,Chilli,COR0014,0.73,converted,competitor demo nearby
CORDEMO000329,2025-02-08,CORFRM0020331,CORSTR00970,Mango,COR0003,1.72,planned,
CORDEMO000330,2025-03-01,CORFRM0000839,CORSTR00167,Paddy,COR0032,1.99,converted,photo missing
CORDEMO000331,2025-04-13,CORFRM0002709,CORSTR01149,Cotton,COR0024,2.17,abandoned,
CORDEMO000332,2024-12-08,CORFRM0021867,CORSTR00406,Maize,COR0025,0.13,abandoned,rain damage
CORDEMO000333,2026-01-18,CORFRM0001392,CORSTR01005,Chilli,COR0022,1.92,converted,competitor demo nearby
CORDEMO000334,2024-11-09,CORFRM0019022,CORSTR00241,Banana,COR0031,2.95,in progress,photo missing
CORDEMO000335,2025-07-11,CORFRM0010236,CORSTR01116,Banana,COR0026,1.62,harvested,competitor demo nearby
CORDEMO000336,03/10/2025,CORFRM0023981,CORSTR00309,Sugarcane,COR0009,1.35,planned,photo missing
CORDEMO000337,2024-04-15,CORFRM0012423,CORSTR00319,Maize,COR0017,1.95,converted,good crop stand
CORDEMO000338,2025-09-21,CORFRM0008498,CORSTR00716,Banana,COR0005,0.88,abandoned,
CORDEMO000339,2025-06-17,CORFRM0004692,CORSTR00371,Groundnut,COR0026,2.69,in progress,rain damage
CORDEMO000340,2025-03-18,CORFRM0014161,CORSTR01016,Cotton,COR0027,0.23,abandoned,competitor demo nearby
CORDEMO000341,22/11/2024,CORFRM0007017,CORSTR00949,Cotton,COR0019,2.72,planned,competitor demo nearby
CORDEMO000342,05/05/2025,CORFRM0024941,CORSTR00727,Cotton,COR0031,2.84,planned,farmer bought later
CORDEMO000343,2024-06-23,CORFRM0015300,CORSTR00929,Banana,COR0011,2.65,converted,photo missing
CORDEMO000344,2025-03-22,CORFRM0018773,CORSTR01095,Chilli,COR0015,0.61,planned,competitor demo nearby
CORDEMO000345,2024-08-06,CORFRM0013158,CORSTR01005,Coconut,COR0021,2.2,harvested,farmer bought later
CORDEMO000346,2025-12-04,CORFRM0012051,CORSTR00422,Vegetables,COR0028,2.96,harvested,good crop stand
CORDEMO000347,2025-12-09,CORFRM0017766,CORSTR00459,Groundnut,COR0032,2.81,planned,good crop stand
CORDEMO000348,2025-04-22,CORFRM0000172,CORSTR00148,Mango,COR0031,2.82,planned,
CORDEMO000349,13/11/2025,CORFRM0014768,CORSTR00476,Mango,COR0033,2.66,planned,good crop stand
CORDEMO000350,2024-09-14,CORFRM0013997,CORSTR00485,Vegetables,COR0011,0.9,harvested,farmer bought later
CORDEMO000351,2024-07-25,CORFRM0011065,CORSTR00130,Cotton,COR0007,1.85,abandoned,photo missing
CORDEMO000352,2025-06-19,CORFRM0017406,CORSTR00508,Cotton,COR0001,2.49,converted,good crop stand
CORDEMO000353,07/07/2024,CORFRM0008080,CORSTR00021,Coconut,COR0028,0.89,planned,competitor demo nearby
CORDEMO000354,2024-12-31,CORFRM0007947,CORSTR00568,Maize,COR0029,2.46,harvested,competitor demo nearby
CORDEMO000355,02/08/2024,CORFRM0004137,CORSTR00901,Cotton,COR0009,2.18,planned,rain damage
CORDEMO000356,2025-08-08,CORFRM0015215,CORSTR00744,Turmeric,COR0026,2.45,harvested,photo missing
CORDEMO000357,2024-06-16,CORFRM0020620,CORSTR00911,Maize,COR0007,1.57,converted,photo missing
CORDEMO000358,2025-05-04,CORFRM0007672,CORSTR00521,Cotton,COR0013,2.43,abandoned,
CORDEMO000359,2025-09-23,CORFRM0019031,CORSTR00853,Chilli,COR0025,0.13,converted,rain damage
CORDEMO000360,2024-09-11,CORFRM0005831,CORSTR00957,Groundnut,COR0005,1.11,abandoned,competitor demo nearby
CORDEMO000361,2025-07-27,CORFRM0016055,CORSTR00034,Maize,COR0029,1.97,planned,rain damage
CORDEMO000362,2024-10-11,CORFRM0008193,CORSTR00643,Banana,COR0023,2.87,harvested,
CORDEMO000363,2025-03-29,CORFRM0020809,CORSTR00488,Cotton,COR0014,2.88,in progress,good crop stand
CORDEMO000364,2025-08-03,CORFRM0009393,CORSTR00277,Groundnut,COR0001,0.3,converted,rain damage
CORDEMO000365,2025-06-13,CORFRM0003707,CORSTR01082,Cotton,COR0033,0.47,planned,rain damage
CORDEMO000366,2025-01-12,CORFRM0020552,CORSTR01138,Chilli,COR0032,2.7,converted,competitor demo nearby
CORDEMO000367,2025-07-18,CORFRM0012506,CORSTR00103,Turmeric,COR0018,1.71,in progress,rain damage
CORDEMO000368,2025-06-13,CORFRM0017855,CORSTR00751,Maize,COR0017,1.63,harvested,
CORDEMO000369,05/06/2024,CORFRM0014752,CORSTR00257,Groundnut,COR0020,2.36,in progress,
CORDEMO000370,2026-01-17,CORFRM0007485,CORSTR01024,Maize,COR0012,0.11,harvested,good crop stand
CORDEMO000371,2024-08-18,CORFRM0009642,CORSTR00231,Paddy,COR0006,2.64,converted,rain damage
CORDEMO000372,2025-12-12,CORFRM0017271,CORSTR00525,Paddy,COR0002,1.33,converted,good crop stand
CORDEMO000373,16/10/2024,CORFRM0012354,CORSTR00194,Banana,COR0032,0.89,in progress,competitor demo nearby
CORDEMO000374,2025-09-21,CORFRM0009047,CORSTR01009,Paddy,COR0008,2.32,converted,farmer bought later
CORDEMO000375,2025-04-04,CORFRM0020203,CORSTR00702,Sugarcane,COR0006,0.59,converted,photo missing
CORDEMO000376,2024-04-24,CORFRM0014891,CORSTR00067,Sugarcane,COR0025,2.99,converted,rain damage
CORDEMO000377,2024-08-04,CORFRM0006904,CORSTR00838,Sugarcane,COR0004,2.62,in progress,rain damage
CORDEMO000378,2024-11-09,CORFRM0014414,CORSTR00694,Vegetables,COR0021,2.04,converted,good crop stand
CORDEMO000379,29/12/2025,CORFRM0023850,CORSTR01008,Coconut,COR0004,0.97,converted,competitor demo nearby
CORDEMO000380,2025-01-22,CORFRM0022598,CORSTR00510,Coconut,COR0009,2.01,harvested,farmer bought later
CORDEMO000381,2025-05-20,CORFRM0020645,CORSTR00400,Maize,COR0024,1.56,planned,competitor demo nearby
CORDEMO000382,2024-10-26,CORFRM0023937,CORSTR00453,Turmeric,COR0032,2.06,planned,farmer bought later
CORDEMO000383,2025-02-22,CORFRM0012430,CORSTR00039,Sugarcane,COR0010,0.62,in progress,photo missing
CORDEMO000384,2024-07-11,CORFRM0006265,CORSTR00760,Banana,COR0008,1.83,harvested,
CORDEMO000385,2026-01-18,CORFRM0015119,CORSTR00911,Cotton,COR0006,0.56,abandoned,competitor demo nearby
CORDEMO000386,2025-12-11,CORFRM0024390,CORSTR00938,Cotton,COR0023,0.14,abandoned,farmer bought later
CORDEMO000387,2025-05-13,CORFRM0013512,CORSTR00712,Banana,COR0019,2.38,harvested,photo missing
CORDEMO000388,2025-08-19,CORFRM0005509,CORSTR00931,Turmeric,COR0033,1.87,harvested,
CORDEMO000389,2025-05-07,CORFRM0000020,CORSTR00592,Turmeric,COR0018,1.63,converted,farmer bought later
CORDEMO000390,2025-08-30,CORFRM0005499,CORSTR01044,Turmeric,COR0024,2.94,converted,photo missing
CORDEMO000391,23/01/2025,CORFRM0007719,CORSTR00593,Banana,COR0021,0.32,abandoned,good crop stand
CORDEMO000392,2025-03-16,CORFRM0000193,CORSTR00257,Coconut,COR0028,2.22,converted,good crop stand
CORDEMO000393,2024-05-27,CORFRM0000483,CORSTR01133,Maize,COR0005,1.52,planned,farmer bought later
CORDEMO000394,09/05/2024,CORFRM0000876,CORSTR00539,Groundnut,COR0026,1.04,planned,good crop stand
CORDEMO000395,2025-06-05,CORFRM0019839,CORSTR00354,Cotton,COR0001,2.59,in progress,photo missing
CORDEMO000396,2024-08-16,CORFRM0019148,CORSTR00983,Banana,COR0015,2.55,in progress,rain damage
CORDEMO000397,2024-10-30,CORFRM0015078,CORSTR00861,Coconut,COR0003,1.76,planned,farmer bought later
CORDEMO000398,2025-08-27,CORFRM0008850,CORSTR00315,Coconut,COR0012,1.74,abandoned,
CORDEMO000399,2025-07-25,CORFRM0007802,CORSTR00653,Coconut,COR0026,0.35,abandoned,farmer bought later
CORDEMO000400,2025-04-27,CORFRM0007222,CORSTR00570,Banana,COR0009,2.16,abandoned,farmer bought later
CORDEMO000401,2025-01-20,CORFRM0024659,CORSTR00355,Cotton,COR0027,1.17,abandoned,competitor demo nearby
CORDEMO000402,2024-11-15,CORFRM0019849,CORSTR01072,Turmeric,COR0018,2.66,converted,photo missing
CORDEMO000403,2024-08-16,CORFRM0018870,CORSTR01077,Maize,COR0026,0.57,in progress,rain damage
CORDEMO000404,2024-07-23,CORFRM0014055,CORSTR01075,Chilli,COR0024,1.52,planned,
CORDEMO000405,15/12/2025,CORFRM0004959,CORSTR00384,Vegetables,COR0016,2.01,converted,photo missing
CORDEMO000406,2024-10-14,CORFRM0023083,CORSTR00869,Banana,COR0005,0.27,in progress,rain damage
CORDEMO000407,06/11/2025,CORFRM0002603,CORSTR00961,Banana,COR0029,2.42,harvested,competitor demo nearby
CORDEMO000408,2025-08-06,CORFRM0006675,CORSTR00267,Groundnut,COR0028,0.57,planned,good crop stand
CORDEMO000409,2025-01-26,CORFRM0020613,CORSTR00644,Coconut,COR0026,0.88,planned,farmer bought later
CORDEMO000410,2025-11-07,CORFRM0017010,CORSTR00483,Mango,COR0033,1.03,harvested,
CORDEMO000411,09/02/2024,CORFRM0019344,CORSTR00913,Banana,COR0028,2.49,harvested,competitor demo nearby
CORDEMO000412,2025-06-23,CORFRM0017280,CORSTR01049,Mango,COR0001,0.96,converted,good crop stand
CORDEMO000413,2025-01-01,CORFRM0018596,CORSTR00805,Vegetables,COR0024,0.58,harvested,farmer bought later
CORDEMO000414,2025-02-09,CORFRM0016194,CORSTR00225,Mango,COR0018,2.15,in progress,good crop stand
CORDEMO000415,2024-04-04,CORFRM0002304,CORSTR00744,Groundnut,COR0013,0.95,planned,farmer bought later
CORDEMO000416,2024-10-01,CORFRM0021215,CORSTR00159,Groundnut,COR0005,0.47,planned,
CORDEMO000417,19/07/2024,CORFRM0010907,CORSTR00167,Vegetables,COR0026,2.93,abandoned,photo missing
CORDEMO000418,2024-05-24,CORFRM0020871,CORSTR01039,Cotton,COR0027,1.28,planned,rain damage
CORDEMO000419,2025-04-30,CORFRM0014871,CORSTR00392,Groundnut,COR0016,2.28,in progress,farmer bought later
CORDEMO000420,2026-01-13,CORFRM0019464,CORSTR01073,Cotton,COR0003,2.83,converted,
CORDEMO000421,2025-06-04,CORFRM0023087,CORSTR01128,Vegetables,COR0005,0.53,planned,photo missing
CORDEMO000422,15/05/2024,CORFRM0017460,CORSTR00259,Banana,COR0003,2.19,in progress,competitor demo nearby
CORDEMO000423,2025-12-25,CORFRM0017491,CORSTR00315,Turmeric,COR0006,2.07,abandoned,rain damage
CORDEMO000424,16/12/2025,CORFRM0013618,CORSTR00260,Banana,COR0021,1.94,converted,rain damage
CORDEMO000425,2025-07-29,CORFRM0017474,CORSTR00275,Sugarcane,COR0006,1.5,planned,competitor demo nearby
CORDEMO000426,2025-02-23,CORFRM0024294,CORSTR00224,Paddy,COR0033,1.06,in progress,competitor demo nearby
CORDEMO000427,2024-04-08,CORFRM0011037,CORSTR00147,Cotton,COR0024,0.19,planned,farmer bought later
CORDEMO000428,09/08/2025,CORFRM0024837,CORSTR00217,Chilli,COR0002,1.96,planned,farmer bought later
CORDEMO000429,2025-07-22,CORFRM0002682,CORSTR00113,Maize,COR0011,1.43,harvested,competitor demo nearby
CORDEMO000430,04/20/2025,CORFRM0017806,CORSTR00617,Vegetables,COR0030,1.59,converted,competitor demo nearby
CORDEMO000431,13-Jun-25,CORFRM0006205,CORSTR01031,Sugarcane,COR0008,0.25,planned,rain damage
CORDEMO000432,2024-12-20,CORFRM0008755,CORSTR00537,Chilli,COR0012,2.03,abandoned,
CORDEMO000433,2024-12-28,CORFRM0022305,CORSTR00617,Turmeric,COR0008,2.79,harvested,competitor demo nearby
CORDEMO000434,2024-10-10,CORFRM0017261,CORSTR00540,Mango,COR0019,1.35,in progress,good crop stand
CORDEMO000435,28/05/2025,CORFRM0007499,CORSTR00063,Cotton,COR0028,0.41,in progress,competitor demo nearby
CORDEMO000436,2026-01-23,CORFRM0013581,CORSTR00352,Coconut,COR0001,2.0,in progress,competitor demo nearby
CORDEMO000437,2024-06-16,CORFRM0008237,CORSTR00963,Turmeric,COR0023,2.21,planned,
CORDEMO000438,06/25/2025,CORFRM0019016,CORSTR00555,Mango,COR0006,1.81,abandoned,rain damage
CORDEMO000439,07/16/2025,CORFRM0008364,CORSTR00836,Cotton,COR0002,2.17,harvested,
CORDEMO000440,16-Mar-25,CORFRM0005806,CORSTR00292,Mango,COR0022,0.36,abandoned,farmer bought later
CORDEMO000441,2025-04-08,CORFRM0012477,CORSTR00172,Vegetables,COR0032,1.23,converted,competitor demo nearby
CORDEMO000442,2024-08-18,CORFRM0005367,CORSTR00171,Mango,COR0002,0.4,in progress,good crop stand
CORDEMO000443,2024-09-24,CORFRM0011027,CORSTR00397,Chilli,COR0017,2.76,converted,
CORDEMO000444,2026-01-28,CORFRM0016207,CORSTR00912,Turmeric,COR0009,2.96,planned,good crop stand
CORDEMO000445,2024-09-20,CORFRM0009697,CORSTR00831,Groundnut,COR0018,2.57,in progress,
CORDEMO000446,2025-03-07,CORFRM0019584,CORSTR00229,Chilli,COR0033,1.75,harvested,good crop stand
CORDEMO000447,2025-10-12,CORFRM0001234,CORSTR01060,Turmeric,COR0020,1.9,harvested,photo missing
CORDEMO000448,2025-12-28,CORFRM0005314,CORSTR00600,Maize,COR0012,1.31,abandoned,competitor demo nearby
CORDEMO000449,2025-10-23,CORFRM0006950,CORSTR00724,Mango,COR0011,0.66,converted,
CORDEMO000450,14/04/2024,CORFRM0008601,CORSTR00825,Cotton,COR0007,1.31,abandoned,competitor demo nearby
CORDEMO000451,2025-11-24,CORFRM0017624,CORSTR00924,Mango,COR0023,0.2,harvested,competitor demo nearby
CORDEMO000452,2024-11-10,CORFRM0003850,CORSTR00586,Mango,COR0009,1.25,in progress,farmer bought later
CORDEMO000453,2024-06-19,CORFRM0011112,CORSTR00811,Paddy,COR0013,0.52,abandoned,good crop stand
CORDEMO000454,2024-08-03,CORFRM0002933,CORSTR00202,Maize,COR0029,2.16,converted,rain damage
CORDEMO000455,2024-07-01,CORFRM0019020,CORSTR00513,Mango,COR0024,1.93,in progress,rain damage
CORDEMO000456,2025-01-21,CORFRM0003573,CORSTR00115,Turmeric,COR0023,0.6,abandoned,
CORDEMO000457,2024-09-08,CORFRM0015148,CORSTR00576,Groundnut,COR0032,0.22,planned,photo missing
CORDEMO000458,23/06/2025,CORFRM0014045,CORSTR00969,Turmeric,COR0002,0.37,planned,good crop stand
CORDEMO000459,2025-10-24,CORFRM0006451,CORSTR00132,Maize,COR0008,0.48,abandoned,good crop stand
CORDEMO000460,2024-10-27,CORFRM0022358,CORSTR01127,Banana,COR0006,2.58,converted,photo missing
CORDEMO000461,2024-09-10,CORFRM0004263,CORSTR00281,Cotton,COR0003,2.24,planned,competitor demo nearby
CORDEMO000462,2025-04-22,CORFRM0001451,CORSTR00933,Maize,COR0016,0.5,converted,rain damage
CORDEMO000463,2026-01-27,CORFRM0007507,CORSTR00283,Paddy,COR0013,2.22,abandoned,competitor demo nearby
CORDEMO000464,07/05/2025,CORFRM0012179,CORSTR01122,Vegetables,COR0013,1.44,planned,competitor demo nearby
CORDEMO000465,2025-09-05,CORFRM0013722,CORSTR00900,Maize,COR0021,0.97,in progress,good crop stand
CORDEMO000466,2025-03-17,CORFRM0011714,CORSTR00418,Banana,COR0029,2.09,abandoned,good crop stand
CORDEMO000467,06/01/2024,CORFRM0002940,CORSTR01086,Maize,COR0010,0.38,harvested,photo missing
CORDEMO000468,10/15/2025,CORFRM0000060,CORSTR00564,Mango,COR0003,1.09,converted,farmer bought later
CORDEMO000469,2025-08-13,CORFRM0016299,CORSTR00215,Paddy,COR0016,1.72,planned,good crop stand
CORDEMO000470,26/11/2025,CORFRM0000134,CORSTR00645,Vegetables,COR0014,2.71,harvested,competitor demo nearby
CORDEMO000471,2025-02-05,CORFRM0011646,CORSTR00608,Cotton,COR0032,0.81,harvested,rain damage
CORDEMO000472,01/20/2026,CORFRM0021347,CORSTR01062,Maize,COR0026,2.29,abandoned,photo missing
CORDEMO000473,10/28/2025,CORFRM0007007,CORSTR01123,Sugarcane,COR0011,2.74,harvested,rain damage
CORDEMO000474,17-Jul-24,CORFRM0015285,CORSTR00646,Paddy,COR0028,2.8,harvested,farmer bought later
CORDEMO000475,2025-12-05,CORFRM0021890,CORSTR00835,Sugarcane,COR0031,2.5,in progress,competitor demo nearby
CORDEMO000476,2025-02-06,CORFRM0000596,CORSTR00199,Chilli,COR0026,2.03,harvested,photo missing
CORDEMO000477,2025-04-30,CORFRM0018718,CORSTR00231,Coconut,COR0017,2.39,planned,competitor demo nearby
CORDEMO000478,07-Aug-25,CORFRM0022785,CORSTR00329,Banana,COR0019,1.06,converted,photo missing
CORDEMO000479,2026-01-29,CORFRM0018194,CORSTR00444,Groundnut,COR0026,1.32,converted,photo missing
CORDEMO000480,08/08/2024,CORFRM0002448,CORSTR01133,Sugarcane,COR0018,1.4,harvested,farmer bought later
CORDEMO000481,23/08/2024,CORFRM0009358,CORSTR00813,Coconut,COR0015,1.21,in progress,
CORDEMO000482,2025-07-05,CORFRM0010683,CORSTR00754,Banana,COR0008,2.36,in progress,good crop stand
CORDEMO000483,2025-08-02,CORFRM0023064,CORSTR00946,Turmeric,COR0030,0.81,abandoned,photo missing
CORDEMO000484,2024-05-23,CORFRM0005338,CORSTR00175,Sugarcane,COR0007,1.34,abandoned,competitor demo nearby
CORDEMO000485,2025-05-28,CORFRM0011199,CORSTR00981,Vegetables,COR0027,1.43,planned,good crop stand
CORDEMO000486,2025-04-03,CORFRM0018890,CORSTR00928,Banana,COR0004,2.04,converted,
CORDEMO000487,08-Jun-24,CORFRM0024524,CORSTR00937,Paddy,COR0002,1.81,abandoned,rain damage
CORDEMO000488,2025-07-12,CORFRM0021373,CORSTR00636,Vegetables,COR0019,1.7,harvested,rain damage
CORDEMO000489,2025-09-14,CORFRM0000810,CORSTR00176,Turmeric,COR0024,0.18,converted,rain damage
CORDEMO000490,2024-06-13,CORFRM0006226,CORSTR00067,Banana,COR0020,2.26,in progress,good crop stand
CORDEMO000491,2024-10-12,CORFRM0023094,CORSTR01092,Vegetables,COR0017,1.28,converted,photo missing
CORDEMO000492,2024-09-12,CORFRM0021498,CORSTR01145,Coconut,COR0024,0.74,in progress,rain damage
