store_id,store_name,brand,state,state_clean,district,city,pincode,opened_date,store_type,agronomist_mapped,data_quality_note
CORSTR00174,Mana Gromor Mahbubnagar 2,Mana Gromor,Telangana,Telangana,Mahbubnagar,Mahbubnagar,369615,03/05/2024,satellite,shared,brand spelling varies
CORSTR00175,Namma Gromor Mysuru 7,Namma Gromor,Karnataka,Karnataka,Mysuru,Mysuru,298828,2026-03-21,seasonal extension,N,new store from FY26
CORSTR00176,Mana Gromor Mahbubnagar 7,Mana Gromor,Telangana,Telangana,Mahbubnagar,Mahbubnagar,369071,2011-11-19,company owned,shared,district split
CORSTR00177,Mana Gromor Anantapur 8,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,378676,31-May-10,hub,Y,district split
CORSTR00178,Namma Gromor Davanagere 9,Namma Gromor,Karnataka,Karnataka,Davanagere,Davanagere,299372,02/04/2024,company owned,Y,new store from FY26
CORSTR00179,Mana Gromor Vijayawada 8,Mana Gromor,ANDHRA,Andhra Pradesh,Krishna,Vijayawada,379234,18-Nov-25,hub,Y,new store from FY26
CORSTR00180,Mana Gromor Anantapur 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,373369,10/01/2008,seasonal extension,N,
CORSTR00181,Mana Gromor Nellore 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Nellore,Nellore,378830,08/02/2009,satellite,N,
CORSTR00182,Mana Gromor Kurnool 3,Mana Gromor,AP,Andhra Pradesh,Kurnool,Kurnool,376996,2019-02-06,satellite,Y,new store from FY26
CORSTR00183,Mana Gromor Suryapet 6,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,369413,04/18/2013,hub,N,old store code
CORSTR00184,Mana Gromor Visakhapatnam 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,374986,2018-06-01,seasonal extension,shared,
CORSTR00185,Mana Gromor Rajahmundry 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,373329,2022-06-18,hub,shared,new store from FY26
CORSTR00186,Mana Gromor Karimnagar 7,Mana Gromor,Telangana,Telangana,Karimnagar,Karimnagar,362672,2014-07-28,company owned,shared,brand spelling varies
CORSTR00187,Mana Gromor Tirupati 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,374960,29-Mar-26,seasonal extension,N,district split
CORSTR00188,Mana Gromor Vijayawada 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,372788,2008-07-02,hub,N,
CORSTR00189,Mana Gromor Rajahmundry 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,374281,2016-08-27,seasonal extension,N,
CORSTR00190,Mana Gromor Warangal 6,Mana Gromor,Telangana,Telangana,Warangal,Warangal,363417,07/27/2007,seasonal extension,shared,
CORSTR00191,Mana Gromor Adilabad 7,Mana Gromor,Telangana,Telangana,Adilabad,Adilabad,368082,2017-11-02,seasonal extension,Y,district split
CORSTR00192,Mana Gromor Vijayawada 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,371075,2014-03-19,seasonal extension,N,
CORSTR00193,Namma Gromor Mysuru 1,Namma Gromor,Karnataka,Karnataka,Mysuru,Mysuru,299295,2011-03-05,hub,Y,district split
CORSTR00194,Namma Gromor Hubballi 1,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,296643,2009-06-11,company owned,N,
CORSTR00195,Namma Gromor Mysuru 1,Namma Gromor,Karnataka,Karnataka,Mysuru,Mysuru,291052,09-Nov-17,seasonal extension,N,
CORSTR00196,Mana Gromor Anantapur 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,379340,2026-03-20,satellite,N,brand spelling varies
CORSTR00197,Namma Gromor Tumakuru 4,Namma Gromor,KARNATAKA,Karnataka,Tumakuru,Tumakuru,291099,2022-11-01,hub,shared,brand spelling varies
CORSTR00198,Namma Gromor Shivamogga 9,Namma Gromor,Karnataka,Karnataka,Shivamogga,Shivamogga,295078,22/01/2024,satellite,N,district split
CORSTR00199,Namma Gromor Belagavi 6,Namma Gromor,Karnataka,Karnataka,Belagavi,Belagavi,297381,2014-11-23,company owned,N,
CORSTR00200,Mana Gromor Mahbubnagar 7,Mana Gromor,TG,Telangana,Mahbubnagar,Mahbubnagar,362245,2022-10-12,seasonal extension,N,brand spelling varies
CORSTR00201,Namma Gromor Hubballi 5,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,295159,2025-03-19,satellite,N,district split
CORSTR00202,Mana Gromor Guntur 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,378146,2025-08-27,hub,N,district split
CORSTR00203,Namma Gromor Udupi 1,Namma Gromor,Karnataka,Karnataka,Udupi,Udupi,297096,2018-08-29,hub,shared,new store from FY26
CORSTR00204,Mana Gromor Guntur 6,Mana Gromor,ANDHRA,Andhra Pradesh,Guntur,Guntur,379673,01/26/2012,company owned,Y,district split
CORSTR00205,Mana Gromor Kurnool 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,372818,2011-07-02,satellite,Y,old store code
CORSTR00206,Namma Gromor Hubballi 6,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,293801,05/10/2014,satellite,shared,new store from FY26
CORSTR00207,Mana Gromor Tirupati 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,372245,12-Sep-19,satellite,N,brand spelling varies
CORSTR00208,Mana Gromor Visakhapatnam 8,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,372830,2023-03-06,seasonal extension,shared,brand spelling varies
CORSTR00209,Mana Gromor Kadapa 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,371018,2012-06-11,seasonal extension,N,brand spelling varies
CORSTR00210,Nammadu Gromor Trichy 2,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Tiruchirappalli,Trichy,338476,2023-05-14,satellite,N,new store from FY26
CORSTR00211,Mana Gromor Visakhapatnam 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,378650,02/08/2009,company owned,N,
CORSTR00212,Namma Gromor Hubballi 8,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,294506,2022-02-02,satellite,Y,old store code
CORSTR00213,Mana Gromor Ongole 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,372798,2024-11-13,company owned,Y,district split
CORSTR00214,Mana Gromor Kadapa 2,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,373026,2020-05-02,hub,shared,new store from FY26
CORSTR00215,Mana Gromor Vijayawada 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,371681,2017-02-17,satellite,N,
CORSTR00216,Mana Gromor Nellore 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Nellore,Nellore,375306,2008-10-21,hub,shared,brand spelling varies
CORSTR00217,Mana Gromor Karimnagar 9,Mana Gromor,Telangana,Telangana,Karimnagar,Karimnagar,361766,2010-10-20,hub,Y,old store code
CORSTR00218,Mana Gromor Anantapur 2,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,378975,27/10/2022,hub,Y,brand spelling varies
CORSTR00219,Mana Gromor Adilabad 7,Mana Gromor,Telangana,Telangana,Adilabad,Adilabad,367835,2011-07-02,company owned,Y,
CORSTR00220,Mana Gromor Kakinada 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,374117,01/04/2015,satellite,shared,brand spelling varies
CORSTR00221,Mana Gromor Vijayawada 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,372090,2019-06-20,hub,shared,brand spelling varies
CORSTR00222,Mana Gromor Kurnool 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,377588,2024-06-30,seasonal extension,shared,new store from FY26
CORSTR00223,Mana Gromor Hyderabad 4,Mana Gromor,Telangana,Telangana,Hyderabad,Hyderabad,362055,2022-10-08,company owned,Y,
CORSTR00224,Mana Gromor Khammam 1,Mana Gromor,Telangana,Telangana,Khammam,Khammam,369343,2007-02-16,hub,N,old store code
CORSTR00225,Mana Gromor Rajahmundry 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,375314,2019-08-21,seasonal extension,Y,
CORSTR00226,Mana Gromor Kakinada 2,Mana Gromor,ANDHRA,Andhra Pradesh,Kakinada,Kakinada,373075,2018-09-12,satellite,N,district split
CORSTR00227,Namma Gromor Hubballi 6,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,296489,2022-03-08,hub,Y,
CORSTR00228,Mana Gromor Guntur 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,377928,2013-03-31,seasonal extension,N,new store from FY26
CORSTR00229,Mana Gromor Visakhapatnam 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,372059,2020-06-11,seasonal extension,shared,
CORSTR00230,Namma Gromor Hubballi 9,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,294661,2011-06-10,hub,N,
CORSTR00231,Namma Gromor Shivamogga 8,Namma Gromor,Karnataka,Karnataka,Shivamogga,Shivamogga,294027,2012-09-17,satellite,N,brand spelling varies
CORSTR00232,Mana Gromor Guntur 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,378366,2024-07-30,satellite,Y,brand spelling varies
CORSTR00233,Namma Gromor Mangaluru 8,Namma Gromor,Karnataka,Karnataka,Dakshina Kannada,Mangaluru,298143,2013-01-07,company owned,shared,old store code
CORSTR00234,Mana Gromor Khammam 3,Mana Gromor,TELANGANA,Telangana,Khammam,Khammam,367824,04-Dec-18,satellite,N,brand spelling varies
CORSTR00235,Namma Gromor Ballari 8,Namma Gromor,Karnataka,Karnataka,Ballari,Ballari,296336,2013-10-06,company owned,shared,old store code
CORSTR00236,Namma Gromor Mangaluru 6,Namma Gromor,KA,Karnataka,Dakshina Kannada,Mangaluru,295964,2012-12-26,seasonal extension,shared,
CORSTR00237,Mana Gromor Nizamabad 4,Mana Gromor,Telangana,Telangana,Nizamabad,Nizamabad,364788,01/14/2024,satellite,N,brand spelling varies
CORSTR00238,Mana Gromor Tirupati 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,376826,2019-08-27,hub,Y,old store code
CORSTR00239,Namma Gromor Kalaburagi 3,Namma Gromor,Karnataka,Karnataka,Kalaburagi,Kalaburagi,295018,2020-07-18,hub,N,brand spelling varies
CORSTR00240,Mana Gromor Kakinada 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,375781,16/06/2015,seasonal extension,shared,new store from FY26
CORSTR00241,Mana Gromor Nellore 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Nellore,Nellore,377713,2020-09-15,satellite,N,district split
CORSTR00242,Mana Gromor Visakhapatnam 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,377850,2011-07-16,company owned,Y,
CORSTR00243,Nammadu Gromor Trichy 6,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Tiruchirappalli,Trichy,339833,2007-11-21,seasonal extension,Y,
CORSTR00244,Mana Gromor Guntur 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,379208,09-Oct-23,satellite,N,new store from FY26
CORSTR00245,Mana Gromor Rajahmundry 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,376503,2017-08-15,hub,N,new store from FY26
CORSTR00246,Mana Gromor Rajahmundry 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,376644,2010-08-03,satellite,N,brand spelling varies
CORSTR00247,Mana Gromor Kakinada 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,377218,16/06/2012,seasonal extension,N,district split
CORSTR00248,Mana Gromor Karimnagar 3,Mana Gromor,Telangana,Telangana,Karimnagar,Karimnagar,361137,2020-06-25,seasonal extension,shared,
CORSTR00249,Namma Gromor Ballari 6,Namma Gromor,KA,Karnataka,Ballari,Ballari,299438,23/08/2020,hub,N,
CORSTR00250,Mana Gromor Anantapur 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,379996,2020-12-30,company owned,Y,
CORSTR00251,Mana Gromor Nizamabad 5,Mana Gromor,Telangana,Telangana,Nizamabad,Nizamabad,366605,2018-04-13,hub,N,old store code
CORSTR00252,Namma Gromor Kalaburagi 2,Namma Gromor,KARNATAKA,Karnataka,Kalaburagi,Kalaburagi,292284,2014-01-14,seasonal extension,Y,
CORSTR00253,Mana Gromor Kurnool 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,371131,2009-03-20,company owned,shared,district split
CORSTR00254,Namma Gromor Shivamogga 7,Namma Gromor,KA,Karnataka,Shivamogga,Shivamogga,295035,2016-10-21,seasonal extension,shared,
CORSTR00255,Mana Gromor Mahbubnagar 9,Mana Gromor,Telangana,Telangana,Mahbubnagar,Mahbubnagar,366085,2009-04-01,seasonal extension,shared,district split
CORSTR00256,Mana Gromor Vijayawada 2,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,374430,2016-03-29,satellite,shared,district split
CORSTR00257,Mana Gromor Tirupati 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,379328,2017-03-19,hub,Y,brand spelling varies
CORSTR00258,Namma Gromor Hubballi 8,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,299300,2009-02-09,seasonal extension,N,
CORSTR00259,Mana Gromor Tirupati 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,379754,2021-10-19,satellite,shared,old store code
CORSTR00260,Namma Gromor Hubballi 4,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,293082,2018-01-06,hub,Y,
CORSTR00261,Mana Gromor Khammam 7,Mana Gromor,Telangana,Telangana,Khammam,Khammam,366563,2015-07-02,hub,Y,brand spelling varies
CORSTR00262,Mana Gromor Kadapa 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,375869,2009-06-14,satellite,N,old store code
CORSTR00263,Nammadu Gromor Erode 2,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Erode,Erode,337228,2025-10-18,company owned,Y,new store from FY26
CORSTR00264,Mana Gromor Kakinada 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,377471,2024-02-08,company owned,N,new store from FY26
CORSTR00265,Mana Gromor Khammam 7,Mana Gromor,Telangana,Telangana,Khammam,Khammam,362994,2014-03-21,satellite,N,district split
CORSTR00266,Mana Gromor Khammam 1,Mana Gromor,Telangana,Telangana,Khammam,Khammam,364448,2011-12-28,satellite,Y,brand spelling varies
CORSTR00267,Namma Gromor Kalaburagi 2,Namma Gromor,Karnataka,Karnataka,Kalaburagi,Kalaburagi,299424,23/03/2018,company owned,N,brand spelling varies
CORSTR00268,Namma Gromor Mysuru 7,Namma Gromor,Karnataka,Karnataka,Mysuru,Mysuru,297937,2021-12-14,satellite,N,old store code
CORSTR00269,Nammadu Gromor Thanjavur 2,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Thanjavur,Thanjavur,336838,2013-03-23,satellite,Y,brand spelling varies
CORSTR00270,Mana Gromor Rajahmundry 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,373225,2012-11-28,company owned,Y,brand spelling varies
CORSTR00271,Mana Gromor Adilabad 5,Mana Gromor,Telangana,Telangana,Adilabad,Adilabad,369633,2009-02-16,hub,N,old store code
CORSTR00272,Mana Gromor Suryapet 3,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,362764,2009-07-06,hub,Y,brand spelling varies
CORSTR00273,Mana Gromor Kurnool 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,374201,2012-02-15,seasonal extension,N,brand spelling varies
CORSTR00274,Namma Gromor Shivamogga 8,Namma Gromor,Karnataka,Karnataka,Shivamogga,Shivamogga,295818,2019-06-13,hub,N,old store code
CORSTR00275,Mana Gromor Khammam 7,Mana Gromor,Telangana,Telangana,Khammam,Khammam,367737,2023-12-17,seasonal extension,Y,new store from FY26
CORSTR00276,Mana Gromor Siddipet 6,Mana Gromor,Telangana,Telangana,Siddipet,Siddipet,365105,2015-03-05,hub,N,district split
CORSTR00277,Mana Gromor Anantapur 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,374025,2025-11-17,satellite,N,new store from FY26
CORSTR00278,Namma Gromor Bengaluru 8,Namma Gromor,Karnataka,Karnataka,Bengaluru Urban,Bengaluru,298402,09/14/2019,seasonal extension,N,old store code
CORSTR00279,Mana Gromor Rajahmundry 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,372209,2018-09-22,satellite,N,new store from FY26
CORSTR00280,Mana Gromor Khammam 5,Mana Gromor,Telangana,Telangana,Khammam,Khammam,366448,05/03/2014,company owned,N,
CORSTR00281,Mana Gromor Adilabad 9,Mana Gromor,TELANGANA,Telangana,Adilabad,Adilabad,361177,08/25/2022,satellite,Y,district split
CORSTR00282,Mana Gromor Kadapa 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,377479,2024-04-15,seasonal extension,N,
CORSTR00283,Mana Gromor Rajahmundry 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,374231,2007-06-18,seasonal extension,N,
CORSTR00284,Mana Gromor Rajahmundry 1,Mana Gromor,A.P.,Andhra Pradesh,East Godavari,Rajahmundry,376798,2019-12-01,seasonal extension,shared,old store code
CORSTR00285,Mana Gromor Siddipet 2,Mana Gromor,Telangana,Telangana,Siddipet,Siddipet,369053,2013-11-18,seasonal extension,N,district split
CORSTR00286,Mana Gromor Suryapet 6,Mana Gromor,TELANGANA,Telangana,Suryapet,Suryapet,361160,2017-09-15,hub,Y,brand spelling varies
CORSTR00287,Mana Gromor Suryapet 3,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,367961,2019-01-25,satellite,Y,new store from FY26
CORSTR00288,Mana Gromor Tirupati 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,379057,2013-11-07,hub,shared,new store from FY26
CORSTR00289,Mana Gromor Hyderabad 5,Mana Gromor,Telangana,Telangana,Hyderabad,Hyderabad,361846,2011-05-23,hub,shared,
CORSTR00290,Mana Gromor Kadapa 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,373357,2023-12-03,seasonal extension,shared,brand spelling varies
CORSTR00291,Mana Gromor Warangal 7,Mana Gromor,Telangana,Telangana,Warangal,Warangal,362312,2011-05-25,satellite,N,new store from FY26
CORSTR00292,Namma Gromor Mangaluru 4,Namma Gromor,Karnataka,Karnataka,Dakshina Kannada,Mangaluru,292199,2009-11-27,seasonal extension,shared,brand spelling varies
CORSTR00293,Namma Gromor Davanagere 8,Namma Gromor,Karnataka,Karnataka,Davanagere,Davanagere,296920,2025-12-02,seasonal extension,Y,new store from FY26
CORSTR00294,Mana Gromor Kakinada 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,378054,2016-01-24,satellite,N,old store code
CORSTR00295,Mana Gromor Kadapa 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,377919,2018-09-09,satellite,shared,old store code
CORSTR00296,Namma Gromor Mangaluru 2,Namma Gromor,Karnataka,Karnataka,Dakshina Kannada,Mangaluru,295315,2009-08-24,satellite,Y,brand spelling varies
CORSTR00297,Mana Gromor Ongole 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,373491,2023-03-08,satellite,Y,new store from FY26
CORSTR00298,Mana Gromor Siddipet 1,Mana Gromor,Telangana,Telangana,Siddipet,Siddipet,366683,2018-10-13,hub,N,new store from FY26
CORSTR00299,Mana Gromor Kadapa 3,Mana Gromor,ANDHRA,Andhra Pradesh,Kadapa,Kadapa,372974,2020-02-25,seasonal extension,N,brand spelling varies
CORSTR00300,Mana Gromor Hyderabad 8,Mana Gromor,Telangana,Telangana,Hyderabad,Hyderabad,363896,06/02/2012,satellite,Y,district split
CORSTR00301,Mana Gromor Guntur 2,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,377314,2009-07-30,hub,shared,old store code
CORSTR00302,Mana Gromor Khammam 2,Mana Gromor,Telangana,Telangana,Khammam,Khammam,362156,08/01/2019,seasonal extension,shared,brand spelling varies
CORSTR00303,Mana Gromor Hyderabad 7,Mana Gromor,Telangana,Telangana,Hyderabad,Hyderabad,364216,2019-02-08,company owned,shared,new store from FY26
CORSTR00304,Namma Gromor Belagavi 5,Namma Gromor,Karnataka,Karnataka,Belagavi,Belagavi,296092,2011-07-02,hub,Y,
CORSTR00305,Mana Gromor Visakhapatnam 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,378170,2008-02-17,seasonal extension,N,district split
CORSTR00306,Namma Gromor Mangaluru 3,Namma Gromor,Karnataka,Karnataka,Dakshina Kannada,Mangaluru,292138,2023-12-05,hub,N,old store code
CORSTR00307,Mana Gromor Kurnool 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,373411,2025-09-05,hub,shared,old store code
CORSTR00308,Mana Gromor Kadapa 2,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,377606,31/03/2025,hub,N,
CORSTR00309,Mana Gromor Warangal 7,Mana Gromor,Telangana,Telangana,Warangal,Warangal,363069,2007-02-23,company owned,Y,
CORSTR00310,Namma Gromor Bengaluru 6,Namma Gromor,Karnataka,Karnataka,Bengaluru Urban,Bengaluru,296223,2021-08-13,seasonal extension,Y,new store from FY26
CORSTR00311,Mana Gromor Anantapur 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,376404,17-Sep-07,hub,shared,old store code
CORSTR00312,Namma Gromor Bengaluru 9,Namma Gromor,Karnataka,Karnataka,Bengaluru Urban,Bengaluru,292067,2010-01-02,hub,shared,old store code
CORSTR00313,Mana Gromor Vijayawada 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,375450,10/08/2019,seasonal extension,N,old store code
CORSTR00314,Mana Gromor Hyderabad 8,Mana Gromor,Telangana,Telangana,Hyderabad,Hyderabad,364927,2014-01-03,company owned,shared,new store from FY26
CORSTR00315,Namma Gromor Mysuru 2,Namma Gromor,Karnataka,Karnataka,Mysuru,Mysuru,292839,2015-06-12,hub,shared,old store code
CORSTR00316,Mana Gromor Nellore 8,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Nellore,Nellore,374065,2008-02-03,hub,Y,new store from FY26
CORSTR00317,Mana Gromor Suryapet 5,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,367809,2013-09-26,company owned,N,old store code
CORSTR00318,Mana Gromor Adilabad 8,Mana Gromor,Telangana,Telangana,Adilabad,Adilabad,364684,2012-03-13,company owned,Y,old store code
CORSTR00319,Nammadu Gromor Kanchipuram 2,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Kanchipuram,Kanchipuram,331759,2016-12-27,seasonal extension,N,
CORSTR00320,Mana Gromor Hyderabad 7,Mana Gromor,Telangana,Telangana,Hyderabad,Hyderabad,364918,2009-04-12,seasonal extension,Y,
CORSTR00321,Mana Gromor Kadapa 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,378894,2010-10-10,satellite,Y,old store code
CORSTR00322,Mana Gromor Rajahmundry 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,377450,2026-01-29,hub,Y,old store code
CORSTR00323,Mana Gromor Kurnool 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,374379,2025-11-27,hub,shared,old store code
CORSTR00324,Mana Gromor Rajahmundry 2,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,378201,2009-05-31,seasonal extension,shared,district split
CORSTR00325,Mana Gromor Hyderabad 3,Mana Gromor,Telangana,Telangana,Hyderabad,Hyderabad,363800,2007-11-29,seasonal extension,N,district split
CORSTR00326,Namma Gromor Mysuru 9,Namma Gromor,Karnataka,Karnataka,Mysuru,Mysuru,297297,2007-01-20,satellite,shared,district split
CORSTR00327,Namma Gromor Tumakuru 3,Namma Gromor,Karnataka,Karnataka,Tumakuru,Tumakuru,296217,29-Jun-17,satellite,shared,old store code
CORSTR00328,Mana Gromor Khammam 1,Mana Gromor,Telangana,Telangana,Khammam,Khammam,361508,03/04/2013,company owned,Y,new store from FY26
CORSTR00329,Mana Gromor Vijayawada 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,377346,2018-01-04,satellite,N,old store code
CORSTR00330,Mana Gromor Ongole 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,371142,2016-11-10,satellite,shared,old store code
CORSTR00331,Mana Gromor Tirupati 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,371177,2011-06-28,satellite,shared,
CORSTR00332,Mana Gromor Nizamabad 3,Mana Gromor,Telangana,Telangana,Nizamabad,Nizamabad,369305,2007-07-09,satellite,shared,new store from FY26
CORSTR00333,Mana Gromor Rajahmundry 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,372517,24-Oct-17,company owned,shared,brand spelling varies
CORSTR00334,Mana Gromor Kadapa 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,375334,2025-10-19,satellite,N,brand spelling varies
CORSTR00335,Namma Gromor Mangaluru 8,Namma Gromor,Karnataka,Karnataka,Dakshina Kannada,Mangaluru,296690,26/08/2019,company owned,Y,
CORSTR00336,Namma Gromor Ballari 7,Namma Gromor,Karnataka,Karnataka,Ballari,Ballari,294165,2022-02-21,company owned,shared,new store from FY26
CORSTR00337,Mana Gromor Rajahmundry 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,379064,2008-08-17,satellite,Y,old store code
CORSTR00338,Mana Gromor Warangal 4,Mana Gromor,Telangana,Telangana,Warangal,Warangal,361929,12/25/2008,seasonal extension,N,district split
CORSTR00339,Mana Gromor Rajahmundry 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,375571,2021-12-02,company owned,Y,brand spelling varies
CORSTR00340,Namma Gromor Kalaburagi 8,Namma Gromor,Karnataka,Karnataka,Kalaburagi,Kalaburagi,295825,2011-11-17,hub,Y,district split
CORSTR00341,Nammadu Gromor Hosur 9,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Krishnagiri,Hosur,335608,2013-08-19,company owned,shared,district split
CORSTR00342,Mana Gromor Nalgonda 1,Mana Gromor,Telangana,Telangana,Nalgonda,Nalgonda,365996,07/19/2008,hub,Y,district split
CORSTR00343,Namma Gromor Bengaluru 3,Namma Gromor,Karnataka,Karnataka,Bengaluru Urban,Bengaluru,297664,2022-10-19,seasonal extension,Y,old store code
CORSTR00344,Namma Gromor Bengaluru 5,Namma Gromor,KARNATAKA,Karnataka,Bengaluru Urban,Bengaluru,299939,24-Aug-21,hub,shared,
