activity_id,activity_date,customer_id,customer_name,activity_type,sales_rep_id,territory,visit_outcome,next_action_date,minutes_spent,lat_long_quality,free_text_note
CORACT00005224,2025-06-13,CORDLR001428,KAVERI NAVEEN TRADERS,Payment follow-up,SR135,TN-South-1,Order taken,2025-06-24,NA,OK,cash crunch
CORACT00005225,13/08/2025,CORDLR001371,Ganesh Yusuf Agro,Dealer visit,SR072,KA-East-2,Order taken,2025-08-31,15,manual,secondary sale low
CORACT00005226,2025-04-05,CORDLR001571,MAHALAKSHMI KAVYA ASSOCIATES,Payment follow-up,SR127,AP-North-1,Demo done,2025-04-15,10,OK,cash crunch
CORACT00005227,2025-03-06,CORDLR000195,Vijaya Bala Agro,Payment follow-up,SR024,KL-Central-6,Owner absent,,30,same gps as prior visit,asked scheme support
CORACT00005228,2026-02-12,CORDLR001559,Modern Suresh Agro,Drone demo,SR102,TN-Central-6,Owner absent,2026-02-16,30,OK,cash crunch
CORACT00005229,2024-12-31,CORDLR000616,City Lakshmi Agencies,Soil camp,SR051,PY-West-7,Complaint raised,,15,outside beat,secondary sale low
CORACT00005230,08/11/2025,CORDLR002338,Prime Arun Agro,Payment follow-up,SR075,KA-South-9,Owner absent,08/09/2025,20,OK,asked scheme support
CORACT00005231,2025-12-06,CORDLR002597,United Meena Sales,Crop demo,SR114,AP-South-1,Owner absent,15-Jan-26,20,manual,secondary sale low
CORACT00005232,2026-03-31,CORDLR000993,Sree Sanjay Agro,Payment follow-up,SR030,AP-Central-2,Demo done,2026-04-25,10,outside beat,cash crunch
CORACT00005233,2025-05-27,CORDLR000887,United Chandra Services,Stock check,SR115,AP-Central-3,Complaint raised,2025-07-08,5,same gps as prior visit,stockist dispute
CORACT00005234,2026-03-12,CORDLR002525,Balaji Karthik Agro,Crop demo,SR094,TS-South-3,Complaint raised,,5,outside beat,stockist dispute
CORACT00005235,2024-04-28,CORDLR001262,United Senthil Tyres,Soil camp,SR013,TS-North-8,Owner absent,2024-05-15,20,outside beat,asked scheme support
CORACT00005236,2025-04-18,CORDLR000110,Sri Kavya Associates,Farmer meeting,SR030,TN-West-2,Competitor push seen,2025-05-14,30,outside beat,stockist dispute
CORACT00005237,2025-04-24,CORDLR000294,Modern Anand Paints,Farmer meeting,SR104,AP-West-4,Order taken,,45,manual,shifted to competitor
CORACT00005238,2025-05-16,CORDLR000702,Vijaya Meena Paints,Payment follow-up,SR045,TS-North-9,Competitor push seen,05/29/2025,10,manual,secondary sale low
CORACT00005239,2024-08-11,CORDLR002440,Sri Jagan Distributors,Drone demo,SR064,TN-East-9,Demo done,2024-08-24,NA,missing,cash crunch
CORACT00005240,2024-07-09,CORDLR002251,Shree Hari Hardware,Dealer visit,SR135,KA-Central-3,Payment follow-up,,60,same gps as prior visit,shifted to competitor
CORACT00005241,2025-12-21,CORDLR000927,Prime Lokesh Paints,Drone demo,SR012,TS-East-8,Order taken,2026-01-14,45,missing,cash crunch
CORACT00005242,07/07/2024,CORDLR000904,Sri Rafiq Depot,Payment follow-up,SR131,KL-South-4,Demo done,2024-07-27,15,manual,
CORACT00005243,2024-05-26,CORDLR002059,Modern Suresh Agro,Soil camp,SR132,TN-West-7,Owner absent,2024-06-12,NA,outside beat,cash crunch
CORACT00005244,2025-11-28,CORDLR001210,United Sowmya Agro,Stock check,SR057,KL-Central-1,Demo done,,20,OK,cash crunch
CORACT00005245,13/12/2024,CORDLR000595,Lucky Deepak Associates,Soil camp,SR056,AP-North-5,Stock checked,2025-01-08,30,same gps as prior visit,stockist dispute
CORACT00005246,2025-08-16,CORDLR002055,Shree Revathi Hardware,Payment follow-up,SR062,TS-Central-9,No order,2025-09-15,10,manual,stockist dispute
CORACT00005247,2024-11-21,CORDLR002592,Prime Yusuf Sales,Stock check,SR070,KL-East-6,Competitor push seen,2024-12-07,60,same gps as prior visit,asked scheme support
CORACT00005248,24/09/2024,CORDLR001555,Mahalakshmi Jagan Associates,Dealer visit,SR131,TS-Central-9,Order taken,11/10/2024,5,same gps as prior visit,shifted to competitor
CORACT00005249,2025-08-14,CORDLR001142,Sri Manoj Agro,Stock check,SR036,TS-West-9,Competitor push seen,2025-08-22,NA,outside beat,cash crunch
CORACT00005250,2025-03-13,CORDLR000154,Sree Ganesh Stores,Crop demo,SR109,AP-South-9,Competitor push seen,2025-03-23,NA,outside beat,shifted to competitor
CORACT00005251,2025-12-24,CORDLR002469,Balaji Sowmya Agro,Payment follow-up,SR140,KL-North-3,Payment follow-up,2026-01-18,20,outside beat,asked scheme support
CORACT00005252,28/01/2025,CORDLR001369,Royal Manoj Depot,Dealer visit,SR116,KA-South-3,Complaint raised,2025-02-26,60,manual,asked scheme support
CORACT00005253,2024-12-12,CORDLR002675,City Senthil Agro,Payment follow-up,SR051,KA-South-8,Payment follow-up,20/12/2024,60,missing,cash crunch
CORACT00005254,12/03/2024,CORDLR002525,Balaji Karthik Agro,Drone demo,SR094,TS-South-3,No order,2024-12-10,15,same gps as prior visit,shifted to competitor
CORACT00005255,2025-07-18,CORDLR002401,Shree Arun Depot,Crop demo,SR034,AP-East-8,Demo done,21/07/2025,5,OK,stockist dispute
CORACT00005256,04/28/2025,CORDLR000264,Murugan Suresh Distributors,Crop demo,SR043,TS-West-4,Demo done,2025-05-27,30,OK,secondary sale low
CORACT00005257,2024-08-13,CORDLR002661,National Revathi Agencies,Farmer meeting,SR061,AP-East-1,Complaint raised,2024-09-18,30,missing,secondary sale low
CORACT00005258,2024-04-04,CORDLR002631,Murugan Revathi Corporation,Drone demo,SR061,TN-West-5,Payment follow-up,2024-05-13,20,outside beat,asked scheme support
CORACT00005259,2024-09-12,CORDLR000476,Murugan Sowmya Agro & Co,Crop demo,SR049,KA-Central-6,Stock checked,2024-10-04,20,missing,secondary sale low
CORACT00005260,2025-05-26,CORDLR000905,Star Yusuf Services,Payment follow-up,SR077,KL-Central-7,Order taken,2025-05-29,NA,same gps as prior visit,secondary sale low
CORACT00005261,2024-08-14,CORDLR000307,New Chandra Services,Stock check,SR041,TS-East-2,Competitor push seen,19-Aug-24,NA,outside beat,shifted to competitor
CORACT00005262,2024-12-25,CORDLR000727,Vijaya Kavya Depot,Drone demo,SR083,TN-East-5,Owner absent,2025-01-02,15,same gps as prior visit,secondary sale low
CORACT00005263,2025-03-26,CORDLR001801,New Priya Agro,Farmer meeting,SR135,KA-Central-8,Payment follow-up,2025-05-04,15,outside beat,cash crunch
CORACT00005264,2026-03-30,CORDLR002365,Shree Priya Agencies,Drone demo,SR124,TS-West-3,No order,2026-04-18,15,missing,shifted to competitor
CORACT00005265,2024-05-01,CORDLR000991,Metro Bala Enterprises,Dealer visit,SR082,TN-South-1,Order taken,2024-05-07,10,outside beat,secondary sale low
CORACT00005266,2024-09-27,CORDLR001014,National Manoj Paints,Payment follow-up,SR017,AP-North-7,No order,2024-10-07,10,missing,new counter opened nearby
CORACT00005267,2025-12-22,CORDLR002417,Mahalakshmi Deepak Agro,Drone demo,SR119,TN-North-6,Payment follow-up,01/11/2026,15,manual,shifted to competitor
CORACT00005268,2026-03-30,CORDLR000391,Murugan Hari Paints,Crop demo,SR005,TS-North-5,Demo done,2026-04-26,30,same gps as prior visit,
CORACT00005269,2025-12-03,CORDLR002973,City Karthik Agro,Payment follow-up,SR117,TS-East-1,Stock checked,2025-12-20,NA,same gps as prior visit,new counter opened nearby
CORACT00005270,2025-02-08,CORDLR002133,Royal Chandra Sales,Crop demo,SR126,TS-West-7,No order,2025-03-04,45,outside beat,secondary sale low
CORACT00005271,2026-01-12,CORDLR000005,United Meena Tyres,Farmer meeting,SR079,AP-West-4,Complaint raised,2026-02-26,10,OK,stockist dispute
CORACT00005272,2024-09-20,CORDLR002415,Sree Lokesh Mart,Crop demo,SR097,KA-South-6,No order,2024-09-28,30,outside beat,new counter opened nearby
CORACT00005273,2025-06-01,CORDLR000425,Kaveri Kavya Depot,Crop demo,SR071,TN-West-1,Owner absent,,60,missing,secondary sale low
CORACT00005274,2024-12-13,CORDLR001651,Murugan Naveen Agro,Dealer visit,SR051,TS-North-7,Owner absent,14-Jan-25,5,missing,new counter opened nearby
CORACT00005275,2024-07-09,CORDLR000383,Shree Rafiq Agro,Crop demo,SR103,TN-South-5,Competitor push seen,2024-08-07,10,OK,asked scheme support
CORACT00005276,07-Apr-24,CORDLR002196,Star Kavya Agro,Soil camp,SR012,AP-North-7,Order taken,2024-05-03,5,manual,asked scheme support
CORACT00005277,2026-01-27,CORDLR002248,BALAJI MEENA ENTERPRISES,Dealer visit,SR085,AP-East-6,No order,02/03/2026,15,manual,stockist dispute
CORACT00005278,25/05/2024,CORDLR002984,Kaveri Revathi Associates,Soil camp,SR073,AP-East-2,No order,,15,manual,cash crunch
CORACT00005279,23/03/2026,CORDLR002695,Balaji Lokesh Depot,Soil camp,SR117,TN-Central-1,Competitor push seen,2026-04-22,10,outside beat,
CORACT00005280,2026-02-01,CORDLR000156,Shri Senthil Paints,Crop demo,SR069,TS-Central-1,Order taken,2026-03-07,NA,outside beat,asked scheme support
CORACT00005281,2025-12-17,CORDLR000111,Royal Manoj Agro,Crop demo,SR128,TS-West-2,Competitor push seen,2026-01-14,10,manual,stockist dispute
CORACT00005282,11/22/2025,CORDLR001233,Sree Jagan Paints,Farmer meeting,SR038,AP-South-8,Payment follow-up,2025-12-04,10,manual,asked scheme support
CORACT00005283,2025-12-26,CORDLR002699,ROYAL JAGAN AGRO,Farmer meeting,SR081,AP-North-7,Owner absent,01/19/2026,30,outside beat,asked scheme support
CORACT00005284,2024-12-18,CORDLR002311,City Yusuf Agencies,Stock check,SR112,AP-South-3,Complaint raised,2025-01-02,30,outside beat,stockist dispute
CORACT00005285,2025-06-19,CORDLR001739,Star Ganesh Tyres,Drone demo,SR067,TN-North-9,Payment follow-up,2025-06-26,15,missing,stockist dispute
CORACT00005286,2024-11-28,CORDLR002689,Kaveri Yusuf Paints,Crop demo,SR112,TS-South-3,Competitor push seen,2025-01-10,5,OK,cash crunch
CORACT00005287,2024-12-04,CORDLR001872,Kaveri Farida Depot,Farmer meeting,SR124,TN-South-7,No order,2024-12-30,20,missing,shifted to competitor
CORACT00005288,2025-01-29,CORDLR001972,Star Geetha Associates,Stock check,SR126,AP-West-9,Competitor push seen,2025-02-20,30,same gps as prior visit,cash crunch
CORACT00005289,2025-02-16,CORDLR000047,Metro Ganesh Fertilisers,Drone demo,SR120,TS-South-1,Order taken,2025-03-12,NA,OK,asked scheme support
CORACT00005290,2024-06-22,CORDLR001813,Mahalakshmi Naveen Sales,Soil camp,SR078,TN-West-9,Owner absent,2024-06-25,5,same gps as prior visit,cash crunch
CORACT00005291,2024-08-06,CORDLR002570,Metro Anand Agro,Soil camp,SR008,KL-East-8,Demo done,2024-09-18,10,outside beat,stockist dispute
CORACT00005292,2024-09-10,CORDLR001278,Sri Irfan Sales,Stock check,SR012,AP-North-3,Order taken,2024-09-25,60,same gps as prior visit,new counter opened nearby
CORACT00005293,2024-04-29,CORDLR001193,National Naveen Fertilisers,Stock check,SR020,TN-East-1,Owner absent,2024-06-12,45,OK,shifted to competitor
CORACT00005294,2026-02-24,CORDLR000909,Metro Karthik Agencies,Dealer visit,SR037,TS-South-8,Payment follow-up,2026-04-07,20,outside beat,stockist dispute
CORACT00005295,2024-09-21,CORDLR001425,Shree Meena Enterprises,Farmer meeting,SR121,TN-South-1,Payment follow-up,2024-09-29,60,outside beat,stockist dispute
CORACT00005296,2024-06-27,CORDLR000645,Modern Yusuf Associates,Stock check,SR115,KA-East-4,Owner absent,2024-07-25,10,same gps as prior visit,stockist dispute
CORACT00005297,2024-04-21,CORDLR002884,Balaji Karthik Depot,Drone demo,SR008,TN-East-3,Stock checked,,5,same gps as prior visit,asked scheme support
CORACT00005298,2026-01-12,CORDLR001443,Sree Meena Fertilisers,Soil camp,SR104,KA-South-4,Demo done,2026-02-23,60,outside beat,
CORACT00005299,2024-08-05,CORDLR001199,Kaveri Venkatesh Depot,Stock check,SR132,KA-South-6,Stock checked,2024-09-07,NA,manual,secondary sale low
CORACT00005300,2025-07-05,CORDLR002469,Balaji Sowmya Agro,Farmer meeting,SR140,KL-North-3,Stock checked,,20,missing,asked scheme support
CORACT00005301,2024-07-13,CORDLR000125,Prime Yusuf Agro,Soil camp,SR045,AP-North-6,Order taken,2024-07-16,60,missing,cash crunch
CORACT00005302,2024-07-26,CORDLR002673,Star Deepak Chemicals,Crop demo,SR102,KA-West-9,Payment follow-up,2024-08-05,15,manual,secondary sale low
CORACT00005303,2024-09-20,CORDLR001081,Ganesh Lokesh Paints,Crop demo,SR046,TS-South-8,Owner absent,2024-10-01,10,missing,shifted to competitor
CORACT00005304,2025-03-15,CORDLR002887,City Chandra Agro,Soil camp,SR017,TN-North-2,Payment follow-up,,NA,same gps as prior visit,cash crunch
CORACT00005305,2025-10-17,CORDLR000607,United Hari Agro,Dealer visit,SR122,TN-Central-6,No order,2025-11-25,NA,same gps as prior visit,asked scheme support
CORACT00005306,2026-03-23,CORDLR000728,Vijaya Deepak Traders,Dealer visit,SR028,KA-North-5,Order taken,,45,same gps as prior visit,new counter opened nearby
CORACT00005307,2024-08-27,CORDLR001881,Balaji Priya Fertilisers,Stock check,SR119,TN-East-4,Payment follow-up,,20,outside beat,secondary sale low
CORACT00005308,2024-04-22,CORDLR001543,Royal Chandra Agro,Crop demo,SR121,KA-Central-7,No order,2024-06-03,60,OK,
CORACT00005309,2025-07-10,CORDLR002428,Balaji Naveen Mart,Soil camp,SR080,KA-East-8,Competitor push seen,2025-08-07,5,same gps as prior visit,new counter opened nearby
CORACT00005310,2024-12-07,CORDLR000283,Sree Rafiq Depot,Soil camp,SR035,KA-East-5,Competitor push seen,,20,OK,asked scheme support
CORACT00005311,2025-08-03,CORDLR001272,Lucky Rafiq Traders,Stock check,SR022,TN-South-1,Payment follow-up,2025-08-11,45,manual,asked scheme support
CORACT00005312,2025-03-22,CORDLR001266,MODERN RAFIQ ASSOCIATES,Farmer meeting,SR071,TN-West-5,Demo done,,5,missing,secondary sale low
CORACT00005313,2026-02-13,CORDLR000913,Shree Prakash Agro,Dealer visit,SR079,TN-North-7,Demo done,07/03/2026,20,outside beat,
CORACT00005314,22-Aug-24,CORDLR000914,Modern Meena Sales,Stock check,SR024,TN-West-5,Complaint raised,2024-09-26,NA,manual,asked scheme support
CORACT00005315,2026-02-08,CORDLR000967,Royal Geetha Corporation,Payment follow-up,SR139,TN-Central-4,Competitor push seen,13-Mar-26,20,OK,shifted to competitor
CORACT00005316,2026-01-13,CORDLR001808,City Jagan Distributors,Soil camp,SR133,TS-North-8,Order taken,2026-01-24,30,OK,cash crunch
CORACT00005317,2024-08-19,CORDLR000925,Metro Anand Hardware,Payment follow-up,SR069,TS-North-7,Order taken,2024-09-12,60,outside beat,secondary sale low
CORACT00005318,2024-09-15,CORDLR001841,National Hari Hardware,Crop demo,SR142,TN-North-3,Competitor push seen,25/09/2024,5,manual,
CORACT00005319,2026-01-18,CORDLR000197,Metro Bala Tyres,Soil camp,SR103,TS-West-6,Demo done,,15,missing,secondary sale low
CORACT00005320,09/16/2025,CORDLR002434,Mahalakshmi Manoj Agro,Stock check,SR102,AP-Central-9,Owner absent,22/09/2025,20,OK,secondary sale low
CORACT00005321,2025-05-31,CORDLR000413,Sree Lokesh Distributors,Stock check,SR128,AP-South-2,Complaint raised,2025-06-04,10,missing,
CORACT00005322,2025-11-26,CORDLR000563,National Karthik Mart,Payment follow-up,SR042,TN-West-8,Complaint raised,,10,same gps as prior visit,cash crunch
CORACT00005323,2025-09-04,CORDLR001781,Murugan Sanjay Sales,Drone demo,SR074,TN-North-7,Order taken,2025-09-09,15,same gps as prior visit,asked scheme support
CORACT00005324,10-Apr-24,CORDLR002879,National Manoj Agro,Farmer meeting,SR069,PY-North-6,Complaint raised,,5,outside beat,asked scheme support
CORACT00005325,17-Nov-24,CORDLR002205,Metro Naveen Agro,Soil camp,SR086,TN-Central-7,Owner absent,2024-12-05,10,OK,cash crunch
CORACT00005326,2025-08-03,CORDLR000248,Sree Priya Agro,Farmer meeting,SR107,TS-East-7,Competitor push seen,2025-08-21,30,manual,cash crunch
CORACT00005327,03/06/2026,CORDLR001037,Modern Farida Traders,Soil camp,SR025,KL-West-9,Owner absent,,10,OK,secondary sale low
CORACT00005328,2026-01-06,CORDLR000326,Prime Naveen Paints,Soil camp,SR113,KA-North-4,Payment follow-up,2026-02-18,5,manual,
CORACT00005329,2024-04-28,CORDLR002559,Prime Kavya Enterprises,Soil camp,SR046,TN-West-9,Owner absent,2024-06-01,30,missing,asked scheme support
CORACT00005330,2025-07-14,CORDLR000788,Prime Manoj Agro,Crop demo,SR067,TS-South-2,Order taken,2025-07-19,15,missing,new counter opened nearby
CORACT00005331,2025-11-27,CORDLR002209,Star Yusuf Fertilisers,Payment follow-up,SR091,TS-Central-5,No order,25/12/2025,30,same gps as prior visit,secondary sale low
CORACT00005332,2026-02-11,CORDLR002885,City Sanjay Paints,Farmer meeting,SR011,AP-West-6,Demo done,2026-03-15,5,manual,secondary sale low
CORACT00005333,06/27/2024,CORDLR001331,Royal Senthil Agro Main,Dealer visit,SR016,TS-West-1,Owner absent,,5,missing,stockist dispute
CORACT00005334,19-Sep-24,CORDLR002312,United Lokesh Tyres,Stock check,SR061,KA-South-6,Owner absent,14/10/2024,45,same gps as prior visit,shifted to competitor
CORACT00005335,2024-10-06,CORDLR001544,Balaji Ganesh Associates,Dealer visit,SR039,KA-West-4,Complaint raised,,45,manual,new counter opened nearby
CORACT00005336,2025-05-22,CORDLR001015,Sree Bala Agro,Farmer meeting,SR066,KA-South-7,Competitor push seen,31/05/2025,NA,outside beat,cash crunch
CORACT00005337,2024-07-14,CORDLR002137,Modern Prakash Fertilisers,Crop demo,SR057,KA-Central-7,Stock checked,,5,OK,secondary sale low
CORACT00005338,05/18/2025,CORDLR000092,Lucky Senthil Services,Soil camp,SR068,TN-East-2,Stock checked,2025-05-25,20,missing,stockist dispute
CORACT00005339,29/01/2026,CORDLR001176,Royal Karthik Agro,Soil camp,SR013,AP-West-7,Demo done,03/02/2026,45,outside beat,new counter opened nearby
CORACT00005340,02/18/2025,CORDLR002381,Royal Suresh Distributors,Farmer meeting,SR126,TN-East-5,Complaint raised,2025-04-03,20,outside beat,shifted to competitor
CORACT00005341,2024-10-22,CORDLR001163,UNITED SURESH PAINTS,Payment follow-up,SR023,TS-West-2,No order,,15,outside beat,asked scheme support
CORACT00005342,2024-06-28,CORDLR002795,Modern Prakash Agro,Farmer meeting,SR055,AP-South-4,Payment follow-up,,20,same gps as prior visit,cash crunch
CORACT00005343,14/08/2025,CORDLR000817,Lucky Karthik Stores,Crop demo,SR066,KA-West-2,Complaint raised,21/08/2025,15,manual,asked scheme support
CORACT00005344,11/08/2025,CORDLR002457,Sri Rafiq Agro,Farmer meeting,SR147,AP-North-1,Complaint raised,2025-08-31,10,same gps as prior visit,asked scheme support
CORACT00005345,2025-01-15,CORDLR002658,Star Jagan Tyres,Crop demo,SR028,TS-North-1,Stock checked,2025-01-31,30,same gps as prior visit,shifted to competitor
CORACT00005346,21/07/2025,CORDLR002025,City Deepak Agro,Drone demo,SR052,AP-East-4,Payment follow-up,01/09/2025,45,OK,asked scheme support
CORACT00005347,2025-11-28,CORDLR000111,Royal Manoj Agro,Crop demo,SR128,TS-West-2,Competitor push seen,2025-12-02,15,OK,asked scheme support
CORACT00005348,2025-01-24,CORDLR001971,Kaveri Farida Traders,Stock check,SR024,AP-Central-9,Payment follow-up,2025-02-07,5,OK,asked scheme support
CORACT00005349,2024-12-29,CORDLR001780,Ganesh Revathi Hardware,Drone demo,SR047,KA-East-6,Owner absent,2025-01-26,5,outside beat,shifted to competitor
CORACT00005350,2024-11-21,CORDLR000584,Sree Anand Agro,Dealer visit,SR082,KA-West-7,Complaint raised,24/11/2024,5,missing,stockist dispute
CORACT00005351,2024-12-20,CORDLR002239,Star Geetha Traders,Drone demo,SR050,TN-South-5,Stock checked,17/01/2025,20,same gps as prior visit,
CORACT00005352,2024-08-02,CORDLR000553,Prime Sanjay Paints,Farmer meeting,SR115,TS-West-7,Owner absent,,15,manual,
CORACT00005353,2025-07-04,CORDLR000389,Vijaya Priya Stores,Farmer meeting,SR055,KL-Central-1,Demo done,2025-07-08,60,same gps as prior visit,asked scheme support
CORACT00005354,2025-04-06,CORDLR001783,Prime Ganesh Agro,Stock check,SR149,TS-South-3,No order,,45,outside beat,cash crunch
CORACT00005355,2024-07-03,CORDLR001978,Modern Suresh Paints,Drone demo,SR056,KA-West-4,Owner absent,2024-07-21,15,same gps as prior visit,
CORACT00005356,2024-05-04,CORDLR000205,Mahalakshmi Rafiq Hardware,Crop demo,SR089,TN-South-8,Complaint raised,09-May-24,5,same gps as prior visit,cash crunch
CORACT00005357,2025-07-22,CORDLR002838,Sree Karthik Distributors,Drone demo,SR035,TS-North-5,Competitor push seen,23-Aug-25,15,missing,
CORACT00005358,2025-08-21,CORDLR002802,Lucky Yusuf Agro,Soil camp,SR145,AP-North-4,Owner absent,02-Oct-25,30,manual,secondary sale low
CORACT00005359,08/20/2025,CORDLR000276,Vijaya Bala Agro Ltd,Payment follow-up,SR130,TN-West-7,No order,,30,missing,asked scheme support
CORACT00005360,2024-09-25,CORDLR000940,Star Lakshmi Agro,Stock check,SR058,AP-South-8,Payment follow-up,2024-11-06,NA,OK,cash crunch
CORACT00005361,2026-03-20,CORDLR001499,Prime Deepak Agencies,Payment follow-up,SR040,KL-West-5,Competitor push seen,2026-04-25,20,OK,new counter opened nearby
CORACT00005362,2025-03-17,CORDLR000313,Shree Senthil Agro,Payment follow-up,SR059,AP-South-2,Stock checked,2025-04-11,60,outside beat,asked scheme support
CORACT00005363,2024-12-22,CORDLR001583,Ganesh Meena Mart,Dealer visit,SR088,KL-West-6,Stock checked,28/12/2024,60,manual,stockist dispute
CORACT00005364,09/13/2024,CORDLR002637,Ganesh Yusuf Fertilisers,Crop demo,SR066,KA-North-5,Order taken,2024-10-13,15,missing,shifted to competitor
CORACT00005365,04/10/2024,CORDLR001871,Kaveri Senthil Tyres,Dealer visit,SR027,TS-Central-8,Payment follow-up,2024-04-29,60,outside beat,cash crunch
CORACT00005366,01/02/2025,CORDLR001843,Sree Lokesh Stores,Soil camp,SR104,AP-South-8,Complaint raised,28/02/2025,60,outside beat,cash crunch
CORACT00005367,2024-11-17,CORDLR000505,Ganesh Deepak Corporation,Crop demo,SR040,TS-West-9,Payment follow-up,2024-12-20,45,same gps as prior visit,stockist dispute
CORACT00005368,2025-11-15,CORDLR002118,Balaji Anand Chemicals,Farmer meeting,SR136,KL-West-4,No order,2025-12-16,60,OK,asked scheme support
CORACT00005369,2026-01-21,CORDLR001896,Kaveri Anand Mart,Crop demo,SR143,TN-North-8,Owner absent,2026-02-17,30,manual,asked scheme support
CORACT00005370,06/01/2025,CORDLR001494,United Farida Agro,Drone demo,SR034,KA-West-2,No order,,10,OK,asked scheme support
CORACT00005371,2025-06-03,CORDLR002547,Metro Sowmya Fertilisers Main,Drone demo,SR110,KL-West-9,No order,2025-06-07,15,manual,asked scheme support
CORACT00005372,2025-06-10,CORDLR000470,City Irfan Paints,Payment follow-up,SR135,KL-South-4,Owner absent,2025-06-21,45,same gps as prior visit,new counter opened nearby
CORACT00005373,2025-08-13,CORDLR002391,Modern Meena Agro,Drone demo,SR045,KA-South-8,Payment follow-up,2025-08-18,45,missing,asked scheme support
CORACT00005374,2024-10-05,CORDLR002846,City Farida Services,Payment follow-up,SR035,AP-North-6,Owner absent,2024-11-07,5,same gps as prior visit,shifted to competitor
CORACT00005375,18-Dec-24,CORDLR000762,Vijaya Priya Fertilisers,Payment follow-up,SR094,AP-East-4,No order,2025-01-01,45,missing,stockist dispute
CORACT00005376,15-Apr-24,CORDLR002462,Star Venkatesh Fertilisers & Co,Payment follow-up,SR144,TN-West-9,Complaint raised,2024-05-26,15,manual,new counter opened nearby
CORACT00005377,2025-08-04,CORDLR000012,Kaveri Suresh Associates,Payment follow-up,SR094,AP-South-3,Demo done,15/09/2025,60,same gps as prior visit,new counter opened nearby
CORACT00005378,2024-10-31,CORDLR000460,United Lokesh Agro Main,Farmer meeting,SR033,KL-West-8,No order,2024-12-09,60,OK,new counter opened nearby
CORACT00005379,2025-08-29,CORDLR002615,Modern Manoj Services,Stock check,SR147,KL-East-4,Owner absent,2025-09-02,5,OK,cash crunch
CORACT00005380,2024-10-23,CORDLR002386,Murugan Hari Agro,Farmer meeting,SR020,KA-Central-6,Order taken,,45,missing,stockist dispute
CORACT00005381,21/04/2024,CORDLR001145,Sree Rafiq Agro,Farmer meeting,SR071,AP-South-8,Owner absent,,5,manual,shifted to competitor
CORACT00005382,2025-05-24,CORDLR002979,Modern Lokesh Corporation,Soil camp,SR020,KA-South-3,Competitor push seen,,20,OK,secondary sale low
CORACT00005383,2025-10-12,CORDLR000689,New Chandra Agro Pvt,Stock check,SR133,TS-West-3,Competitor push seen,2025-11-03,10,same gps as prior visit,
CORACT00005384,08/20/2024,CORDLR000376,National Sowmya Paints,Farmer meeting,SR046,AP-Central-4,Demo done,2024-09-23,5,OK,asked scheme support
CORACT00005385,05/16/2025,CORDLR002595,Star Revathi Mart,Farmer meeting,SR066,KA-Central-1,Demo done,2025-06-15,NA,same gps as prior visit,new counter opened nearby
CORACT00005386,2025-04-13,CORDLR000816,Mahalakshmi Irfan Fertilisers,Soil camp,SR078,KA-Central-5,Competitor push seen,2025-05-14,5,OK,stockist dispute
CORACT00005387,2025-07-27,CORDLR001976,Sri Bala Sales,Stock check,SR134,TN-North-3,Stock checked,2025-08-07,NA,manual,new counter opened nearby
CORACT00005388,2025-07-08,CORDLR002177,Balaji Manoj Paints,Drone demo,SR114,TS-North-6,Payment follow-up,,60,same gps as prior visit,
CORACT00005389,2026-03-07,CORDLR002044,Balaji Hari Associates,Stock check,SR045,AP-North-2,Stock checked,,10,missing,
CORACT00005390,2025-01-13,CORDLR002338,Prime Arun Agro,Drone demo,SR075,KA-South-9,Stock checked,2025-02-19,15,missing,cash crunch
CORACT00005391,2024-11-03,CORDLR000866,Modern Lakshmi Agro,Crop demo,SR065,TS-East-4,Demo done,,NA,same gps as prior visit,cash crunch
CORACT00005392,2024-07-12,CORDLR002170,Ganesh Sowmya Tyres,Payment follow-up,SR106,KA-North-4,Stock checked,,45,OK,stockist dispute
CORACT00005393,2025-12-09,CORDLR001134,Modern Sanjay Distributors,Stock check,SR076,AP-South-2,Stock checked,,NA,OK,shifted to competitor
CORACT00005394,2025-12-30,CORDLR001343,Kaveri Senthil Agro,Crop demo,SR074,TN-West-1,Owner absent,23/01/2026,30,OK,stockist dispute
CORACT00005395,2025-12-16,CORDLR000015,National Senthil Agro,Farmer meeting,SR133,TN-East-1,Order taken,2026-01-10,20,manual,cash crunch
CORACT00005396,2025-09-13,CORDLR002468,Modern Arun Corporation,Farmer meeting,SR135,TS-Central-9,Demo done,2025-09-30,15,missing,secondary sale low
CORACT00005397,2024-12-25,CORDLR001072,Vijaya Senthil Hardware,Stock check,SR115,TS-East-4,Competitor push seen,2025-01-02,NA,missing,cash crunch
CORACT00005398,2025-03-09,CORDLR000242,Sri Revathi Depot,Stock check,SR114,KL-North-5,Stock checked,2025-04-23,NA,missing,secondary sale low
CORACT00005399,03/06/2025,CORDLR001264,Balaji Yusuf Agro,Dealer visit,SR017,TS-South-1,Payment follow-up,07/07/2025,60,same gps as prior visit,new counter opened nearby
CORACT00005400,2026-03-18,CORDLR002651,New Ganesh Chemicals,Crop demo,SR134,KA-South-9,No order,2026-04-19,45,missing,asked scheme support
CORACT00005401,2025-09-21,CORDLR000982,NEW SANJAY AGRO,Stock check,SR125,KL-South-2,No order,2025-11-02,60,same gps as prior visit,cash crunch
