spray_id,spray_date,farmer_id,mapped_store_id,crop,acreage_sprayed,product_used,service_status,operator_id,note
CORDRN00001242,01/03/2026,CORFRM0003090,CORSTR00998,Cotton,5.66,COR0027,cancelled,DRN0238,farmer absent
CORDRN00001243,2025-05-31,CORFRM0008513,CORSTR00906,Maize,4.94,COR0013,rescheduled,DRN0167,
CORDRN00001244,05/28/2025,CORFRM0009259,CORSTR00618,Cotton,4.43,COR0022,completed,DRN0029,repeat booking
CORDRN00001245,2025-08-13,CORFRM0003137,CORSTR00092,Sugarcane,0.59,COR0002,completed,DRN0005,wind issue
CORDRN00001246,2025-06-20,CORFRM0015276,CORSTR00557,Mango,4.87,COR0025,payment pending,DRN0177,tank shortage
CORDRN00001247,2025-09-02,CORFRM0021790,CORSTR01073,Groundnut,4.78,COR0002,payment pending,DRN0076,farmer absent
CORDRN00001248,2025-03-11,CORFRM0003432,CORSTR00066,Vegetables,8.86,COR0025,completed,DRN0139,repeat booking
CORDRN00001249,2025-04-12,CORFRM0014941,CORSTR00786,Groundnut,9.46,COR0017,weather hold,DRN0074,farmer absent
CORDRN00001250,06/29/2025,CORFRM0009710,CORSTR00848,Groundnut,1.2,COR0008,payment pending,DRN0079,farmer absent
CORDRN00001251,2026-01-21,CORFRM0010496,CORSTR00683,Vegetables,1.1,COR0004,weather hold,DRN0076,
CORDRN00001252,2024-04-20,CORFRM0000881,CORSTR00422,Vegetables,7.34,COR0006,payment pending,DRN0186,tank shortage
CORDRN00001253,2026-01-23,CORFRM0018784,CORSTR00283,Vegetables,17.79,COR0003,completed,DRN0075,wind issue
CORDRN00001254,03/08/2024,CORFRM0001017,CORSTR00571,Mango,7.03,COR0029,cancelled,DRN0109,tank shortage
CORDRN00001255,2024-11-02,CORFRM0015404,CORSTR00289,Sugarcane,4.03,COR0006,weather hold,DRN0245,
CORDRN00001256,2025-10-24,CORFRM0017108,CORSTR01087,Sugarcane,4.59,COR0004,weather hold,DRN0198,tank shortage
CORDRN00001257,12/05/2025,CORFRM0016896,CORSTR00709,Chilli,14.48,COR0003,rescheduled,DRN0148,wind issue
CORDRN00001258,10/09/2024,CORFRM0021946,CORSTR00783,Cotton,18.06,COR0033,completed,DRN0163,
CORDRN00001259,2025-08-29,CORFRM0020996,CORSTR00316,Maize,19.97,COR0001,cancelled,DRN0155,farmer absent
CORDRN00001260,2025-10-16,CORFRM0021578,CORSTR00381,Sugarcane,0.96,COR0011,rescheduled,DRN0112,wind issue
CORDRN00001261,2025-02-28,CORFRM0018299,CORSTR00560,Cotton,6.2,COR0015,cancelled,DRN0015,
CORDRN00001262,2024-10-28,CORFRM0007684,CORSTR00848,Paddy,3.6,COR0021,weather hold,DRN0125,repeat booking
CORDRN00001263,2025-02-03,CORFRM0010040,CORSTR00549,Cotton,4.87,COR0011,completed,DRN0041,tank shortage
CORDRN00001264,2025-07-20,CORFRM0005677,CORSTR00288,Vegetables,7.21,COR0009,completed,DRN0007,farmer absent
CORDRN00001265,27/02/2025,CORFRM0016215,CORSTR00887,Groundnut,1.37,COR0013,weather hold,DRN0091,wind issue
CORDRN00001266,04/10/2025,CORFRM0022744,CORSTR00981,Banana,5.29,COR0018,rescheduled,DRN0119,repeat booking
CORDRN00001267,2026-02-06,CORFRM0020971,CORSTR00088,Cotton,6.46,COR0019,rescheduled,DRN0036,farmer absent
CORDRN00001268,2024-11-02,CORFRM0002113,CORSTR00762,Sugarcane,2.94,COR0002,weather hold,DRN0004,wind issue
CORDRN00001269,2024-07-02,CORFRM0021756,CORSTR00219,Vegetables,5.27,COR0018,payment pending,DRN0167,wind issue
CORDRN00001270,2025-01-15,CORFRM0003623,CORSTR00415,Maize,1.29,COR0031,rescheduled,DRN0101,farmer absent
CORDRN00001271,2025-08-02,CORFRM0001479,CORSTR00344,Chilli,9.03,COR0031,payment pending,DRN0073,repeat booking
CORDRN00001272,06/06/2024,CORFRM0024949,CORSTR00950,Maize,2.24,COR0007,cancelled,DRN0166,tank shortage
CORDRN00001273,2026-01-05,CORFRM0014535,CORSTR00835,Turmeric,2.73,COR0008,rescheduled,DRN0080,repeat booking
CORDRN00001274,2024-07-23,CORFRM0017102,CORSTR00198,Chilli,9.75,COR0029,cancelled,DRN0122,wind issue
CORDRN00001275,01/07/2026,CORFRM0019831,CORSTR00330,Chilli,0.62,COR0019,payment pending,DRN0064,repeat booking
CORDRN00001276,2024-07-20,CORFRM0013551,CORSTR00586,Mango,3.4,COR0026,payment pending,DRN0064,tank shortage
CORDRN00001277,2026-03-29,CORFRM0000232,CORSTR00043,Turmeric,12.43,COR0007,cancelled,DRN0012,farmer absent
CORDRN00001278,2025-10-14,CORFRM0018834,CORSTR00958,Turmeric,5.81,COR0023,completed,DRN0111,wind issue
CORDRN00001279,2024-05-06,CORFRM0008282,CORSTR00362,Paddy,7.32,COR0024,cancelled,DRN0149,repeat booking
CORDRN00001280,11/08/2024,CORFRM0008770,CORSTR00030,Sugarcane,13.65,COR0010,weather hold,DRN0070,tank shortage
CORDRN00001281,2024-09-11,CORFRM0006510,CORSTR00880,Sugarcane,7.32,COR0006,completed,DRN0234,
CORDRN00001282,2025-03-01,CORFRM0022339,CORSTR00785,Sugarcane,7.76,COR0016,cancelled,DRN0133,repeat booking
CORDRN00001283,2025-03-13,CORFRM0001148,CORSTR00989,Turmeric,1.1,COR0001,completed,DRN0162,wind issue
CORDRN00001284,2025-07-05,CORFRM0013170,CORSTR00953,Mango,1.92,COR0003,payment pending,DRN0183,repeat booking
CORDRN00001285,12-Nov-24,CORFRM0017521,CORSTR00429,Groundnut,16.54,COR0013,weather hold,DRN0010,
CORDRN00001286,2024-06-17,CORFRM0011122,CORSTR00242,Chilli,19.65,COR0021,rescheduled,DRN0038,repeat booking
CORDRN00001287,2024-06-07,CORFRM0001670,CORSTR00236,Maize,5.52,COR0032,payment pending,DRN0106,repeat booking
CORDRN00001288,2024-05-15,CORFRM0019277,CORSTR00471,Mango,5.76,COR0032,rescheduled,DRN0233,tank shortage
CORDRN00001289,2024-06-10,CORFRM0005700,CORSTR01132,Chilli,2.76,COR0013,completed,DRN0011,wind issue
CORDRN00001290,2025-09-02,CORFRM0024777,CORSTR00821,Chilli,1.02,COR0002,cancelled,DRN0234,tank shortage
CORDRN00001291,2025-06-05,CORFRM0017201,CORSTR00126,Turmeric,11.94,COR0008,weather hold,DRN0198,wind issue
CORDRN00001292,24/03/2025,CORFRM0003958,CORSTR00272,Paddy,17.46,COR0018,completed,DRN0131,
CORDRN00001293,2025-02-27,CORFRM0017404,CORSTR00668,Groundnut,0.66,COR0017,cancelled,DRN0218,repeat booking
CORDRN00001294,2025-10-11,CORFRM0011146,CORSTR00496,Groundnut,17.96,COR0031,cancelled,DRN0207,wind issue
CORDRN00001295,2024-10-22,CORFRM0013694,CORSTR00768,Sugarcane,3.46,COR0021,cancelled,DRN0036,repeat booking
CORDRN00001296,03/12/2026,CORFRM0002209,CORSTR00414,Mango,8.87,COR0022,completed,DRN0049,wind issue
CORDRN00001297,2025-03-02,CORFRM0001527,CORSTR01102,Paddy,2.28,COR0003,cancelled,DRN0249,farmer absent
CORDRN00001298,2025-09-06,CORFRM0003984,CORSTR00618,Sugarcane,10.17,COR0024,completed,DRN0171,wind issue
CORDRN00001299,2025-06-13,CORFRM0019891,CORSTR00898,Sugarcane,9.49,COR0031,completed,DRN0202,
CORDRN00001300,2024-06-05,CORFRM0009941,CORSTR01016,Turmeric,0.88,COR0026,completed,DRN0127,repeat booking
CORDRN00001301,21-Apr-25,CORFRM0001483,CORSTR00447,Cotton,6.84,COR0023,cancelled,DRN0166,wind issue
CORDRN00001302,2024-06-28,CORFRM0001107,CORSTR00855,Cotton,6.98,COR0028,completed,DRN0201,wind issue
CORDRN00001303,2024-10-27,CORFRM0011024,CORSTR00728,Mango,19.1,COR0023,weather hold,DRN0092,repeat booking
CORDRN00001304,2025-06-03,CORFRM0011716,CORSTR00231,Cotton,15.55,COR0019,rescheduled,DRN0225,repeat booking
CORDRN00001305,2025-01-20,CORFRM0008110,CORSTR00056,Chilli,5.03,COR0031,weather hold,DRN0068,wind issue
CORDRN00001306,2024-04-20,CORFRM0016321,CORSTR00631,Chilli,17.26,COR0032,cancelled,DRN0038,farmer absent
CORDRN00001307,2024-12-31,CORFRM0019422,CORSTR00176,Coconut,4.23,COR0027,payment pending,DRN0246,farmer absent
CORDRN00001308,15/08/2025,CORFRM0005130,CORSTR00876,Mango,17.42,COR0029,payment pending,DRN0119,tank shortage
CORDRN00001309,2025-08-17,CORFRM0019465,CORSTR01029,Groundnut,6.07,COR0030,completed,DRN0154,repeat booking
CORDRN00001310,2025-01-31,CORFRM0005407,CORSTR00480,Chilli,4.7,COR0005,payment pending,DRN0184,wind issue
CORDRN00001311,2024-04-21,CORFRM0018972,CORSTR00581,Cotton,2.76,COR0026,rescheduled,DRN0114,wind issue
CORDRN00001312,2025-07-12,CORFRM0024301,CORSTR01012,Turmeric,6.88,COR0032,weather hold,DRN0062,wind issue
CORDRN00001313,05/13/2025,CORFRM0003309,CORSTR00074,Turmeric,18.2,COR0018,weather hold,DRN0165,tank shortage
CORDRN00001314,2025-07-07,CORFRM0005474,CORSTR00379,Mango,0.75,COR0015,weather hold,DRN0146,repeat booking
CORDRN00001315,2024-10-16,CORFRM0006662,CORSTR01001,Vegetables,13.78,COR0029,completed,DRN0184,wind issue
CORDRN00001316,2026-03-05,CORFRM0024522,CORSTR01043,Cotton,0.6,COR0033,payment pending,DRN0238,tank shortage
CORDRN00001317,2024-10-01,CORFRM0006531,CORSTR01062,Vegetables,4.87,COR0022,weather hold,DRN0082,wind issue
CORDRN00001318,03/16/2026,CORFRM0022550,CORSTR00794,Banana,13.36,COR0033,payment pending,DRN0173,
CORDRN00001319,17-Mar-26,CORFRM0012210,CORSTR00124,Cotton,7.88,COR0015,weather hold,DRN0141,tank shortage
CORDRN00001320,2025-08-25,CORFRM0003852,CORSTR00327,Banana,7.13,COR0020,completed,DRN0010,farmer absent
CORDRN00001321,2025-12-11,CORFRM0021238,CORSTR00805,Mango,3.92,COR0012,completed,DRN0203,wind issue
CORDRN00001322,2025-11-10,CORFRM0015213,CORSTR00736,Cotton,11.85,COR0031,rescheduled,DRN0229,repeat booking
CORDRN00001323,30/05/2024,CORFRM0019683,CORSTR00919,Cotton,4.26,COR0011,weather hold,DRN0107,repeat booking
CORDRN00001324,26-Jun-24,CORFRM0023890,CORSTR00550,Groundnut,1.8,COR0010,payment pending,DRN0223,
CORDRN00001325,2024-04-25,CORFRM0000249,CORSTR00462,Cotton,17.61,COR0013,payment pending,DRN0089,wind issue
CORDRN00001326,08/31/2025,CORFRM0013758,CORSTR00060,Cotton,13.26,COR0008,payment pending,DRN0072,
CORDRN00001327,2025-06-26,CORFRM0011338,CORSTR01058,Paddy,5.97,COR0026,cancelled,DRN0100,repeat booking
CORDRN00001328,08/07/2025,CORFRM0012141,CORSTR00036,Groundnut,6.05,COR0017,cancelled,DRN0117,wind issue
CORDRN00001329,2024-09-28,CORFRM0010205,CORSTR00274,Sugarcane,12.65,COR0005,cancelled,DRN0030,tank shortage
CORDRN00001330,2026-01-31,CORFRM0022695,CORSTR00207,Turmeric,6.35,COR0005,rescheduled,DRN0003,
CORDRN00001331,2025-03-25,CORFRM0010391,CORSTR00670,Vegetables,13.72,COR0025,weather hold,DRN0147,wind issue
CORDRN00001332,2024-05-30,CORFRM0015127,CORSTR00270,Coconut,6.6,COR0019,rescheduled,DRN0006,
CORDRN00001333,2025-07-31,CORFRM0011135,CORSTR00757,Groundnut,19.76,COR0024,payment pending,DRN0226,tank shortage
CORDRN00001334,2024-06-21,CORFRM0013625,CORSTR00608,Coconut,2.82,COR0010,completed,DRN0098,repeat booking
CORDRN00001335,14/11/2025,CORFRM0024070,CORSTR01103,Chilli,1.63,COR0003,completed,DRN0060,repeat booking
CORDRN00001336,2024-10-21,CORFRM0020831,CORSTR00191,Turmeric,19.22,COR0019,cancelled,DRN0109,wind issue
CORDRN00001337,2025-07-12,CORFRM0015516,CORSTR00949,Cotton,2.42,COR0006,cancelled,DRN0206,
CORDRN00001338,2024-07-30,CORFRM0000274,CORSTR00304,Cotton,5.32,COR0001,payment pending,DRN0001,
CORDRN00001339,2024-06-21,CORFRM0020036,CORSTR00547,Turmeric,7.58,COR0009,rescheduled,DRN0092,wind issue
CORDRN00001340,2025-12-01,CORFRM0024187,CORSTR00377,Coconut,0.64,COR0020,rescheduled,DRN0096,wind issue
CORDRN00001341,2024-09-10,CORFRM0013491,CORSTR00827,Turmeric,7.07,COR0017,completed,DRN0012,repeat booking
CORDRN00001342,22-Aug-25,CORFRM0018362,CORSTR01128,Coconut,5.44,COR0020,weather hold,DRN0184,
CORDRN00001343,2025-02-18,CORFRM0004605,CORSTR00656,Chilli,2.47,COR0033,rescheduled,DRN0198,farmer absent
CORDRN00001344,2025-03-03,CORFRM0014061,CORSTR00777,Banana,0.62,COR0020,payment pending,DRN0021,tank shortage
CORDRN00001345,2024-07-07,CORFRM0018068,CORSTR00938,Chilli,16.25,COR0019,payment pending,DRN0087,repeat booking
CORDRN00001346,2024-12-29,CORFRM0022597,CORSTR01091,Chilli,6.96,COR0028,weather hold,DRN0203,repeat booking
CORDRN00001347,2025-09-06,CORFRM0002065,CORSTR00972,Paddy,9.79,COR0019,completed,DRN0119,farmer absent
CORDRN00001348,2026-03-02,CORFRM0008121,CORSTR00239,Mango,1.45,COR0002,payment pending,DRN0133,farmer absent
CORDRN00001349,2024-10-22,CORFRM0016909,CORSTR00839,Banana,14.79,COR0032,completed,DRN0038,repeat booking
CORDRN00001350,2025-09-03,CORFRM0016794,CORSTR00898,Cotton,7.41,COR0031,weather hold,DRN0244,
CORDRN00001351,2025-07-14,CORFRM0004684,CORSTR00934,Mango,2.13,COR0020,payment pending,DRN0088,tank shortage
CORDRN00001352,2024-04-03,CORFRM0012711,CORSTR00529,Vegetables,4.94,COR0004,payment pending,DRN0038,tank shortage
CORDRN00001353,2024-08-01,CORFRM0002169,CORSTR01108,Groundnut,4.49,COR0025,payment pending,DRN0207,tank shortage
CORDRN00001354,2025-03-18,CORFRM0014864,CORSTR00390,Groundnut,17.82,COR0005,rescheduled,DRN0112,wind issue
CORDRN00001355,2024-05-09,CORFRM0008529,CORSTR01101,Coconut,1.77,COR0012,payment pending,DRN0006,
CORDRN00001356,2025-02-03,CORFRM0016648,CORSTR00300,Groundnut,9.63,COR0001,cancelled,DRN0235,
CORDRN00001357,2026-01-13,CORFRM0014429,CORSTR00001,Mango,7.75,COR0011,completed,DRN0006,repeat booking
CORDRN00001358,29/01/2025,CORFRM0014214,CORSTR00947,Sugarcane,3.43,COR0013,cancelled,DRN0233,
CORDRN00001359,2025-05-25,CORFRM0018169,CORSTR00261,Coconut,6.32,COR0025,payment pending,DRN0087,farmer absent
CORDRN00001360,2025-07-04,CORFRM0004678,CORSTR00710,Turmeric,17.42,COR0024,weather hold,DRN0127,
CORDRN00001361,2024-07-14,CORFRM0020707,CORSTR01115,Maize,14.13,COR0024,payment pending,DRN0065,farmer absent
CORDRN00001362,2024-12-09,CORFRM0006898,CORSTR00602,Coconut,1.65,COR0014,completed,DRN0229,tank shortage
CORDRN00001363,2025-01-16,CORFRM0016241,CORSTR01062,Vegetables,17.13,COR0029,weather hold,DRN0213,
CORDRN00001364,2024-11-04,CORFRM0021405,CORSTR01057,Turmeric,10.53,COR0028,payment pending,DRN0077,
CORDRN00001365,2025-06-02,CORFRM0012857,CORSTR01009,Sugarcane,4.93,COR0006,weather hold,DRN0140,wind issue
CORDRN00001366,24/11/2025,CORFRM0020644,CORSTR00286,Cotton,17.8,COR0002,cancelled,DRN0057,wind issue
CORDRN00001367,2025-05-16,CORFRM0004942,CORSTR00259,Turmeric,14.51,COR0002,weather hold,DRN0003,
CORDRN00001368,2024-07-29,CORFRM0022859,CORSTR00847,Turmeric,0.7,COR0023,payment pending,DRN0197,farmer absent
CORDRN00001369,2024-07-30,CORFRM0020594,CORSTR00645,Chilli,7.84,COR0024,cancelled,DRN0140,wind issue
CORDRN00001370,2026-01-14,CORFRM0004433,CORSTR00012,Chilli,4.6,COR0019,rescheduled,DRN0194,wind issue
CORDRN00001371,26/10/2024,CORFRM0010690,CORSTR00417,Cotton,8.41,COR0006,weather hold,DRN0220,
CORDRN00001372,2026-02-24,CORFRM0014063,CORSTR01049,Paddy,10.84,COR0010,rescheduled,DRN0171,repeat booking
CORDRN00001373,2024-12-27,CORFRM0023452,CORSTR00809,Groundnut,11.02,COR0006,rescheduled,DRN0074,
CORDRN00001374,12/30/2024,CORFRM0017865,CORSTR00032,Cotton,16.17,COR0031,rescheduled,DRN0212,wind issue
CORDRN00001375,2024-04-12,CORFRM0018474,CORSTR00552,Sugarcane,9.49,COR0031,cancelled,DRN0062,repeat booking
CORDRN00001376,2026-01-04,CORFRM0005186,CORSTR00190,Chilli,6.96,COR0016,rescheduled,DRN0008,repeat booking
CORDRN00001377,2025-01-25,CORFRM0003516,CORSTR00589,Paddy,9.55,COR0005,completed,DRN0188,wind issue
CORDRN00001378,2024-11-06,CORFRM0005932,CORSTR00725,Coconut,11.53,COR0023,rescheduled,DRN0205,
CORDRN00001379,2024-07-26,CORFRM0018760,CORSTR00603,Cotton,19.71,COR0022,completed,DRN0175,wind issue
CORDRN00001380,2024-12-19,CORFRM0016404,CORSTR00430,Groundnut,14.11,COR0011,cancelled,DRN0023,
CORDRN00001381,2025-05-22,CORFRM0022471,CORSTR00111,Vegetables,13.51,COR0002,rescheduled,DRN0160,wind issue
CORDRN00001382,2024-08-14,CORFRM0014418,CORSTR00272,Coconut,5.97,COR0010,rescheduled,DRN0221,tank shortage
CORDRN00001383,2025-11-26,CORFRM0014448,CORSTR01011,Cotton,10.38,COR0016,rescheduled,DRN0082,repeat booking
CORDRN00001384,2025-04-08,CORFRM0010680,CORSTR00003,Chilli,1.53,COR0022,weather hold,DRN0009,tank shortage
CORDRN00001385,2025-02-04,CORFRM0002864,CORSTR00559,Mango,2.71,COR0025,payment pending,DRN0046,tank shortage
CORDRN00001386,2025-12-31,CORFRM0007111,CORSTR00130,Maize,4.34,COR0028,cancelled,DRN0211,
CORDRN00001387,2024-08-24,CORFRM0018669,CORSTR00456,Chilli,9.63,COR0008,weather hold,DRN0040,farmer absent
CORDRN00001388,2024-04-13,CORFRM0011925,CORSTR00768,Sugarcane,2.33,COR0014,rescheduled,DRN0048,tank shortage
CORDRN00001389,2024-08-23,CORFRM0006762,CORSTR00452,Turmeric,8.28,COR0017,weather hold,DRN0227,tank shortage
CORDRN00001390,2024-04-03,CORFRM0003372,CORSTR00851,Vegetables,4.09,COR0016,payment pending,DRN0052,wind issue
CORDRN00001391,16/10/2024,CORFRM0023036,CORSTR01068,Maize,5.19,COR0030,weather hold,DRN0130,
CORDRN00001392,2025-08-15,CORFRM0018442,CORSTR00015,Paddy,1.47,COR0019,cancelled,DRN0180,wind issue
CORDRN00001393,2025-04-22,CORFRM0012526,CORSTR00088,Vegetables,19.4,COR0027,cancelled,DRN0017,tank shortage
CORDRN00001394,2024-06-04,CORFRM0008526,CORSTR01042,Sugarcane,7.0,COR0009,rescheduled,DRN0210,tank shortage
CORDRN00001395,08/04/2025,CORFRM0019712,CORSTR00071,Paddy,8.0,COR0006,rescheduled,DRN0127,farmer absent
CORDRN00001396,2026-03-01,CORFRM0024900,CORSTR00093,Paddy,12.86,COR0021,completed,DRN0146,farmer absent
CORDRN00001397,24-May-25,CORFRM0007272,CORSTR00138,Chilli,1.67,COR0026,weather hold,DRN0206,
CORDRN00001398,2024-10-19,CORFRM0013376,CORSTR00946,Chilli,3.55,COR0033,cancelled,DRN0125,
CORDRN00001399,2025-08-26,CORFRM0023898,CORSTR00583,Cotton,5.33,COR0009,weather hold,DRN0103,repeat booking
CORDRN00001400,27/10/2024,CORFRM0008012,CORSTR01002,Banana,12.8,COR0024,payment pending,DRN0063,
CORDRN00001401,03/08/2024,CORFRM0002296,CORSTR00734,Mango,3.44,COR0009,rescheduled,DRN0006,wind issue
CORDRN00001402,2024-10-14,CORFRM0023759,CORSTR01128,Groundnut,3.96,COR0030,cancelled,DRN0178,
CORDRN00001403,2025-06-29,CORFRM0002612,CORSTR00132,Groundnut,2.32,COR0012,cancelled,DRN0031,repeat booking
CORDRN00001404,2024-07-12,CORFRM0015004,CORSTR00536,Turmeric,0.64,COR0006,payment pending,DRN0032,tank shortage
CORDRN00001405,2024-09-24,CORFRM0008067,CORSTR01056,Vegetables,8.63,COR0013,payment pending,DRN0086,
CORDRN00001406,2024-09-14,CORFRM0008186,CORSTR01084,Sugarcane,4.32,COR0020,completed,DRN0023,wind issue
CORDRN00001407,2024-11-13,CORFRM0023006,CORSTR00838,Cotton,16.07,COR0030,payment pending,DRN0135,wind issue
CORDRN00001408,2025-08-27,CORFRM0019689,CORSTR00407,Chilli,7.14,COR0031,completed,DRN0123,tank shortage
CORDRN00001409,2024-09-23,CORFRM0003782,CORSTR00606,Groundnut,8.84,COR0013,rescheduled,DRN0185,repeat booking
CORDRN00001410,2025-01-01,CORFRM0019611,CORSTR00952,Maize,15.58,COR0024,completed,DRN0120,
CORDRN00001411,2025-06-27,CORFRM0015496,CORSTR01038,Turmeric,7.12,COR0009,completed,DRN0012,wind issue
CORDRN00001412,12/09/2024,CORFRM0003213,CORSTR00259,Coconut,1.31,COR0012,completed,DRN0222,repeat booking
CORDRN00001413,2024-12-11,CORFRM0014335,CORSTR00112,Sugarcane,4.72,COR0032,completed,DRN0244,
CORDRN00001414,2025-09-19,CORFRM0019664,CORSTR01107,Maize,2.74,COR0031,completed,DRN0179,repeat booking
CORDRN00001415,2025-02-18,CORFRM0005313,CORSTR01043,Groundnut,13.67,COR0014,payment pending,DRN0194,farmer absent
CORDRN00001416,2025-11-08,CORFRM0009662,CORSTR00709,Maize,0.7,COR0018,cancelled,DRN0043,farmer absent
CORDRN00001417,2024-05-30,CORFRM0001336,CORSTR00130,Coconut,7.63,COR0017,payment pending,DRN0073,farmer absent
CORDRN00001418,2024-12-15,CORFRM0021465,CORSTR01049,Coconut,0.59,COR0015,payment pending,DRN0244,repeat booking
CORDRN00001419,2025-02-21,CORFRM0002129,CORSTR00826,Maize,13.95,COR0021,weather hold,DRN0190,farmer absent
CORDRN00001420,10/30/2024,CORFRM0011140,CORSTR01023,Banana,9.71,COR0012,cancelled,DRN0003,farmer absent
CORDRN00001421,2025-09-24,CORFRM0020814,CORSTR00262,Turmeric,2.06,COR0025,cancelled,DRN0129,wind issue
CORDRN00001422,2025-10-01,CORFRM0013491,CORSTR00827,Turmeric,10.48,COR0019,weather hold,DRN0230,tank shortage
CORDRN00001423,2024-05-23,CORFRM0017007,CORSTR00586,Sugarcane,5.85,COR0001,rescheduled,DRN0023,wind issue
CORDRN00001424,2025-10-06,CORFRM0022450,CORSTR00632,Chilli,14.66,COR0019,payment pending,DRN0045,
CORDRN00001425,2024-05-19,CORFRM0011713,CORSTR00371,Sugarcane,17.4,COR0016,completed,DRN0052,farmer absent
CORDRN00001426,2025-03-28,CORFRM0014940,CORSTR00347,Chilli,2.84,COR0021,weather hold,DRN0052,repeat booking
CORDRN00001427,12/07/2024,CORFRM0006389,CORSTR00685,Vegetables,1.59,COR0017,completed,DRN0002,tank shortage
CORDRN00001428,2026-01-23,CORFRM0008168,CORSTR01025,Turmeric,2.68,COR0020,cancelled,DRN0010,
CORDRN00001429,30/08/2025,CORFRM0017061,CORSTR00791,Mango,19.96,COR0004,weather hold,DRN0155,farmer absent
CORDRN00001430,2025-01-17,CORFRM0004273,CORSTR00327,Paddy,11.98,COR0014,weather hold,DRN0103,repeat booking
CORDRN00001431,2025-12-30,CORFRM0009755,CORSTR00138,Chilli,11.41,COR0007,weather hold,DRN0077,farmer absent
CORDRN00001432,2024-08-26,CORFRM0015416,CORSTR00589,Sugarcane,10.8,COR0017,weather hold,DRN0073,repeat booking
CORDRN00001433,2025-06-10,CORFRM0017836,CORSTR00298,Vegetables,1.28,COR0002,weather hold,DRN0136,repeat booking
CORDRN00001434,2025-08-06,CORFRM0014731,CORSTR01124,Chilli,4.32,COR0033,weather hold,DRN0032,tank shortage
CORDRN00001435,2025-01-31,CORFRM0021316,CORSTR00325,Banana,5.43,COR0011,completed,DRN0153,farmer absent
CORDRN00001436,2025-07-26,CORFRM0002596,CORSTR00205,Groundnut,19.39,COR0013,rescheduled,DRN0042,
CORDRN00001437,2025-10-06,CORFRM0001955,CORSTR00010,Chilli,0.85,COR0015,rescheduled,DRN0097,farmer absent
CORDRN00001438,2026-01-06,CORFRM0004032,CORSTR00711,Banana,8.92,COR0006,cancelled,DRN0192,
CORDRN00001439,2025-07-05,CORFRM0008386,CORSTR00939,Paddy,0.55,COR0009,payment pending,DRN0058,farmer absent
CORDRN00001440,16/03/2025,CORFRM0024247,CORSTR00924,Chilli,3.25,COR0011,completed,DRN0043,wind issue
CORDRN00001441,19/11/2025,CORFRM0016776,CORSTR00063,Turmeric,1.2,COR0004,rescheduled,DRN0039,
CORDRN00001442,2025-09-20,CORFRM0011694,CORSTR00786,Groundnut,5.41,COR0006,rescheduled,DRN0105,repeat booking
CORDRN00001443,2025-05-29,CORFRM0008316,CORSTR01055,Turmeric,6.22,COR0021,cancelled,DRN0183,
CORDRN00001444,2024-07-30,CORFRM0018158,CORSTR00864,Chilli,7.27,COR0030,cancelled,DRN0191,farmer absent
CORDRN00001445,2024-11-29,CORFRM0013890,CORSTR00079,Cotton,18.65,COR0026,weather hold,DRN0216,tank shortage
CORDRN00001446,21-Jul-25,CORFRM0013403,CORSTR00900,Cotton,2.99,COR0011,rescheduled,DRN0199,repeat booking
CORDRN00001447,27/09/2024,CORFRM0012226,CORSTR00803,Cotton,7.38,COR0011,payment pending,DRN0209,wind issue
CORDRN00001448,2024-05-11,CORFRM0022798,CORSTR00369,Chilli,7.22,COR0015,rescheduled,DRN0242,tank shortage
CORDRN00001449,08/05/2024,CORFRM0002293,CORSTR00260,Maize,2.15,COR0018,weather hold,DRN0042,
CORDRN00001450,02/09/2024,CORFRM0009650,CORSTR00859,Banana,5.66,COR0016,rescheduled,DRN0071,farmer absent
CORDRN00001451,2026-01-30,CORFRM0019291,CORSTR00159,Cotton,2.72,COR0028,payment pending,DRN0135,repeat booking
CORDRN00001452,03/02/2026,CORFRM0018452,CORSTR00467,Maize,2.47,COR0024,weather hold,DRN0148,wind issue
CORDRN00001453,2025-08-17,CORFRM0017018,CORSTR01011,Coconut,6.19,COR0004,weather hold,DRN0042,repeat booking
CORDRN00001454,11/02/2025,CORFRM0002093,CORSTR00002,Banana,18.54,COR0022,rescheduled,DRN0096,tank shortage
CORDRN00001455,2024-08-24,CORFRM0015867,CORSTR00355,Mango,5.94,COR0012,payment pending,DRN0171,repeat booking
CORDRN00001456,2024-04-27,CORFRM0002555,CORSTR01149,Paddy,11.75,COR0003,cancelled,DRN0106,tank shortage
CORDRN00001457,06/02/2026,CORFRM0019709,CORSTR01050,Banana,10.58,COR0012,weather hold,DRN0055,wind issue
CORDRN00001458,2024-06-10,CORFRM0003171,CORSTR00182,Maize,0.97,COR0031,cancelled,DRN0116,
CORDRN00001459,2024-08-01,CORFRM0006281,CORSTR00404,Turmeric,5.06,COR0028,completed,DRN0054,tank shortage
CORDRN00001460,2025-04-13,CORFRM0014203,CORSTR00910,Chilli,3.59,COR0029,payment pending,DRN0194,
CORDRN00001461,2024-07-27,CORFRM0006831,CORSTR00722,Sugarcane,5.35,COR0023,rescheduled,DRN0216,repeat booking
CORDRN00001462,2025-03-23,CORFRM0011040,CORSTR00418,Turmeric,2.83,COR0014,cancelled,DRN0204,wind issue
CORDRN00001463,2024-05-22,CORFRM0004218,CORSTR01036,Maize,9.42,COR0014,payment pending,DRN0209,farmer absent
