event_id,event_date,machine_id,dealer_id,colour_code,base_liters,can_count,status,note
ASPTNTEVT00001076,2025-07-12,ASPTINT00065,ASPDLR000572,L124,35.04,32,re-tint,power cut
ASPTNTEVT00001077,12/19/2024,ASPTINT00120,ASPDLR000787,missing,32.39,9,dispensed,power cut
ASPTNTEVT00001078,2025-12-21,ASPTINT00382,ASPDLR000830,W001,49.67,8,dispensed,power cut
ASPTNTEVT00001079,03/22/2026,ASPTINT00598,ASPDLR000102,R156,14.56,31,dispensed,machine down
ASPTNTEVT00001080,09/03/2025,ASPTINT00015,ASPDLR000424,W001,40.60,35,cancelled,machine down
ASPTNTEVT00001081,2024-07-27,ASPTINT00643,ASPDLR000132,N093,13.48,29,manual formula,power cut
ASPTNTEVT00001082,2025-09-14,ASPTINT00357,ASPDLR000923,Y076,24.71,1,dispensed,
ASPTNTEVT00001083,2025-12-08,ASPTINT00365,ASPDLR000253,Y076,32.56,11,re-tint,power cut
ASPTNTEVT00001084,2024-12-29,ASPTINT00249,ASPDLR000842,R156,58.78,15,service error,manual entry
ASPTNTEVT00001085,07/08/2024,ASPTINT00631,ASPDLR000517,R156,6.38,16,cancelled,shade mismatch
ASPTNTEVT00001086,2025-11-14,ASPTINT00038,ASPDLR000941,Y076,54.43,30,cancelled,shade mismatch
ASPTNTEVT00001087,2025-06-24,ASPTINT00174,ASPDLR000034,Y076,12.75,34,cancelled,machine down
ASPTNTEVT00001088,2026-01-11,ASPTINT00627,ASPDLR000551,W001,26.73,27,service error,
ASPTNTEVT00001089,2024-08-17,ASPTINT00021,ASPDLR000478,R156,33.23,32,dispensed,shade mismatch
ASPTNTEVT00001090,2025-08-08,ASPTINT00358,ASPDLR000083,R156,40.30,19,service error,power cut
ASPTNTEVT00001091,2025-05-23,ASPTINT00563,ASPDLR000039,Y076,29.61,8,dispensed,machine down
ASPTNTEVT00001092,2024-07-06,ASPTINT00376,ASPDLR000260,L124,11.61,30,manual formula,manual entry
ASPTNTEVT00001093,2025-06-30,ASPTINT00577,ASPDLR000101,missing,25.81,9,manual formula,machine down
ASPTNTEVT00001094,2025-08-23,ASPTINT00263,ASPDLR000527,W001,54.61,22,re-tint,manual entry
ASPTNTEVT00001095,2024-07-14,ASPTINT00060,ASPDLR000080,custom,24.59,31,service error,power cut
ASPTNTEVT00001096,2025-08-05,ASPTINT00223,ASPDLR000672,W001,36.34,22,dispensed,
ASPTNTEVT00001097,2025-11-06,ASPTINT00392,ASPDLR000639,R156,55.06,2,manual formula,
ASPTNTEVT00001098,2025-09-24,ASPTINT00464,ASPDLR000378,W001,58.02,30,service error,
ASPTNTEVT00001099,2024-12-10,ASPTINT00244,ASPDLR000686,N093,53.68,28,manual formula,machine down
ASPTNTEVT00001100,22/01/2026,ASPTINT00227,ASPDLR000493,custom,0.63,4,cancelled,manual entry
ASPTNTEVT00001101,2025-08-08,ASPTINT00099,ASPDLR000816,missing,47.68,27,re-tint,power cut
ASPTNTEVT00001102,06/10/2024,ASPTINT00573,ASPDLR000971,R156,19.58,14,manual formula,shade mismatch
ASPTNTEVT00001103,02/27/2025,ASPTINT00203,ASPDLR000994,Y076,20.58,19,manual formula,manual entry
ASPTNTEVT00001104,2025-02-08,ASPTINT00318,ASPDLR000682,missing,41.84,26,cancelled,manual entry
ASPTNTEVT00001105,2025-08-04,ASPTINT00098,ASPDLR000813,missing,43.99,5,manual formula,
ASPTNTEVT00001106,2025-02-25,ASPTINT00154,ASPDLR000594,N093,42.17,8,dispensed,machine down
ASPTNTEVT00001107,2024-07-17,ASPTINT00085,ASPDLR000797,L124,23.07,29,manual formula,machine down
ASPTNTEVT00001108,22/03/2025,ASPTINT00516,ASPDLR000733,N093,34.48,34,re-tint,shade mismatch
ASPTNTEVT00001109,2024-12-21,ASPTINT00171,ASPDLR000585,N093,41.68,11,manual formula,power cut
ASPTNTEVT00001110,2024-08-13,ASPTINT00392,ASPDLR000639,W001,53.87,26,dispensed,manual entry
ASPTNTEVT00001111,2024-06-04,ASPTINT00102,ASPDLR000715,R156,1.17,5,cancelled,machine down
ASPTNTEVT00001112,2026-02-27,ASPTINT00553,ASPDLR000468,N093,51.94,3,dispensed,shade mismatch
ASPTNTEVT00001113,10/27/2025,ASPTINT00331,ASPDLR000544,N093,27.70,26,re-tint,manual entry
ASPTNTEVT00001114,2026-03-31,ASPTINT00012,ASPDLR000044,R156,5.58,24,dispensed,shade mismatch
ASPTNTEVT00001115,2025-11-03,ASPTINT00562,ASPDLR000939,N093,19.01,14,re-tint,machine down
ASPTNTEVT00001116,2024-08-08,ASPTINT00024,ASPDLR000136,L124,24.15,31,dispensed,
ASPTNTEVT00001117,2025-03-31,ASPTINT00382,ASPDLR000830,N093,14.34,28,re-tint,shade mismatch
ASPTNTEVT00001118,2024-08-06,ASPTINT00190,ASPDLR000996,missing,30.84,27,manual formula,machine down
ASPTNTEVT00001119,06/08/2025,ASPTINT00390,ASPDLR000451,L124,24.21,34,cancelled,power cut
ASPTNTEVT00001120,04/18/2025,ASPTINT00030,ASPDLR000163,R156,15.02,1,manual formula,shade mismatch
ASPTNTEVT00001121,2024-05-24,ASPTINT00126,ASPDLR000986,W001,3.24,11,service error,shade mismatch
ASPTNTEVT00001122,2024-11-20,ASPTINT00355,ASPDLR000938,L124,28.80,4,cancelled,power cut
ASPTNTEVT00001123,2025-12-21,ASPTINT00141,ASPDLR000745,L124,35.03,35,cancelled,machine down
ASPTNTEVT00001124,2024-12-19,ASPTINT00640,ASPDLR000623,R156,39.37,21,re-tint,manual entry
ASPTNTEVT00001125,2024-07-09,ASPTINT00430,ASPDLR000860,L124,22.88,22,re-tint,machine down
ASPTNTEVT00001126,2025-12-20,ASPTINT00558,ASPDLR000904,custom,15.09,28,dispensed,manual entry
ASPTNTEVT00001127,09/11/2025,ASPTINT00549,ASPDLR000697,missing,27.65,31,re-tint,shade mismatch
ASPTNTEVT00001128,08/12/2025,ASPTINT00024,ASPDLR000136,missing,20.81,18,dispensed,machine down
ASPTNTEVT00001129,2025-11-06,ASPTINT00361,ASPDLR000562,R156,11.12,16,manual formula,power cut
ASPTNTEVT00001130,2024-11-29,ASPTINT00196,ASPDLR000845,W001,39.98,33,manual formula,power cut
ASPTNTEVT00001131,02/03/2025,ASPTINT00568,ASPDLR000334,N093,33.00,19,service error,shade mismatch
ASPTNTEVT00001132,2025-08-31,ASPTINT00138,ASPDLR000780,W001,41.84,13,cancelled,machine down
ASPTNTEVT00001133,2025-10-24,ASPTINT00181,ASPDLR000355,W001,27.26,23,manual formula,
ASPTNTEVT00001134,2024-10-09,ASPTINT00062,ASPDLR000112,custom,26.22,15,service error,shade mismatch
ASPTNTEVT00001135,2024-11-12,ASPTINT00130,ASPDLR000140,W001,9.07,26,dispensed,shade mismatch
ASPTNTEVT00001136,2024-09-19,ASPTINT00177,ASPDLR000684,W001,1.97,3,cancelled,manual entry
ASPTNTEVT00001137,09/17/2024,ASPTINT00030,ASPDLR000163,Y076,49.96,27,cancelled,
ASPTNTEVT00001138,2024-04-14,ASPTINT00481,ASPDLR000104,missing,16.36,10,manual formula,manual entry
ASPTNTEVT00001139,2025-01-17,ASPTINT00169,ASPDLR000761,N093,34.71,13,manual formula,power cut
ASPTNTEVT00001140,2025-03-28,ASPTINT00142,ASPDLR000377,custom,33.16,20,manual formula,shade mismatch
ASPTNTEVT00001141,05-Feb-26,ASPTINT00531,ASPDLR000108,custom,43.03,19,re-tint,power cut
ASPTNTEVT00001142,2025-10-28,ASPTINT00057,ASPDLR000957,W001,44.27,27,manual formula,machine down
ASPTNTEVT00001143,2025-09-01,ASPTINT00521,ASPDLR000947,L124,8.97,16,cancelled,machine down
ASPTNTEVT00001144,2024-10-05,ASPTINT00274,ASPDLR000744,W001,50.37,5,manual formula,
ASPTNTEVT00001145,28-Aug-24,ASPTINT00222,ASPDLR000217,missing,27.24,30,re-tint,shade mismatch
ASPTNTEVT00001146,2025-03-02,ASPTINT00631,ASPDLR000517,R156,34.56,12,re-tint,manual entry
ASPTNTEVT00001147,2025-02-14,ASPTINT00299,ASPDLR000569,L124,36.30,10,service error,manual entry
ASPTNTEVT00001148,2024-09-19,ASPTINT00055,ASPDLR000775,N093,30.13,12,cancelled,
ASPTNTEVT00001149,2026-01-15,ASPTINT00449,ASPDLR000312,L124,48.06,18,manual formula,manual entry
ASPTNTEVT00001150,2025-06-08,ASPTINT00104,ASPDLR000659,L124,12.15,1,re-tint,power cut
ASPTNTEVT00001151,2026-02-16,ASPTINT00211,ASPDLR000572,W001,21.28,2,cancelled,power cut
ASPTNTEVT00001152,2024-05-02,ASPTINT00056,ASPDLR000969,custom,31.55,26,service error,manual entry
ASPTNTEVT00001153,2026-02-07,ASPTINT00206,ASPDLR000857,Y076,30.15,1,service error,shade mismatch
ASPTNTEVT00001154,2026-01-30,ASPTINT00061,ASPDLR000947,W001,53.08,24,dispensed,power cut
ASPTNTEVT00001155,2025-07-15,ASPTINT00279,ASPDLR000229,custom,45.62,24,service error,shade mismatch
ASPTNTEVT00001156,22/12/2025,ASPTINT00380,ASPDLR000054,Y076,24.57,34,service error,manual entry
ASPTNTEVT00001157,2025-11-22,ASPTINT00607,ASPDLR000104,custom,21.85,29,manual formula,machine down
ASPTNTEVT00001158,2025-07-19,ASPTINT00561,ASPDLR000368,N093,8.42,13,cancelled,
ASPTNTEVT00001159,2024-11-30,ASPTINT00406,ASPDLR000521,N093,27.23,3,dispensed,manual entry
ASPTNTEVT00001160,2025-10-31,ASPTINT00011,ASPDLR000082,custom,37.52,20,re-tint,manual entry
ASPTNTEVT00001161,2024-06-14,ASPTINT00258,ASPDLR000212,custom,16.88,3,cancelled,machine down
ASPTNTEVT00001162,2025-12-13,ASPTINT00225,ASPDLR000557,custom,46.96,17,manual formula,shade mismatch
ASPTNTEVT00001163,2025-11-12,ASPTINT00168,ASPDLR000285,custom,37.36,34,manual formula,power cut
ASPTNTEVT00001164,2024-07-11,ASPTINT00359,ASPDLR000895,N093,49.37,6,cancelled,
ASPTNTEVT00001165,2025-10-12,ASPTINT00393,ASPDLR000651,missing,25.24,2,manual formula,machine down
ASPTNTEVT00001166,2025-10-14,ASPTINT00008,ASPDLR000749,W001,25.43,21,dispensed,shade mismatch
ASPTNTEVT00001167,2025-10-26,ASPTINT00390,ASPDLR000451,missing,40.08,3,cancelled,manual entry
ASPTNTEVT00001168,08/24/2025,ASPTINT00412,ASPDLR000770,custom,49.59,2,manual formula,machine down
ASPTNTEVT00001169,01-Jul-25,ASPTINT00501,ASPDLR000940,W001,44.07,21,cancelled,power cut
ASPTNTEVT00001170,2025-03-06,ASPTINT00644,ASPDLR000752,L124,47.16,17,cancelled,
ASPTNTEVT00001171,2024-11-02,ASPTINT00471,ASPDLR000559,N093,48.05,16,cancelled,
ASPTNTEVT00001172,2024-08-20,ASPTINT00475,ASPDLR000417,Y076,26.86,10,manual formula,shade mismatch
ASPTNTEVT00001173,2025-09-12,ASPTINT00258,ASPDLR000212,N093,8.44,28,cancelled,shade mismatch
ASPTNTEVT00001174,2025-01-19,ASPTINT00192,ASPDLR000802,R156,33.70,7,manual formula,shade mismatch
ASPTNTEVT00001175,2024-07-26,ASPTINT00137,ASPDLR000693,W001,28.93,2,service error,power cut
ASPTNTEVT00001176,05/22/2024,ASPTINT00471,ASPDLR000559,L124,20.64,28,cancelled,machine down
ASPTNTEVT00001177,2025-09-30,ASPTINT00429,ASPDLR000939,Y076,46.01,14,service error,machine down
ASPTNTEVT00001178,2025-10-27,ASPTINT00501,ASPDLR000940,N093,14.08,12,manual formula,machine down
ASPTNTEVT00001179,06/22/2025,ASPTINT00104,ASPDLR000659,custom,51.11,4,cancelled,machine down
ASPTNTEVT00001180,09/15/2024,ASPTINT00410,ASPDLR000901,R156,42.24,32,cancelled,manual entry
ASPTNTEVT00001181,04-Sep-24,ASPTINT00482,ASPDLR000125,custom,11.89,27,re-tint,manual entry
ASPTNTEVT00001182,25/05/2024,ASPTINT00507,ASPDLR000523,W001,36.88,26,manual formula,
ASPTNTEVT00001183,2025-12-25,ASPTINT00487,ASPDLR000265,R156,17.82,35,dispensed,manual entry
ASPTNTEVT00001184,30/01/2026,ASPTINT00046,ASPDLR000708,L124,1.66,13,cancelled,
ASPTNTEVT00001185,2025-11-02,ASPTINT00382,ASPDLR000830,N093,15.29,17,cancelled,machine down
ASPTNTEVT00001186,2024-10-09,ASPTINT00383,ASPDLR000088,N093,49.10,23,dispensed,shade mismatch
ASPTNTEVT00001187,2025-02-08,ASPTINT00249,ASPDLR000842,Y076,15.90,23,cancelled,power cut
ASPTNTEVT00001188,2024-07-06,ASPTINT00480,ASPDLR000335,R156,34.07,19,re-tint,power cut
ASPTNTEVT00001189,2024-12-11,ASPTINT00513,ASPDLR000493,R156,29.92,7,cancelled,shade mismatch
ASPTNTEVT00001190,2025-04-11,ASPTINT00465,ASPDLR000334,missing,44.66,15,manual formula,power cut
ASPTNTEVT00001191,2024-09-30,ASPTINT00242,ASPDLR000732,W001,13.61,1,manual formula,manual entry
ASPTNTEVT00001192,11-Mar-26,ASPTINT00333,ASPDLR000157,W001,21.40,5,re-tint,machine down
ASPTNTEVT00001193,08/26/2025,ASPTINT00052,ASPDLR000142,Y076,11.77,2,service error,machine down
ASPTNTEVT00001194,2024-11-02,ASPTINT00096,ASPDLR000230,custom,21.44,4,re-tint,power cut
ASPTNTEVT00001195,2024-11-11,ASPTINT00357,ASPDLR000923,N093,48.48,32,service error,power cut
ASPTNTEVT00001196,2025-04-21,ASPTINT00198,ASPDLR000301,custom,41.29,15,cancelled,power cut
ASPTNTEVT00001197,2025-05-09,ASPTINT00344,ASPDLR000959,Y076,54.82,20,dispensed,manual entry
ASPTNTEVT00001198,27/07/2024,ASPTINT00310,ASPDLR000784,L124,39.57,15,dispensed,
ASPTNTEVT00001199,26/05/2024,ASPTINT00150,ASPDLR000248,custom,4.13,3,cancelled,machine down
ASPTNTEVT00001200,18-May-25,ASPTINT00490,ASPDLR000623,W001,22.33,7,cancelled,power cut
ASPTNTEVT00001201,2025-04-07,ASPTINT00322,ASPDLR000469,missing,42.85,22,dispensed,manual entry
ASPTNTEVT00001202,03/06/2025,ASPTINT00344,ASPDLR000959,missing,29.47,29,re-tint,
ASPTNTEVT00001203,2024-11-11,ASPTINT00059,ASPDLR000558,W001,32.43,33,dispensed,
ASPTNTEVT00001204,2025-03-21,ASPTINT00594,ASPDLR000283,Y076,7.55,18,re-tint,
ASPTNTEVT00001205,2026-02-18,ASPTINT00419,ASPDLR000284,L124,24.64,5,dispensed,machine down
ASPTNTEVT00001206,2024-10-02,ASPTINT00134,ASPDLR000619,Y076,32.58,30,service error,machine down
ASPTNTEVT00001207,2025-02-25,ASPTINT00594,ASPDLR000283,custom,54.88,11,dispensed,manual entry
ASPTNTEVT00001208,2025-03-20,ASPTINT00330,ASPDLR000913,missing,21.04,28,service error,shade mismatch
ASPTNTEVT00001209,2025-02-11,ASPTINT00121,ASPDLR000296,L124,26.74,29,manual formula,power cut
ASPTNTEVT00001210,2025-08-17,ASPTINT00490,ASPDLR000623,R156,31.92,16,service error,shade mismatch
ASPTNTEVT00001211,2024-11-12,ASPTINT00222,ASPDLR000217,missing,51.92,22,manual formula,machine down
ASPTNTEVT00001212,2025-02-10,ASPTINT00108,ASPDLR000451,Y076,27.61,15,cancelled,
ASPTNTEVT00001213,2026-01-21,ASPTINT00510,ASPDLR000247,R156,25.26,5,cancelled,machine down
ASPTNTEVT00001214,2025-03-03,ASPTINT00170,ASPDLR000498,W001,22.98,8,service error,
ASPTNTEVT00001215,2024-08-03,ASPTINT00633,ASPDLR000337,L124,39.28,11,dispensed,power cut
ASPTNTEVT00001216,19-Dec-25,ASPTINT00364,ASPDLR000482,W001,22.79,14,cancelled,machine down
ASPTNTEVT00001217,10/10/2025,ASPTINT00276,ASPDLR000255,Y076,53.92,33,dispensed,power cut
ASPTNTEVT00001218,2025-03-14,ASPTINT00216,ASPDLR000118,N093,48.95,16,manual formula,power cut
ASPTNTEVT00001219,2026-02-08,ASPTINT00326,ASPDLR000678,missing,49.34,13,re-tint,manual entry
ASPTNTEVT00001220,2024-06-13,ASPTINT00029,ASPDLR000172,custom,10.14,35,dispensed,
ASPTNTEVT00001221,2024-05-14,ASPTINT00075,ASPDLR000404,L124,9.68,2,re-tint,
ASPTNTEVT00001222,2024-11-09,ASPTINT00098,ASPDLR000813,W001,58.04,25,manual formula,manual entry
ASPTNTEVT00001223,2025-11-28,ASPTINT00153,ASPDLR000243,R156,28.19,28,re-tint,shade mismatch
ASPTNTEVT00001224,2025-02-02,ASPTINT00294,ASPDLR000807,R156,37.57,30,service error,power cut
ASPTNTEVT00001225,2025-04-01,ASPTINT00619,ASPDLR000259,L124,15.53,35,cancelled,machine down
ASPTNTEVT00001226,2024-05-26,ASPTINT00470,ASPDLR000524,custom,52.77,3,cancelled,machine down
ASPTNTEVT00001227,2025-07-04,ASPTINT00555,ASPDLR000963,Y076,27.78,32,dispensed,
ASPTNTEVT00001228,2024-11-30,ASPTINT00137,ASPDLR000693,R156,23.90,18,manual formula,power cut
ASPTNTEVT00001229,07/29/2025,ASPTINT00051,ASPDLR000420,missing,56.58,3,cancelled,power cut
ASPTNTEVT00001230,22-Apr-25,ASPTINT00318,ASPDLR000682,custom,26.47,25,manual formula,machine down
ASPTNTEVT00001231,2025-08-31,ASPTINT00090,ASPDLR000142,W001,49.77,13,service error,machine down
ASPTNTEVT00001232,2024-08-31,ASPTINT00535,ASPDLR000872,missing,50.27,28,cancelled,manual entry
ASPTNTEVT00001233,2025-03-21,ASPTINT00111,ASPDLR000923,W001,10.36,12,cancelled,manual entry
ASPTNTEVT00001234,2025-11-03,ASPTINT00226,ASPDLR000903,L124,51.54,26,manual formula,
ASPTNTEVT00001235,2025-11-15,ASPTINT00576,ASPDLR000709,W001,32.10,11,re-tint,manual entry
ASPTNTEVT00001236,2026-03-11,ASPTINT00150,ASPDLR000248,L124,56.01,30,service error,
ASPTNTEVT00001237,2024-08-23,ASPTINT00436,ASPDLR000865,L124,3.42,29,service error,
ASPTNTEVT00001238,2025-07-28,ASPTINT00523,ASPDLR000250,R156,22.05,16,service error,
ASPTNTEVT00001239,2025-02-03,ASPTINT00344,ASPDLR000959,Y076,3.68,26,dispensed,
ASPTNTEVT00001240,2025-01-21,ASPTINT00569,ASPDLR000273,custom,2.13,22,re-tint,
ASPTNTEVT00001241,30-May-24,ASPTINT00296,ASPDLR000135,R156,20.89,31,re-tint,machine down
ASPTNTEVT00001242,2025-08-05,ASPTINT00277,ASPDLR000112,W001,44.31,24,dispensed,machine down
ASPTNTEVT00001243,2025-10-09,ASPTINT00468,ASPDLR000432,R156,5.27,13,cancelled,shade mismatch
ASPTNTEVT00001244,2024-04-11,ASPTINT00319,ASPDLR000450,Y076,13.19,28,dispensed,manual entry
ASPTNTEVT00001245,2024-10-14,ASPTINT00444,ASPDLR000485,W001,41.70,16,dispensed,machine down
ASPTNTEVT00001246,2024-04-20,ASPTINT00469,ASPDLR000908,R156,23.28,29,re-tint,shade mismatch
ASPTNTEVT00001247,12/12/2024,ASPTINT00382,ASPDLR000830,N093,15.59,10,cancelled,machine down
ASPTNTEVT00001248,2024-10-20,ASPTINT00480,ASPDLR000335,L124,58.17,6,manual formula,power cut
ASPTNTEVT00001249,2025-05-31,ASPTINT00191,ASPDLR000920,R156,38.46,15,service error,
ASPTNTEVT00001250,2025-12-04,ASPTINT00287,ASPDLR000857,custom,30.06,4,service error,manual entry
ASPTNTEVT00001251,2025-07-11,ASPTINT00253,ASPDLR000463,W001,10.16,11,cancelled,manual entry
ASPTNTEVT00001252,2025-03-14,ASPTINT00600,ASPDLR000004,custom,5.95,25,dispensed,power cut
ASPTNTEVT00001253,21/10/2025,ASPTINT00600,ASPDLR000004,Y076,26.61,30,service error,manual entry
ASPTNTEVT00001254,2025-04-12,ASPTINT00321,ASPDLR000015,N093,52.66,19,service error,shade mismatch
ASPTNTEVT00001255,2026-02-10,ASPTINT00274,ASPDLR000744,W001,5.34,12,re-tint,machine down
ASPTNTEVT00001256,2025-10-15,ASPTINT00192,ASPDLR000802,W001,10.41,10,cancelled,machine down
ASPTNTEVT00001257,2026-02-02,ASPTINT00606,ASPDLR000902,custom,10.90,35,cancelled,shade mismatch
ASPTNTEVT00001258,2024-06-16,ASPTINT00021,ASPDLR000478,R156,25.25,18,service error,manual entry
ASPTNTEVT00001259,26-Dec-25,ASPTINT00294,ASPDLR000807,R156,5.82,10,cancelled,power cut
ASPTNTEVT00001260,2024-12-13,ASPTINT00358,ASPDLR000083,N093,11.57,25,service error,machine down
ASPTNTEVT00001261,2025-12-27,ASPTINT00007,ASPDLR000043,Y076,13.90,29,cancelled,power cut
ASPTNTEVT00001262,2026-02-21,ASPTINT00490,ASPDLR000623,Y076,54.15,28,service error,shade mismatch
ASPTNTEVT00001263,2025-07-15,ASPTINT00253,ASPDLR000463,R156,19.89,18,service error,power cut
ASPTNTEVT00001264,2024-10-08,ASPTINT00200,ASPDLR000662,custom,9.14,12,service error,manual entry
ASPTNTEVT00001265,2025-01-16,ASPTINT00330,ASPDLR000913,R156,6.94,31,dispensed,
ASPTNTEVT00001266,2025-12-21,ASPTINT00433,ASPDLR000611,missing,15.87,3,cancelled,shade mismatch
ASPTNTEVT00001267,2025-09-15,ASPTINT00254,ASPDLR000790,missing,2.58,4,re-tint,shade mismatch
ASPTNTEVT00001268,2024-07-20,ASPTINT00501,ASPDLR000940,Y076,56.33,12,manual formula,power cut
ASPTNTEVT00001269,2025-07-27,ASPTINT00312,ASPDLR000379,custom,3.96,35,cancelled,
ASPTNTEVT00001270,02/05/2026,ASPTINT00212,ASPDLR000754,L124,41.47,5,re-tint,power cut
ASPTNTEVT00001271,27/02/2026,ASPTINT00634,ASPDLR000409,W001,25.49,1,re-tint,power cut
ASPTNTEVT00001272,2025-10-29,ASPTINT00196,ASPDLR000845,L124,23.88,20,cancelled,machine down
ASPTNTEVT00001273,2026-01-09,ASPTINT00619,ASPDLR000259,N093,31.21,19,manual formula,shade mismatch
ASPTNTEVT00001274,06/14/2025,ASPTINT00181,ASPDLR000355,R156,16.15,18,service error,power cut
ASPTNTEVT00001275,21/08/2024,ASPTINT00132,ASPDLR000350,custom,50.12,27,re-tint,machine down
ASPTNTEVT00001276,2025-03-25,ASPTINT00594,ASPDLR000283,N093,38.58,9,dispensed,manual entry
ASPTNTEVT00001277,22-Feb-26,ASPTINT00165,ASPDLR000286,W001,46.86,35,cancelled,power cut
ASPTNTEVT00001278,2025-09-17,ASPTINT00304,ASPDLR000388,L124,54.98,28,dispensed,power cut
ASPTNTEVT00001279,2025-10-13,ASPTINT00391,ASPDLR000871,N093,46.37,13,service error,manual entry
ASPTNTEVT00001280,2024-09-10,ASPTINT00144,ASPDLR000077,R156,56.35,7,dispensed,power cut
ASPTNTEVT00001281,2024-05-07,ASPTINT00632,ASPDLR000984,Y076,46.60,26,service error,machine down
ASPTNTEVT00001282,01/12/2026,ASPTINT00158,ASPDLR000236,missing,43.49,16,dispensed,manual entry
ASPTNTEVT00001283,2024-06-08,ASPTINT00329,ASPDLR000772,R156,11.11,22,service error,shade mismatch
ASPTNTEVT00001284,2025-08-22,ASPTINT00437,ASPDLR000017,W001,14.11,20,dispensed,power cut
ASPTNTEVT00001285,19/12/2025,ASPTINT00268,ASPDLR000337,Y076,13.35,7,dispensed,
ASPTNTEVT00001286,2024-06-09,ASPTINT00643,ASPDLR000132,N093,19.59,29,cancelled,shade mismatch
ASPTNTEVT00001287,01/07/2025,ASPTINT00643,ASPDLR000132,N093,2.88,23,re-tint,
ASPTNTEVT00001288,2024-11-27,ASPTINT00468,ASPDLR000432,missing,31.15,23,service error,power cut
ASPTNTEVT00001289,07/11/2024,ASPTINT00175,ASPDLR000102,L124,19.10,32,re-tint,manual entry
ASPTNTEVT00001290,2026-02-24,ASPTINT00409,ASPDLR000173,custom,38.81,13,cancelled,
ASPTNTEVT00001291,2025-06-05,ASPTINT00585,ASPDLR000643,custom,9.74,8,dispensed,shade mismatch
ASPTNTEVT00001292,2024-12-05,ASPTINT00619,ASPDLR000259,N093,26.35,26,dispensed,power cut
ASPTNTEVT00001293,20/09/2025,ASPTINT00116,ASPDLR000239,R156,12.58,20,re-tint,
ASPTNTEVT00001294,2026-01-25,ASPTINT00488,ASPDLR000198,R156,8.37,11,manual formula,manual entry
ASPTNTEVT00001295,2025-11-21,ASPTINT00478,ASPDLR000570,custom,32.64,2,cancelled,power cut
ASPTNTEVT00001296,2025-12-28,ASPTINT00509,ASPDLR000774,L124,50.44,35,manual formula,power cut
ASPTNTEVT00001297,2026-02-23,ASPTINT00429,ASPDLR000939,R156,12.12,9,cancelled,machine down
ASPTNTEVT00001298,2025-04-27,ASPTINT00038,ASPDLR000941,W001,29.40,1,re-tint,
ASPTNTEVT00001299,2025-04-02,ASPTINT00255,ASPDLR000160,Y076,49.30,25,cancelled,shade mismatch
ASPTNTEVT00001300,2024-07-30,ASPTINT00082,ASPDLR000624,N093,50.09,18,manual formula,
ASPTNTEVT00001301,2025-08-11,ASPTINT00633,ASPDLR000337,R156,10.94,21,re-tint,power cut
ASPTNTEVT00001302,04/08/2025,ASPTINT00182,ASPDLR000415,Y076,54.23,31,re-tint,shade mismatch
ASPTNTEVT00001303,10/10/2024,ASPTINT00453,ASPDLR000899,custom,50.49,27,dispensed,power cut
ASPTNTEVT00001304,2024-04-02,ASPTINT00309,ASPDLR000830,R156,27.74,26,cancelled,power cut
ASPTNTEVT00001305,2026-03-20,ASPTINT00108,ASPDLR000451,W001,40.18,9,re-tint,manual entry
ASPTNTEVT00001306,2025-08-22,ASPTINT00334,ASPDLR000856,Y076,58.52,6,service error,manual entry
ASPTNTEVT00001307,2025-10-07,ASPTINT00437,ASPDLR000017,W001,46.53,13,service error,
ASPTNTEVT00001308,2025-03-19,ASPTINT00480,ASPDLR000335,N093,12.42,28,cancelled,power cut
ASPTNTEVT00001309,2025-06-14,ASPTINT00278,ASPDLR000440,Y076,4.98,3,manual formula,shade mismatch
ASPTNTEVT00001310,2025-06-03,ASPTINT00515,ASPDLR000336,N093,15.50,34,service error,shade mismatch
ASPTNTEVT00001311,2025-02-10,ASPTINT00345,ASPDLR000364,Y076,2.78,2,re-tint,shade mismatch
ASPTNTEVT00001312,16/11/2024,ASPTINT00432,ASPDLR000390,custom,56.39,7,re-tint,
ASPTNTEVT00001313,02/26/2026,ASPTINT00199,ASPDLR000762,custom,19.20,31,cancelled,machine down
ASPTNTEVT00001314,2026-02-16,ASPTINT00547,ASPDLR000883,custom,20.53,26,dispensed,power cut
ASPTNTEVT00001315,2024-11-30,ASPTINT00080,ASPDLR000318,L124,15.68,22,cancelled,machine down
ASPTNTEVT00001316,25/09/2025,ASPTINT00240,ASPDLR000325,missing,38.56,16,cancelled,manual entry
ASPTNTEVT00001317,2026-03-01,ASPTINT00479,ASPDLR000275,W001,25.15,27,re-tint,machine down
ASPTNTEVT00001318,2025-10-24,ASPTINT00148,ASPDLR000369,N093,10.34,7,re-tint,shade mismatch
ASPTNTEVT00001319,2025-03-28,ASPTINT00222,ASPDLR000217,Y076,3.59,20,re-tint,manual entry
ASPTNTEVT00001320,2024-04-02,ASPTINT00091,ASPDLR000724,missing,10.99,23,cancelled,
ASPTNTEVT00001321,2024-09-06,ASPTINT00390,ASPDLR000451,missing,50.47,33,manual formula,machine down
ASPTNTEVT00001322,2025-09-06,ASPTINT00381,ASPDLR000709,W001,39.54,14,cancelled,
ASPTNTEVT00001323,2025-11-05,ASPTINT00122,ASPDLR000960,W001,41.62,18,re-tint,shade mismatch
ASPTNTEVT00001324,2026-01-22,ASPTINT00067,ASPDLR000645,R156,13.39,24,cancelled,shade mismatch
