machine_id,dealer_id,dealer_name,install_date,machine_model,service_status,last_service_date
ASPTINT00254,ASPDLR000790,MURUGAN FARIDA PAINTS,2016-05-01,CW-Classic,Calibration due,2026-02-07
ASPTINT00255,ASPDLR000160,Metro Arun Paints,2025-12-09,CW-Classic,Old,2024-04-22
ASPTINT00256,ASPDLR000684,Murugan Meena Services,2016-08-08,CW-Pro,Calibration due,2024-12-30
ASPTINT00257,ASPDLR000563,Ganesh Arun Paints Ltd,2020-12-18,CW-Pro,Shifted,03-Jun-25
ASPTINT00258,ASPDLR000212,Mahalakshmi Chandra Fertilisers,13/10/2015,CW-Pro,Shifted,03/25/2025
ASPTINT00259,ASPDLR000904,United Geetha Paints,2015-10-05,BH-Studio,OK,2024-12-14
ASPTINT00260,ASPDLR000186,METRO GANESH PAINTS,2024-04-04,CW-Classic,Calibration due,2025-12-02
ASPTINT00261,ASPDLR000337,National Senthil Depot,12/18/2017,CW-Express,Old,2025-02-06
ASPTINT00262,ASPDLR000950,GANESH GANESH MART,2015-01-22,CW-Express,Shifted,2024-08-11
ASPTINT00263,ASPDLR000527,New Arun Enterprises,2015-01-28,CW-Pro,Calibration due,2025-09-13
ASPTINT00264,ASPDLR000231,United Lokesh Agro,2024-11-29,CW-Pro,OK,12/26/2024
ASPTINT00265,ASPDLR000179,CITY ANAND ASSOCIATES,2023-03-06,CW-Pro,Calibration due,2024-07-21
ASPTINT00266,ASPDLR000786,Metro Revathi Agencies,2016-10-04,CW-Pro,Calibration due,2024-06-11
ASPTINT00267,ASPDLR000886,Murugan Arun Hardware,2024-01-23,CW-Classic,Down,11/25/2024
ASPTINT00268,ASPDLR000337,National Senthil Depot,2021-08-30,CW-Classic,Shifted,2024-08-03
ASPTINT00269,ASPDLR000867,Metro Sowmya Agro,2025-06-17,CW-Pro,Down,2026-03-29
ASPTINT00270,ASPDLR000180,United Suresh Distributors,30-May-24,BH-Studio,Old,18/02/2025
ASPTINT00271,ASPDLR000512,Vijaya Jagan Hardware,2022-01-09,BH-Studio,OK,2024-05-10
ASPTINT00272,ASPDLR000093,Metro Senthil Paints,2018-07-29,BH-Studio,Down,2024-05-14
ASPTINT00273,ASPDLR000247,Sri Suresh Services,07/16/2021,CW-Classic,Shifted,2024-07-30
ASPTINT00274,ASPDLR000744,Prime Irfan Paints,2015-07-20,BH-Studio,Down,2025-02-10
ASPTINT00275,ASPDLR000067,Kaveri Kavya Paints,2018-06-15,BH-Studio,Shifted,2025-09-03
ASPTINT00276,ASPDLR000255,New Farida Mart,31/01/2023,CW-Express,OK,2025-12-18
ASPTINT00277,ASPDLR000112,New Ganesh Traders,2018-01-21,BH-Studio,OK,2026-02-02
ASPTINT00278,ASPDLR000440,Shree Lokesh Paints,2020-03-09,CW-Classic,Old,15-Jan-25
ASPTINT00279,ASPDLR000229,Mahalakshmi Lakshmi Services,2023-01-08,CW-Classic,Old,2026-02-10
ASPTINT00280,ASPDLR000323,Sri Yusuf Services,2017-03-08,CW-Express,Down,05/04/2025
ASPTINT00281,ASPDLR000311,Kaveri Irfan Services,2024-06-01,CW-Pro,Calibration due,2025-08-03
ASPTINT00282,ASPDLR000130,Modern Jagan Depot,2016-07-26,BH-Studio,Shifted,2024-08-09
ASPTINT00283,ASPDLR000565,Ganesh Senthil Paints,2025-01-05,BH-Studio,Old,2024-07-06
ASPTINT00284,ASPDLR000247,Sri Suresh Services,05/30/2023,BH-Studio,Shifted,2025-01-30
ASPTINT00285,ASPDLR000971,Murugan Revathi Paints,23/05/2020,CW-Express,Shifted,2025-05-21
ASPTINT00286,ASPDLR000297,Balaji Naveen Enterprises,2022-03-10,BH-Studio,Shifted,2024-07-05
ASPTINT00287,ASPDLR000857,Metro Prakash Services,21/02/2015,CW-Pro,OK,2025-12-15
ASPTINT00288,ASPDLR000562,Metro Chandra Paints,2022-06-26,CW-Express,Down,2024-12-30
ASPTINT00289,ASPDLR000328,BALAJI FARIDA MART,2019-06-09,CW-Classic,OK,2025-02-04
ASPTINT00290,ASPDLR000822,New Jagan Paints Pvt,2025-12-11,CW-Classic,Down,2024-07-14
ASPTINT00291,ASPDLR000089,New Bala Paints,2016-12-24,CW-Express,Calibration due,2025-10-06
ASPTINT00292,ASPDLR000010,Sree Sanjay Tyres,10/06/2016,CW-Pro,Old,19/04/2025
ASPTINT00293,ASPDLR000769,Royal Venkatesh Paints & Co,2019-02-15,CW-Pro,Calibration due,2025-01-20
ASPTINT00294,ASPDLR000807,Vijaya Geetha Corporation,2016-04-11,CW-Express,Down,2024-05-11
ASPTINT00295,ASPDLR000389,United Arun Sales,2025-06-07,BH-Studio,Down,27/12/2025
ASPTINT00296,ASPDLR000135,New Naveen Paints,17/07/2020,CW-Express,Shifted,2026-03-04
ASPTINT00297,ASPDLR000193,United Sanjay Stores,2021-06-24,CW-Express,Down,2025-07-28
ASPTINT00298,ASPDLR000807,Vijaya Geetha Corporation,2016-11-26,CW-Express,Calibration due,2025-01-01
ASPTINT00299,ASPDLR000569,Sri Venkatesh Tyres,2018-02-20,CW-Pro,Calibration due,2024-12-04
ASPTINT00300,ASPDLR000381,Lucky Deepak Agro,07/10/2015,CW-Pro,Old,23/10/2025
ASPTINT00301,ASPDLR000613,Murugan Meena Paints,2020-07-18,CW-Classic,Shifted,2024-09-03
ASPTINT00302,ASPDLR000569,Sri Venkatesh Tyres,2022-12-14,CW-Pro,Old,2024-12-03
ASPTINT00303,ASPDLR000943,United Priya Paints,2016-11-21,BH-Studio,OK,20-Aug-24
ASPTINT00304,ASPDLR000388,Star Priya Paints,2025-03-01,BH-Studio,Calibration due,2025-10-18
ASPTINT00305,ASPDLR000024,Metro Sanjay Tyres,10/19/2024,CW-Pro,Shifted,2025-04-19
ASPTINT00306,ASPDLR000436,Shree Irfan Mart,2021-09-15,CW-Pro,Old,2025-02-07
ASPTINT00307,ASPDLR000196,Royal Sowmya Sales,2022-12-23,CW-Pro,Old,2026-03-08
ASPTINT00308,ASPDLR000929,New Yusuf Paints,2017-07-06,CW-Classic,Old,01/18/2026
ASPTINT00309,ASPDLR000830,Prime Hari Corporation,2018-12-07,CW-Express,Old,2024-04-23
ASPTINT00310,ASPDLR000784,VIJAYA SURESH PAINTS,2017-09-24,CW-Pro,Shifted,2024-08-09
ASPTINT00311,ASPDLR000001,Sree Revathi Services,2022-08-08,BH-Studio,Shifted,2026-01-28
ASPTINT00312,ASPDLR000379,Star Meena Agencies,2017-03-03,CW-Classic,OK,2024-06-06
ASPTINT00313,ASPDLR000284,Balaji Yusuf Distributors,13/08/2015,CW-Express,Down,2026-02-19
ASPTINT00314,ASPDLR000689,Mahalakshmi Geetha Paints,2020-03-23,BH-Studio,Down,2024-11-30
ASPTINT00315,ASPDLR000991,GANESH JAGAN DEPOT,2016-07-18,BH-Studio,OK,2024-11-18
ASPTINT00316,ASPDLR000567,Mahalakshmi Deepak Paints,2021-08-23,CW-Pro,OK,2024-05-14
ASPTINT00317,ASPDLR000067,Kaveri Kavya Paints,2024-02-29,BH-Studio,OK,2025-02-14
ASPTINT00318,ASPDLR000682,Shree Rafiq Stores,13/12/2021,CW-Classic,Shifted,30/09/2025
ASPTINT00319,ASPDLR000450,Sree Hari Paints,2024-01-29,BH-Studio,Down,2025-02-08
ASPTINT00320,ASPDLR000730,METRO VENKATESH DISTRIBUTORS,2018-10-26,BH-Studio,Shifted,2025-08-24
ASPTINT00321,ASPDLR000015,Prime Karthik Paints,01/02/2019,BH-Studio,Shifted,2025-09-17
ASPTINT00322,ASPDLR000469,Ganesh Bala Fertilisers,2020-10-12,CW-Classic,Down,2024-07-04
ASPTINT00323,ASPDLR000191,Sri Rafiq Paints,2022-01-01,CW-Classic,Shifted,2025-04-20
ASPTINT00324,ASPDLR000059,Murugan Sowmya Chemicals,2024-11-13,CW-Classic,OK,2026-01-24
ASPTINT00325,ASPDLR000977,Sri Chandra Sales,2018-07-07,CW-Pro,Old,08-Mar-25
ASPTINT00326,ASPDLR000678,Kaveri Kavya Stores,2024-11-19,BH-Studio,Old,2025-12-01
ASPTINT00327,ASPDLR000898,New Lakshmi Agro,2020-01-26,BH-Studio,Calibration due,2024-10-26
ASPTINT00328,ASPDLR000161,Sri Sowmya Paints,2025-12-22,BH-Studio,OK,2024-07-30
ASPTINT00329,ASPDLR000772,Shree Manoj Paints,04/11/2025,BH-Studio,Calibration due,2024-10-15
ASPTINT00330,ASPDLR000913,Lucky Suresh Corporation,2023-06-20,CW-Pro,OK,2025-04-29
ASPTINT00331,ASPDLR000544,Mahalakshmi Priya Paints,2025-06-20,BH-Studio,Calibration due,2025-01-12
ASPTINT00332,ASPDLR000844,Prime Chandra Chemicals,2017-05-30,CW-Express,Down,2024-11-29
ASPTINT00333,ASPDLR000157,National Irfan Paints,07-Nov-22,CW-Express,Old,2024-12-13
ASPTINT00334,ASPDLR000856,Royal Bala Corporation,2018-10-13,BH-Studio,OK,2025-04-06
ASPTINT00335,ASPDLR000553,Modern Senthil Paints,11/07/2015,CW-Classic,Calibration due,2025-07-23
ASPTINT00336,ASPDLR000212,Mahalakshmi Chandra Fertilisers,2025-11-01,CW-Classic,Shifted,30/03/2026
ASPTINT00337,ASPDLR000502,Shree Ganesh Paints,2025-11-25,BH-Studio,Down,26/12/2024
ASPTINT00338,ASPDLR000155,Kaveri Lokesh Paints,2016-08-30,CW-Pro,Shifted,2025-05-25
ASPTINT00339,ASPDLR000737,Prime Revathi Paints,2018-08-27,CW-Classic,Calibration due,06/10/2025
ASPTINT00340,ASPDLR000271,United Rafiq Paints,2015-08-16,CW-Express,Old,2025-06-10
ASPTINT00341,ASPDLR000570,Sri Karthik Paints,18-Sep-25,CW-Classic,OK,2024-09-04
ASPTINT00342,ASPDLR000437,Royal Sowmya Traders,17-Apr-18,CW-Pro,Old,2024-12-14
ASPTINT00343,ASPDLR000503,Lucky Prakash Paints,2021-02-11,CW-Classic,Old,2025-07-22
ASPTINT00344,ASPDLR000959,Modern Prakash Services,13/11/2020,CW-Classic,Down,05/23/2025
ASPTINT00345,ASPDLR000364,Sri Sowmya Mart,2018-07-02,BH-Studio,Shifted,2024-08-20
ASPTINT00346,ASPDLR000624,Sree Geetha Fertilisers,2015-05-10,CW-Express,Down,2025-12-26
ASPTINT00347,ASPDLR000849,National Deepak Stores,2021-11-07,CW-Express,Shifted,2024-06-18
ASPTINT00348,ASPDLR000883,Star Priya Enterprises,2025-01-30,CW-Pro,OK,2024-09-05
ASPTINT00349,ASPDLR000539,Vijaya Arun Sales,2016-05-22,CW-Pro,OK,2026-03-06
ASPTINT00350,ASPDLR000847,LUCKY JAGAN TRADERS,17/02/2024,CW-Classic,OK,2024-09-03
ASPTINT00351,ASPDLR000228,Lucky Bala Fertilisers,2023-07-01,CW-Express,Down,2024-05-07
ASPTINT00352,ASPDLR000269,Murugan Chandra Corporation,2023-11-29,CW-Classic,Shifted,2026-03-14
ASPTINT00353,ASPDLR000529,National Priya Enterprises,2017-12-24,CW-Classic,OK,2025-09-05
ASPTINT00354,ASPDLR000898,New Lakshmi Agro,2019-05-26,BH-Studio,Down,2025-08-11
ASPTINT00355,ASPDLR000938,Prime Lakshmi Paints,2017-09-15,CW-Pro,OK,11/21/2024
ASPTINT00356,ASPDLR000218,Ganesh Manoj Sales,2023-06-22,CW-Express,Old,2025-02-25
ASPTINT00357,ASPDLR000923,PRIME SURESH SALES,2022-01-15,BH-Studio,OK,2025-09-06
ASPTINT00358,ASPDLR000083,Mahalakshmi Sowmya Agro,2017-10-30,BH-Studio,Calibration due,2024-10-18
ASPTINT00359,ASPDLR000895,Star Kavya Paints,2020-06-01,CW-Classic,OK,2024-09-20
ASPTINT00360,ASPDLR000649,Balaji Naveen Paints,2025-12-11,CW-Express,OK,2025-08-23
ASPTINT00361,ASPDLR000562,Metro Chandra Paints,2021-08-30,BH-Studio,OK,26/05/2025
ASPTINT00362,ASPDLR000620,Lucky Lakshmi Traders,2020-09-12,CW-Pro,Calibration due,2024-09-11
ASPTINT00363,ASPDLR000874,Royal Karthik Paints,29/05/2019,CW-Pro,OK,2025-03-03
ASPTINT00364,ASPDLR000482,Sree Karthik Paints,2025-10-10,CW-Classic,Calibration due,2025-05-22
ASPTINT00365,ASPDLR000253,United Revathi Stores,2022-05-05,CW-Express,Down,2025-12-24
ASPTINT00366,ASPDLR000562,Metro Chandra Paints,2024-10-02,CW-Pro,OK,2025-09-04
ASPTINT00367,ASPDLR000095,Lucky Lokesh Sales,2022-11-01,CW-Pro,OK,2025-07-20
ASPTINT00368,ASPDLR000559,National Yusuf Paints,2015-04-24,CW-Pro,Old,2026-03-26
ASPTINT00369,ASPDLR000957,SRI Venkatesh Corporation,2020-10-17,CW-Pro,Calibration due,2025-06-12
ASPTINT00370,ASPDLR000953,Shree Naveen Mart,2018-02-15,CW-Express,Down,2024-06-13
ASPTINT00371,ASPDLR000896,Royal Lokesh Paints,19/09/2016,CW-Express,OK,2025-04-16
ASPTINT00372,ASPDLR000148,KAVERI IRFAN CHEMICALS,2019-01-29,BH-Studio,OK,2024-09-20
ASPTINT00373,ASPDLR000600,Murugan Priya Paints,2021-10-01,CW-Pro,Down,04/04/2025
ASPTINT00374,ASPDLR000202,Modern Karthik Tyres,2022-01-09,CW-Express,Down,07/23/2025
ASPTINT00375,ASPDLR000734,Mahalakshmi Jagan Paints,12/06/2016,CW-Pro,Old,09/15/2024
ASPTINT00376,ASPDLR000260,Modern Geetha Paints,23-Jan-18,BH-Studio,Calibration due,2024-11-19
ASPTINT00377,ASPDLR000156,United Irfan Traders,2018-12-05,CW-Classic,Down,2024-09-14
ASPTINT00378,ASPDLR000039,Ganesh Sowmya Chemicals,10-Feb-25,CW-Pro,Old,03-May-25
ASPTINT00379,ASPDLR000768,Modern Anand Paints,2015-11-13,CW-Express,Shifted,2024-06-18
ASPTINT00380,ASPDLR000054,United Yusuf Mart,2015-12-12,CW-Express,OK,2025-02-22
ASPTINT00381,ASPDLR000709,Balaji Irfan Paints,2016-07-21,CW-Express,Old,2025-06-04
ASPTINT00382,ASPDLR000830,Prime Hari Corporation,23-Nov-16,CW-Pro,Calibration due,2025-01-11
ASPTINT00383,ASPDLR000088,New Suresh Fertilisers,11/16/2021,CW-Pro,Calibration due,2025-10-16
ASPTINT00384,ASPDLR000702,National Venkatesh Paints,2016-08-18,CW-Classic,Down,17/07/2024
ASPTINT00385,ASPDLR000664,Sree Jagan Paints,2015-06-05,CW-Classic,Old,2025-05-14
ASPTINT00386,ASPDLR000178,Vijaya Anand Services,2018-01-01,CW-Classic,Old,2026-03-08
ASPTINT00387,ASPDLR000567,Mahalakshmi Deepak Paints,2022-02-11,BH-Studio,Shifted,2024-10-26
ASPTINT00388,ASPDLR000762,Kaveri Naveen Stores Main,2016-08-19,CW-Pro,Shifted,24-Jan-25
ASPTINT00389,ASPDLR000187,Ganesh Yusuf Mart,2016-07-12,CW-Classic,Down,2024-06-11
ASPTINT00390,ASPDLR000451,Star Anand Associates,2015-09-05,CW-Classic,Calibration due,2024-10-23
ASPTINT00391,ASPDLR000871,Ganesh Ganesh Paints,2017-09-29,CW-Classic,Calibration due,2024-08-23
ASPTINT00392,ASPDLR000639,United Karthik Chemicals,2024-01-21,BH-Studio,Shifted,20/09/2024
ASPTINT00393,ASPDLR000651,Sri Priya Corporation,2022-09-04,CW-Express,Shifted,2024-07-15
ASPTINT00394,ASPDLR000510,Ganesh Deepak Paints,2015-02-10,CW-Express,Shifted,2024-07-20
ASPTINT00395,ASPDLR000189,Balaji Rafiq Paints,07/20/2021,CW-Express,Calibration due,2025-05-17
ASPTINT00396,ASPDLR000771,Royal Karthik Paints,2015-05-02,BH-Studio,OK,2025-04-15
ASPTINT00397,ASPDLR000751,Sri Sowmya Corporation,01-Aug-20,CW-Pro,Calibration due,11/06/2025
ASPTINT00398,ASPDLR000510,Ganesh Deepak Paints,2023-03-09,CW-Express,Old,2025-09-13
ASPTINT00399,ASPDLR000509,Balaji Arun Fertilisers,12/04/2021,CW-Classic,Calibration due,15-Aug-24
ASPTINT00400,ASPDLR000975,National Meena Paints,08-Jun-17,CW-Pro,Calibration due,2025-10-07
ASPTINT00401,ASPDLR000724,Vijaya Rafiq Fertilisers,09-May-20,CW-Classic,Down,2025-09-08
ASPTINT00402,ASPDLR000583,Star Revathi Paints,2022-12-14,CW-Pro,Shifted,2025-03-18
ASPTINT00403,ASPDLR000667,Shree Meena Paints,2022-10-13,CW-Express,Shifted,2025-07-22
ASPTINT00404,ASPDLR000427,Prime Deepak Paints,2021-12-16,BH-Studio,Calibration due,07/10/2025
ASPTINT00405,ASPDLR000106,National Venkatesh Paints,20-Feb-24,CW-Pro,Calibration due,2024-06-24
ASPTINT00406,ASPDLR000521,Vijaya Arun Paints,2016-09-23,CW-Pro,OK,2025-08-11
ASPTINT00407,ASPDLR000693,Shree Yusuf Agro,2019-12-23,CW-Express,Old,06/26/2024
ASPTINT00408,ASPDLR000693,Shree Yusuf Agro,2015-09-14,CW-Express,Shifted,2025-09-23
ASPTINT00409,ASPDLR000173,City Chandra Paints,2016-03-08,CW-Pro,Calibration due,02/23/2026
ASPTINT00410,ASPDLR000901,Metro Senthil Sales,2022-04-12,CW-Express,Down,2025-06-14
ASPTINT00411,ASPDLR000428,New Anand Paints,2018-06-15,BH-Studio,Shifted,2025-01-15
ASPTINT00412,ASPDLR000770,Star Deepak Agro,2018-02-04,BH-Studio,Old,2026-02-16
ASPTINT00413,ASPDLR000714,Metro Manoj Tyres,2015-04-05,CW-Pro,OK,2024-08-12
ASPTINT00414,ASPDLR000855,Prime Geetha Depot,2019-07-31,BH-Studio,Old,14-Jul-24
ASPTINT00415,ASPDLR000247,Sri Suresh Services,2020-03-18,CW-Classic,Calibration due,2025-08-11
ASPTINT00416,ASPDLR000677,Kaveri Arun Corporation,2022-02-04,CW-Pro,Old,2025-06-05
ASPTINT00417,ASPDLR000439,National Lakshmi Enterprises Main,2021-02-20,BH-Studio,Calibration due,2026-02-15
ASPTINT00418,ASPDLR000937,Modern Farida Distributors,2023-04-23,BH-Studio,Calibration due,2024-09-15
ASPTINT00419,ASPDLR000284,Balaji Yusuf Distributors,2021-09-02,CW-Express,Calibration due,2025-05-18
ASPTINT00420,ASPDLR000448,United Chandra Paints,09/16/2020,CW-Express,Old,2024-12-27
ASPTINT00421,ASPDLR000371,Vijaya Chandra Paints,2025-05-20,CW-Express,Down,2025-03-18
ASPTINT00422,ASPDLR000045,Balaji Senthil Mart,2022-03-13,BH-Studio,Old,2024-11-30
ASPTINT00423,ASPDLR000130,Modern Jagan Depot,2021-10-18,CW-Classic,Calibration due,01/03/2026
ASPTINT00424,ASPDLR000212,Mahalakshmi Chandra Fertilisers,2015-07-30,CW-Pro,OK,2024-08-26
ASPTINT00425,ASPDLR000096,Metro Hari Paints,29/10/2016,CW-Classic,Calibration due,06-Jul-24
ASPTINT00426,ASPDLR000423,Balaji Kavya Paints,04-May-21,CW-Pro,Old,2025-02-02
ASPTINT00427,ASPDLR000254,Sri Farida Corporation,2021-08-25,BH-Studio,OK,11/02/2025
ASPTINT00428,ASPDLR000727,Sree Kavya Paints,2021-02-07,CW-Express,Calibration due,2025-11-27
ASPTINT00429,ASPDLR000939,Lucky Anand Paints,30/12/2016,BH-Studio,Down,2025-04-10
ASPTINT00430,ASPDLR000860,Murugan Prakash Associates,17/10/2019,CW-Express,Down,2025-12-31
ASPTINT00431,ASPDLR000339,Murugan Ganesh Associates,12/03/2016,BH-Studio,Down,2026-01-21
ASPTINT00432,ASPDLR000390,Metro Irfan Corporation,2021-08-06,CW-Classic,OK,2026-03-01
ASPTINT00433,ASPDLR000611,Lucky Irfan Mart,2022-01-20,CW-Pro,Calibration due,2025-03-20
ASPTINT00434,ASPDLR000613,Murugan Meena Paints,2022-11-29,CW-Express,Down,2025-09-12
ASPTINT00435,ASPDLR000759,Modern Revathi Paints,2020-06-01,CW-Express,OK,2024-11-20
ASPTINT00436,ASPDLR000865,Kaveri Geetha Stores,2015-07-10,CW-Pro,Calibration due,11/01/2025
ASPTINT00437,ASPDLR000017,National Naveen Paints,2025-09-12,CW-Pro,Shifted,2025-07-02
ASPTINT00438,ASPDLR000976,Ganesh Farida Paints,03/06/2024,CW-Classic,Calibration due,2025-10-11
ASPTINT00439,ASPDLR000375,Mahalakshmi Farida Depot,03/18/2016,CW-Pro,Old,2024-12-01
ASPTINT00440,ASPDLR000687,Sree Meena Services,2023-03-26,CW-Pro,Old,2025-09-12
ASPTINT00441,ASPDLR000741,Shree Farida Services,2016-09-28,CW-Classic,OK,2025-10-01
ASPTINT00442,ASPDLR000982,National Lokesh Paints,2016-03-02,CW-Classic,Shifted,2024-07-21
ASPTINT00443,ASPDLR000416,Sree Senthil Chemicals,2020-10-04,CW-Express,Old,2026-02-23
ASPTINT00444,ASPDLR000485,Lucky Sanjay Traders Pvt,2016-08-03,CW-Classic,Calibration due,2024-07-27
ASPTINT00445,ASPDLR000371,Vijaya Chandra Paints,2016-06-25,CW-Express,Down,2025-07-22
ASPTINT00446,ASPDLR000282,Ganesh Anand Paints,02/09/2021,CW-Classic,Calibration due,2025-07-03
ASPTINT00447,ASPDLR000950,GANESH GANESH MART,2022-02-16,CW-Classic,Shifted,2025-09-22
ASPTINT00448,ASPDLR000836,Star Geetha Paints,2015-02-07,CW-Express,Shifted,02/28/2026
ASPTINT00449,ASPDLR000312,Modern Deepak Stores,2015-10-01,CW-Express,Down,2024-08-17
ASPTINT00450,ASPDLR000046,Mahalakshmi Venkatesh Mart,2021-04-12,BH-Studio,Down,2025-03-22
ASPTINT00451,ASPDLR000456,Prime Deepak Stores,2025-04-26,CW-Pro,Old,2024-06-30
ASPTINT00452,ASPDLR000309,Ganesh Lakshmi Paints,21-Dec-24,CW-Express,Old,2025-03-27
ASPTINT00453,ASPDLR000899,UNITED REVATHI ENTERPRISES,2016-11-16,CW-Classic,Old,2024-07-12
ASPTINT00454,ASPDLR000707,National Sanjay Traders,2018-07-19,CW-Pro,Calibration due,2025-05-08
ASPTINT00455,ASPDLR000086,Ganesh Jagan Agro,2020-12-26,CW-Express,Down,07/26/2025
ASPTINT00456,ASPDLR000025,Ganesh Manoj Fertilisers,2016-01-26,CW-Pro,OK,2024-12-25
ASPTINT00457,ASPDLR000089,New Bala Paints,2023-12-13,BH-Studio,Calibration due,2025-12-19
ASPTINT00458,ASPDLR000439,National Lakshmi Enterprises Main,10/04/2017,CW-Express,Down,2025-03-02
ASPTINT00459,ASPDLR000375,Mahalakshmi Farida Depot,16/07/2021,CW-Express,Shifted,2024-06-28
ASPTINT00460,ASPDLR000066,New Naveen Traders,2025-07-15,BH-Studio,Calibration due,2025-11-06
ASPTINT00461,ASPDLR000235,New Naveen Fertilisers,2019-10-28,CW-Pro,Shifted,2025-09-04
ASPTINT00462,ASPDLR000569,Sri Venkatesh Tyres,2023-10-09,CW-Classic,Down,09/03/2024
ASPTINT00463,ASPDLR000691,Kaveri Venkatesh Paints,2015-12-02,CW-Classic,OK,2025-07-07
ASPTINT00464,ASPDLR000378,SRI GANESH STORES,2018-08-11,CW-Pro,Old,07/08/2025
ASPTINT00465,ASPDLR000334,National Farida Depot,2025-08-14,CW-Express,Shifted,06/08/2024
ASPTINT00466,ASPDLR000169,Murugan Chandra Paints,2016-06-13,BH-Studio,Old,2025-03-27
ASPTINT00467,ASPDLR000606,Murugan Naveen Sales,2018-05-24,CW-Pro,Old,2025-08-13
ASPTINT00468,ASPDLR000432,Murugan Ganesh Depot,2024-04-12,CW-Express,Down,2025-10-31
ASPTINT00469,ASPDLR000908,SRI SENTHIL ASSOCIATES,2019-08-08,CW-Pro,OK,2024-09-21
ASPTINT00470,ASPDLR000524,NEW LOKESH AGRO,2023-01-09,CW-Express,Calibration due,18/03/2025
ASPTINT00471,ASPDLR000559,National Yusuf Paints,2023-09-16,CW-Pro,Down,2024-12-04
ASPTINT00472,ASPDLR000064,ROYAL ARUN PAINTS,2016-12-17,CW-Classic,OK,2025-12-18
ASPTINT00473,ASPDLR000631,United Karthik Corporation,2015-07-29,CW-Classic,Old,2024-11-06
ASPTINT00474,ASPDLR000360,Ganesh Revathi Paints,2023-12-28,CW-Pro,Old,2025-08-10
ASPTINT00475,ASPDLR000417,National Manoj Paints,2018-04-17,CW-Classic,Down,2024-11-15
ASPTINT00476,ASPDLR000085,Star Sanjay Services,2018-06-20,CW-Express,Calibration due,06/03/2025
ASPTINT00477,ASPDLR000232,ROYAL JAGAN AGRO,23/07/2018,CW-Classic,Calibration due,05/16/2025
ASPTINT00478,ASPDLR000570,Sri Karthik Paints,24-Oct-19,BH-Studio,Down,2024-05-13
ASPTINT00479,ASPDLR000275,Ganesh Rafiq Services,2019-12-13,CW-Express,OK,2025-07-22
ASPTINT00480,ASPDLR000335,Vijaya Lakshmi Paints,2021-06-08,CW-Express,Shifted,11/02/2025
ASPTINT00481,ASPDLR000104,Sree Bala Depot,2020-04-10,BH-Studio,Old,2024-08-08
ASPTINT00482,ASPDLR000125,Kaveri Irfan Associates,2017-05-30,BH-Studio,Shifted,2025-08-17
ASPTINT00483,ASPDLR000799,Balaji Meena Paints,18-Dec-19,CW-Pro,Old,2024-09-11
ASPTINT00484,ASPDLR000107,Murugan Anand Traders,06/27/2022,BH-Studio,Old,2024-12-21
ASPTINT00485,ASPDLR000965,Prime Geetha Paints,2019-09-19,CW-Express,Old,03/10/2024
ASPTINT00486,ASPDLR000666,City Manoj Paints,2015-01-01,CW-Pro,Calibration due,2024-06-05
ASPTINT00487,ASPDLR000265,Royal Naveen Paints,2017-02-15,BH-Studio,Old,2024-07-23
ASPTINT00488,ASPDLR000198,New Bala Hardware,2015-11-29,CW-Classic,Calibration due,2025-04-04
ASPTINT00489,ASPDLR000592,National Farida Paints,2017-02-02,CW-Classic,Down,2024-12-01
ASPTINT00490,ASPDLR000623,SREE BALA DEPOT,01/02/2023,CW-Pro,OK,2024-07-28
ASPTINT00491,ASPDLR000110,Star Chandra Paints,2024-11-08,CW-Pro,Calibration due,05/22/2024
ASPTINT00492,ASPDLR000168,SRI VENKATESH CORPORATION,2021-03-18,CW-Express,Shifted,2024-12-14
ASPTINT00493,ASPDLR000973,Vijaya Senthil Paints,2024-02-05,CW-Classic,Old,2024-09-18
ASPTINT00494,ASPDLR000845,Sri Manoj Paints,2023-04-11,BH-Studio,Calibration due,2024-04-17
ASPTINT00495,ASPDLR000529,National Priya Enterprises,2016-01-05,CW-Express,Down,2024-07-05
ASPTINT00496,ASPDLR000869,New Anand Tyres,06-Dec-23,BH-Studio,Calibration due,2024-08-26
ASPTINT00497,ASPDLR000240,KAVERI IRFAN PAINTS,21/04/2021,CW-Classic,Down,21/04/2024
ASPTINT00498,ASPDLR000245,Vijaya Prakash Agencies Ltd,04/05/2020,BH-Studio,Down,2025-06-26
ASPTINT00499,ASPDLR000681,Prime Lokesh Traders,25/01/2023,CW-Express,Calibration due,2025-01-30
ASPTINT00500,ASPDLR000629,Metro Kavya Paints,2021-09-14,BH-Studio,OK,05-Dec-24
ASPTINT00501,ASPDLR000940,Sree Irfan Tyres,2019-02-19,CW-Express,Calibration due,2024-05-15
ASPTINT00502,ASPDLR000130,Modern Jagan Depot,2016-03-14,CW-Pro,Shifted,2024-04-27
ASPTINT00503,ASPDLR000651,Sri Priya Corporation,2021-07-07,CW-Classic,Old,2026-01-23
ASPTINT00504,ASPDLR000625,Star Bala Stores,2021-04-18,CW-Pro,OK,2026-03-27
ASPTINT00505,ASPDLR000450,Sree Hari Paints,2019-02-08,BH-Studio,Down,2025-09-05
ASPTINT00506,ASPDLR000212,Mahalakshmi Chandra Fertilisers,2024-05-05,BH-Studio,Old,2026-02-06
ASPTINT00507,ASPDLR000523,Mahalakshmi Arun Paints,2021-08-16,BH-Studio,Shifted,2025-04-11
